Unnamed: 0,fixed_code,buggy_code,gumtree_baseline,line_in_dataset,gpt_attempt1,baseline_nodes,gpt_nodes,node_set_match,jaccard_score,precision,recall,f1_score,tp,fp,fn
10,10,"public boolean METHOD_1 ( TYPE_1 event , java.lang.String VAR_1 ) { return ( ( event . METHOD_2 ( STRING_1 ) ) != null ) && ( event . METHOD_2 ( STRING_1 ) . contains ( VAR_1 ) ) ; }","public boolean METHOD_1 ( TYPE_1 event , java.lang.String VAR_1 ) { return ( event . METHOD_2 ( STRING_1 ) . contains ( VAR_1 ) ) && ( ( event . METHOD_2 ( STRING_1 ) ) != null ) ; }",['Move BinaryOperator'],15,['Move BinaryOperator'],['BinaryOperator'],['BinaryOperator'],Exact Match,1.0,1.0,1.0,1.0,1,0,0
11,11,"public double METHOD_1 ( int VAR_1 , int VAR_2 ) { return ( ( ( double ) ( VAR_1 ) ) / ( VAR_1 + VAR_2 ) ) * INT_1 ; }","public double METHOD_1 ( int VAR_1 , int VAR_2 ) { return VAR_1 / ( VAR_1 + VAR_2 ) ; }","['Move BinaryOperator', 'Delete TypeReference', 'Delete FieldRead', 'Delete BinaryOperator']",18,"['Delete UnaryOperator', 'Delete BinaryOperator', 'Delete TypeAccess']","['BinaryOperator', 'TypeReference', 'FieldRead', 'BinaryOperator']","['UnaryOperator', 'BinaryOperator', 'TypeAccess']",Partial Match,0.2,0.3333333333333333,0.25,0.28571428571428575,1,2,3
12,12,"public TYPE_1 METHOD_1 ( TYPE_2 VAR_1 ) { return new TYPE_1 ( this , VAR_1 ) ; }",public TYPE_1 METHOD_1 ( TYPE_2 VAR_1 ) { return new TYPE_1 ( this ) . METHOD_1 ( VAR_1 ) ; },"['Insert Invocation', 'Update ConstructorCall', 'Move ConstructorCall', 'Move VariableRead']",20,['Insert Invocation'],"['Invocation', 'ConstructorCall', 'ConstructorCall', 'VariableRead']",['Invocation'],GPT Missed Nodes,0.3333333333333333,1.0,0.25,0.4,1,0,3
13,13,public synchronized boolean METHOD_1 ( ) { return ( java.lang.Math.abs ( ( ( VAR_1 ) - ( VAR_2 ) ) ) ) <= FLOAT_1 ; },public synchronized boolean METHOD_1 ( ) { if ( ( java.lang.Math.abs ( ( ( VAR_1 ) - ( VAR_2 ) ) ) ) > FLOAT_1 ) { return false ; } return true ; },"['Insert If', 'Update BinaryOperator', 'Move BinaryOperator', 'Insert Block', 'Insert Literal', 'Insert Return', 'Insert Literal']",23,"['Delete BinaryOperator', 'Insert BinaryOperator', 'Insert UnaryOperator', 'Insert LocalVariable', 'Insert BinaryOperator']","['If', 'BinaryOperator', 'BinaryOperator', 'Block', 'Literal', 'Return', 'Literal']","['BinaryOperator', 'BinaryOperator', 'UnaryOperator', 'LocalVariable', 'BinaryOperator']",Partial Match,0.14285714285714285,0.0,0.0,0.0,0,5,7
14,14,"public void METHOD_1 ( TYPE_1 VAR_1 ) { VAR_2 . METHOD_2 ( METHOD_3 ( ) ) ; if ( ! ( VAR_3 ) ) { VAR_4 = false ; TYPE_2 . METHOD_4 ( VAR_5 , VAR_6 . getValue ( ) . toString ( ) ) ; } }","public void METHOD_1 ( TYPE_1 VAR_1 ) { VAR_2 . METHOD_2 ( METHOD_3 ( ) ) ; VAR_4 = false ; TYPE_2 . METHOD_4 ( VAR_5 , VAR_6 . getValue ( ) . toString ( ) ) ; }","['Move Assignment', 'Move Invocation', 'Delete FieldRead', 'Delete UnaryOperator', 'Delete Block', 'Delete If']",25,['Delete Wra'],"['Assignment', 'Invocation', 'FieldRead', 'UnaryOperator', 'Block', 'If']",['Wra'],Partial Match,0.0,0.0,0.0,0.0,0,1,6
15,15,"public void METHOD_1 ( int temp ) { VAR_1 = TYPE_1 . METHOD_2 ( ( temp - INT_1 ) , INT_2 ) ; }",public void METHOD_1 ( int temp ) { VAR_1 = temp - INT_1 ; },"['Move BinaryOperator', 'Delete TypeAccess', 'Delete TypeAccess', 'Delete Invocation']",26,"['Delete TypeAccess', 'Delete Assignment', 'Insert Assignment']","['BinaryOperator', 'TypeAccess', 'TypeAccess', 'Invocation']","['TypeAccess', 'Assignment', 'Assignment']",Partial Match,0.25,0.3333333333333333,0.25,0.28571428571428575,1,2,3
16,16,"public void METHOD_1 ( ) { if ( METHOD_2 ( ) ) { listener . METHOD_3 ( STRING_1 , this ) ; listener . METHOD_4 ( this ) ; } }","public void METHOD_1 ( ) { listener . METHOD_3 ( STRING_1 , this ) ; listener . METHOD_4 ( this ) ; }","['Move Invocation', 'Move Invocation', 'Delete Invocation', 'Delete Block', 'Delete If']",28,['Delete Invocation'],"['Invocation', 'Invocation', 'Invocation', 'Block', 'If']",['Invocation'],GPT Missed Nodes,0.3333333333333333,1.0,0.2,0.33333333333333337,1,0,4
17,17,protected void METHOD_1 ( ) { if ( ( METHOD_2 ( ) ) > 0 ) { remove ( 0 ) ; } },protected void METHOD_1 ( ) { remove ( 0 ) ; },"['Move Invocation', 'Delete Invocation', 'Delete Literal', 'Delete BinaryOperator', 'Delete Block', 'Delete If']",30,['Delete Invocation'],"['Invocation', 'Invocation', 'Literal', 'BinaryOperator', 'Block', 'If']",['Invocation'],GPT Missed Nodes,0.2,1.0,0.16666666666666666,0.2857142857142857,1,0,5
18,18,public void METHOD_1 ( java.lang.Throwable VAR_1 ) { if ( VAR_1 instanceof TYPE_1 ) { VAR_2 . METHOD_2 ( true ) ; } else { super . METHOD_1 ( VAR_1 ) ; } },public void METHOD_1 ( java.lang.Throwable VAR_1 ) { super . METHOD_1 ( VAR_1 ) ; },"['Move Invocation', 'Delete VariableRead', 'Delete TypeAccess', 'Delete BinaryOperator', 'Delete TypeAccess', 'Delete Literal', 'Delete Invocation', 'Delete Block', 'Delete Block', 'Delete If']",31,['Delete Invocation'],"['Invocation', 'VariableRead', 'TypeAccess', 'BinaryOperator', 'TypeAccess', 'Literal', 'Invocation', 'Block', 'Block', 'If']",['Invocation'],GPT Missed Nodes,0.14285714285714285,1.0,0.1,0.18181818181818182,1,0,9
19,19,"public java.lang.String METHOD_1 ( ) { return java.lang.String.format ( STRING_1 , METHOD_2 ( ) ) . replaceAll ( STRING_2 , STRING_3 ) ; }","public java.lang.String METHOD_1 ( ) { return java.lang.String.format ( STRING_1 , METHOD_2 ( ) ) ; }","['Move Invocation', 'Delete TypeAccess', 'Delete TypeAccess', 'Delete Invocation']",32,['Delete Invocation'],"['Invocation', 'TypeAccess', 'TypeAccess', 'Invocation']",['Invocation'],GPT Missed Nodes,0.5,1.0,0.25,0.4,1,0,3
20,20,"public TYPE_1 METHOD_1 ( ) { if ( ( METHOD_2 ( ) ) || ( METHOD_3 ( ) ) ) return null ; else return VAR_1 . METHOD_4 ( ( ( VAR_2 ) + 1 ) , ( ( VAR_3 ) - 1 ) ) ; }","public TYPE_1 METHOD_1 ( ) { if ( ( METHOD_2 ( ) ) || ( METHOD_3 ( ) ) ) return null ; else return VAR_1 . METHOD_4 ( ( ( VAR_2 ) - 1 ) , ( ( VAR_3 ) + 1 ) ) ; }","['Update BinaryOperator', 'Update BinaryOperator']",33,"['Update UnaryOperator', 'Update UnaryOperator']","['BinaryOperator', 'BinaryOperator']","['UnaryOperator', 'UnaryOperator']",Partial Match,0.0,0.0,0.0,0.0,0,2,2
21,21,"public boolean METHOD_1 ( TYPE_1 VAR_1 , TYPE_2 VAR_2 ) { return ( VAR_2 == null ) || ( ( VAR_2 . METHOD_2 ( ) ) == ( VAR_3 ) ) ; }","public boolean METHOD_1 ( TYPE_1 VAR_1 , TYPE_2 VAR_2 ) { return ( VAR_2 . METHOD_2 ( ) ) == ( VAR_3 ) ; }","['Move BinaryOperator', 'Delete VariableRead', 'Delete Literal', 'Delete BinaryOperator', 'Delete BinaryOperator']",34,['Delete BinaryOperator'],"['BinaryOperator', 'VariableRead', 'Literal', 'BinaryOperator', 'BinaryOperator']",['BinaryOperator'],GPT Missed Nodes,0.3333333333333333,1.0,0.2,0.33333333333333337,1,0,4
22,22,public static TYPE_1 METHOD_1 ( TYPE_2 VAR_1 ) { return new TYPE_1 ( VAR_1 ) ; },"public static TYPE_1 METHOD_1 ( TYPE_2 VAR_1 ) { return TYPE_1 . METHOD_1 ( VAR_1 , 1 ) ; }","['Insert Invocation', 'Insert TypeAccess', 'Move VariableRead', 'Insert Literal', 'Delete ConstructorCall']",37,"['Delete TypeReference', 'Insert TypeAccess', 'Insert Invocation']","['Invocation', 'TypeAccess', 'VariableRead', 'Literal', 'ConstructorCall']","['TypeReference', 'TypeAccess', 'Invocation']",Partial Match,0.3333333333333333,0.6666666666666666,0.4,0.5,2,1,3
23,23,public boolean isEmpty ( ) { return VAR_1 . isEmpty ( ) ; },public boolean isEmpty ( ) { return ( VAR_1 . size ( ) ) == 1 ; },"['Insert BinaryOperator', 'Update Invocation', 'Move Invocation', 'Insert Literal']",38,"['Delete VariableRead', 'Insert VariableRead']","['BinaryOperator', 'Invocation', 'Invocation', 'Literal']","['VariableRead', 'VariableRead']",Partial Match,0.0,0.0,0.0,0.0,0,2,4
24,24,"private void METHOD_1 ( TYPE_1 out ) throws java.io.IOException , java.lang.ClassNotFoundException { VAR_1 = VAR_2 . getClass ( ) . getName ( ) ; if ( METHOD_2 ( ) ) java.lang.System.err.println ( ( STRING_1 + ( VAR_1 ) ) ) ; out . METHOD_3 ( ) ; }","private void METHOD_1 ( TYPE_1 out ) throws java.io.IOException , java.lang.ClassNotFoundException { out . METHOD_3 ( ) ; VAR_1 = VAR_2 . getClass ( ) . getName ( ) ; if ( METHOD_2 ( ) ) java.lang.System.err.println ( ( STRING_1 + ( VAR_1 ) ) ) ; }",['Move Invocation'],39,['Move Invocation'],['Invocation'],['Invocation'],Exact Match,1.0,1.0,1.0,1.0,1,0,0
25,25,public static java.lang.String METHOD_1 ( ) { java.lang.String VAR_1 ; if ( TYPE_1 . METHOD_2 ( ) ) { VAR_1 = VAR_2 ; } else { VAR_1 = VAR_3 ; } return ( VAR_4 ) + VAR_1 ; },public static java.lang.String METHOD_1 ( ) { java.lang.String VAR_1 ; if ( TYPE_1 . METHOD_2 ( ) ) { VAR_1 = VAR_2 ; } else { VAR_1 = VAR_3 ; } return VAR_1 + ( VAR_4 ) ; },['Move FieldRead'],40,['Update Return'],['FieldRead'],['Return'],Partial Match,0.0,0.0,0.0,0.0,0,1,1
26,26,"public void METHOD_1 ( ) { TYPE_1 . METHOD_2 ( STRING_1 , STRING_2 ) ; VAR_1 . METHOD_3 ( ) ; VAR_2 . METHOD_4 ( ) ; super . METHOD_1 ( ) ; }","public void METHOD_1 ( ) { super . METHOD_1 ( ) ; TYPE_1 . METHOD_2 ( STRING_1 , STRING_2 ) ; VAR_1 . METHOD_3 ( ) ; VAR_2 . METHOD_4 ( ) ; }",['Move Invocation'],41,['Move Invocation'],['Invocation'],['Invocation'],Exact Match,1.0,1.0,1.0,1.0,1,0,0
27,27,public void METHOD_1 ( ) { if ( ( this . VAR_1 . size ( ) ) > 0 ) { this . index = - 1 ; } },public void METHOD_1 ( ) { this . index = - 1 ; },"['Move Assignment', 'Delete ThisAccess', 'Delete FieldRead', 'Delete Invocation', 'Delete Literal', 'Delete BinaryOperator', 'Delete Block', 'Delete If']",43,['Delete Invocation'],"['Assignment', 'ThisAccess', 'FieldRead', 'Invocation', 'Literal', 'BinaryOperator', 'Block', 'If']",['Invocation'],GPT Missed Nodes,0.125,1.0,0.125,0.2222222222222222,1,0,7
28,28,"public TYPE_1 METHOD_1 ( ) { if ( ( VAR_1 ) != null ) return TYPE_2 . METHOD_2 ( VAR_1 , 0 , VAR_2 . length ) ; return null ; }","public TYPE_1 METHOD_1 ( ) { return TYPE_2 . METHOD_2 ( VAR_1 , 0 , VAR_2 . length ) ; }","['Move Return', 'Delete FieldRead', 'Delete Literal', 'Delete BinaryOperator', 'Delete Block', 'Delete If', 'Delete Literal', 'Delete Return']",44,"['Delete Return', 'Delete TypeAccess']","['Return', 'FieldRead', 'Literal', 'BinaryOperator', 'Block', 'If', 'Literal', 'Return']","['Return', 'TypeAccess']",Partial Match,0.14285714285714285,0.5,0.125,0.2,1,1,7
29,29,"public java.util.Map < TYPE_1 , TYPE_2 > METHOD_1 ( ) { return new java.util.HashMap ( VAR_1 ) ; }","public java.util.Map < TYPE_1 , TYPE_2 > METHOD_1 ( ) { return VAR_1 ; }","['Move FieldRead', 'Delete ConstructorCall']",45,['Delete Invocation'],"['FieldRead', 'ConstructorCall']",['Invocation'],Partial Match,0.0,0.0,0.0,0.0,0,1,2
30,30,protected TYPE_1 METHOD_1 ( TYPE_2 VAR_1 ) { return VAR_2 . METHOD_1 ( VAR_1 ) ; },protected void METHOD_1 ( TYPE_2 VAR_1 ) { VAR_2 . METHOD_1 ( VAR_1 ) ; },"['Update TypeReference', 'Move Invocation', 'Delete Return']",46,"['Update TypeAccess', 'Delete Return']","['TypeReference', 'Invocation', 'Return']","['TypeAccess', 'Return']",Partial Match,0.25,0.5,0.3333333333333333,0.4,1,1,2
31,31,public double METHOD_1 ( java.lang.String VAR_1 ) { if ( ( TYPE_1 . METHOD_2 ( VAR_1 ) . getString ( STRING_1 ) ) != null ) { return TYPE_1 . METHOD_2 ( VAR_1 ) . METHOD_3 ( STRING_1 ) ; } return 0 ; },public double METHOD_1 ( java.lang.String VAR_1 ) { return TYPE_1 . METHOD_2 ( VAR_1 ) . METHOD_3 ( STRING_1 ) ; },"['Move Return', 'Delete TypeAccess', 'Delete VariableRead', 'Delete Invocation', 'Delete TypeAccess', 'Delete Invocation', 'Delete Literal', 'Delete BinaryOperator', 'Delete Block', 'Delete If', 'Delete Literal', 'Delete Return']",48,"['Delete If', 'Delete Return']","['Return', 'TypeAccess', 'VariableRead', 'Invocation', 'TypeAccess', 'Invocation', 'Literal', 'BinaryOperator', 'Block', 'If', 'Literal', 'Return']","['If', 'Return']",GPT Missed Nodes,0.25,1.0,0.16666666666666666,0.2857142857142857,2,0,10
32,32,private void METHOD_1 ( java.lang.String VAR_1 ) { assert VAR_1 != null ; java.lang.String VAR_2 = METHOD_2 ( VAR_1 ) ; if ( VAR_2 != null ) { VAR_3 . METHOD_3 ( ) . VAR_4 . select ( VAR_2 ) ; VAR_5 . select ( VAR_1 ) ; } },private void METHOD_1 ( java.lang.String VAR_1 ) { assert VAR_1 != null ; java.lang.String VAR_2 = METHOD_2 ( VAR_1 ) ; VAR_3 . METHOD_3 ( ) . VAR_4 . select ( VAR_2 ) ; VAR_5 . select ( VAR_1 ) ; },"['Move Invocation', 'Move Invocation', 'Delete VariableRead', 'Delete Literal', 'Delete BinaryOperator', 'Delete Block', 'Delete If']",49,['Delete Invocation'],"['Invocation', 'Invocation', 'VariableRead', 'Literal', 'BinaryOperator', 'Block', 'If']",['Invocation'],GPT Missed Nodes,0.16666666666666666,0.0,0.0,0.0,0,1,7
33,33,public java.lang.String METHOD_1 ( ) { return VAR_1 . METHOD_2 ( ) ; },public java.lang.String METHOD_1 ( ) { return VAR_1 . METHOD_2 ( ) . getName ( ) ; },"['Insert Invocation', 'Move Invocation']",50,['Insert Invocation'],"['Invocation', 'Invocation']",['Invocation'],Exact Match,1.0,1.0,0.5,0.6666666666666666,1,0,1
34,34,protected void METHOD_1 ( ) { super . METHOD_1 ( ) ; if ( ( VAR_1 ) != null ) VAR_2 . METHOD_2 ( VAR_1 ) ; },protected void METHOD_1 ( ) { super . METHOD_1 ( ) ; VAR_2 . METHOD_2 ( VAR_1 ) ; },"['Move Invocation', 'Delete FieldRead', 'Delete Literal', 'Delete BinaryOperator', 'Delete Block', 'Delete If']",51,['Delete Invocation'],"['Invocation', 'FieldRead', 'Literal', 'BinaryOperator', 'Block', 'If']",['Invocation'],GPT Missed Nodes,0.16666666666666666,0.0,0.0,0.0,0,1,6
35,35,public boolean METHOD_1 ( ) { return ( VAR_1 . equals ( response ) ) && ( ( VAR_2 ) != null ) ; },public boolean METHOD_1 ( ) { return VAR_1 . equals ( response ) ; },"['Move Invocation', 'Delete FieldRead', 'Delete Literal', 'Delete BinaryOperator', 'Delete BinaryOperator']",52,"['Delete VariableRead', 'Delete Return']","['Invocation', 'FieldRead', 'Literal', 'BinaryOperator', 'BinaryOperator']","['VariableRead', 'Return']",Partial Match,0.0,0.0,0.0,0.0,0,2,5
36,36,"public java.lang.String METHOD_1 ( java.lang.String VAR_1 , int start , int VAR_2 ) { return java.lang.String.format ( VAR_1 , ( start + VAR_2 ) , start ) ; }","public java.lang.String METHOD_1 ( java.lang.String VAR_1 , int start , int VAR_2 ) { return java.lang.String.format ( VAR_1 , ( ( start + VAR_2 ) - 1 ) , start ) ; }","['Insert BinaryOperator', 'Move BinaryOperator', 'Insert Literal']",53,['Insert UnaryOperator'],"['BinaryOperator', 'BinaryOperator', 'Literal']",['UnaryOperator'],Partial Match,0.0,0.0,0.0,0.0,0,1,3
37,37,private void METHOD_1 ( ) { if ( ( ( VAR_1 ) % INT_1 ) == 1 ) { if ( VAR_2 . METHOD_2 ( VAR_3 ) ) { METHOD_3 ( ) ; } else { } } },private void METHOD_1 ( ) { if ( VAR_2 . METHOD_2 ( VAR_3 ) ) { METHOD_3 ( ) ; } else { } },"['Move If', 'Delete FieldRead', 'Delete FieldRead', 'Delete BinaryOperator', 'Delete Literal', 'Delete BinaryOperator', 'Delete Block', 'Delete If']",55,['Delete Invocation'],"['If', 'FieldRead', 'FieldRead', 'BinaryOperator', 'Literal', 'BinaryOperator', 'Block', 'If']",['Invocation'],Partial Match,0.0,0.0,0.0,0.0,0,1,8
38,38,public void METHOD_1 ( TYPE_1 VAR_1 ) { VAR_2 . add ( VAR_1 ) ; VAR_3 . get ( ( ( VAR_1 . METHOD_2 ( ) ) - 1 ) ) . METHOD_3 ( ) ; },public void METHOD_1 ( TYPE_1 VAR_1 ) { VAR_2 . add ( VAR_1 ) ; VAR_3 . get ( VAR_1 . METHOD_2 ( ) ) . METHOD_3 ( ) ; },"['Move Invocation', 'Delete Literal', 'Delete BinaryOperator']",56,['Delete Assignment'],"['Invocation', 'Literal', 'BinaryOperator']",['Assignment'],Partial Match,0.0,0.0,0.0,0.0,0,1,3
39,39,"public TYPE_1 METHOD_1 ( java.lang.Integer VAR_1 ) { return new TYPE_1 ( filename , VAR_2 , VAR_1 , method , VAR_3 , className , context , args , VAR_4 ) ; }","public TYPE_1 METHOD_1 ( java.lang.Integer VAR_1 ) { return new TYPE_1 ( filename , VAR_2 , VAR_1 , method , VAR_3 , context , args , VAR_4 ) ; }",['Delete FieldRead'],59,['Delete TypeAccess'],['FieldRead'],['TypeAccess'],Partial Match,0.0,0.0,0.0,0.0,0,1,1
40,40,public boolean METHOD_1 ( ) { return ( ( ( type ) == null ) && ( ( VAR_1 ) != null ) ) || ( ( ( type ) != null ) && ( VAR_2 . toLowerCase ( ) . startsWith ( VAR_3 ) ) ) ; },public boolean METHOD_1 ( ) { return ( ( VAR_1 ) != null ) || ( ( ( type ) != null ) && ( VAR_2 . toLowerCase ( ) . startsWith ( VAR_3 ) ) ) ; },"['Update BinaryOperator', 'Move BinaryOperator', 'Move BinaryOperator', 'Delete FieldRead', 'Delete Literal', 'Delete BinaryOperator', 'Delete BinaryOperator']",60,['Delete TypeReference'],"['BinaryOperator', 'BinaryOperator', 'BinaryOperator', 'FieldRead', 'Literal', 'BinaryOperator', 'BinaryOperator']",['TypeReference'],Partial Match,0.0,0.0,0.0,0.0,0,1,7
41,41,public double METHOD_1 ( ) { return ( VAR_1 . METHOD_2 ( ) ) / ( VAR_2 ) ; },public double METHOD_1 ( ) { return java.lang.Math.abs ( ( ( VAR_1 . METHOD_2 ( ) ) / ( VAR_2 ) ) ) ; },"['Insert Invocation', 'Insert TypeAccess', 'Move BinaryOperator']",61,"['Insert TypeAccess', 'Insert Invocation']","['Invocation', 'TypeAccess', 'BinaryOperator']","['TypeAccess', 'Invocation']",GPT Missed Nodes,0.6666666666666666,1.0,0.6666666666666666,0.8,2,0,1
42,42,public java.lang.String METHOD_1 ( ) { return ( ( name ) + STRING_1 ) + ( VAR_1 ) ; },public java.lang.String METHOD_1 ( ) { return VAR_1 ; },"['Move FieldRead', 'Delete FieldRead', 'Delete FieldRead', 'Delete BinaryOperator', 'Delete BinaryOperator']",62,"['Delete Invocation', 'Delete Invocation', 'Delete Invocation']","['FieldRead', 'FieldRead', 'FieldRead', 'BinaryOperator', 'BinaryOperator']","['Invocation', 'Invocation', 'Invocation']",Partial Match,0.0,0.0,0.0,0.0,0,3,5
