fixed,buggy,baseline_ast_gumtree,line_id_tp_dataset
public void init ( TYPE_1 VAR_1 ) { VAR_2 = new java.util.Random ( ) ; this . VAR_1 = VAR_1 ; METHOD_1 ( ) ; METHOD_2 ( ) ; VAR_3 = new TYPE_2 ( ) ; VAR_4 . init ( ) ; VAR_5 = new TYPE_3 ( ) ; },public void init ( TYPE_1 VAR_1 ) { this . VAR_1 = VAR_1 ; METHOD_2 ( ) ; VAR_3 = new TYPE_2 ( ) ; VAR_4 . init ( ) ; VAR_5 = new TYPE_3 ( ) ; },"['Delete FieldWrite', 'Delete ConstructorCall', 'Delete Assignment', 'Delete Invocation']",18
public void METHOD_1 ( ) { if ( ( METHOD_2 ( ) ) && ( ( VAR_1 ) != null ) ) { VAR_1 . METHOD_3 ( ) ; } else { VAR_2 = TYPE_1 . METHOD_4 ( ) ; } },public void METHOD_1 ( ) { if ( METHOD_2 ( ) ) { if ( ( VAR_1 ) != null ) { VAR_1 . METHOD_3 ( ) ; } } },"['Move Invocation', 'Insert Block', 'Insert If', 'Move BinaryOperator', 'Move Block', 'Delete BinaryOperator', 'Delete FieldWrite', 'Delete TypeAccess', 'Delete Invocation', 'Delete Assignment', 'Delete Block']",20
public void METHOD_1 ( ) { super . METHOD_1 ( ) ; VAR_1 . METHOD_2 ( VAR_2 ) ; VAR_3 . METHOD_3 ( ) ; VAR_3 = null ; },public void METHOD_1 ( ) { super . METHOD_1 ( ) ; VAR_3 . METHOD_3 ( ) ; },"['Delete TypeAccess', 'Delete TypeAccess', 'Delete Invocation', 'Delete FieldWrite', 'Delete Literal', 'Delete Assignment']",21
"public boolean METHOD_1 ( ) { this . VAR_1 = new TYPE_1 ( this . getContext ( ) ) ; VAR_2 . i ( VAR_3 , STRING_1 ) ; return true ; }",public boolean METHOD_1 ( ) { return false ; },"['Update Literal', 'Delete ThisAccess', 'Delete FieldWrite', 'Delete ThisAccess', 'Delete Invocation', 'Delete ConstructorCall', 'Delete Assignment', 'Delete TypeAccess', 'Delete TypeAccess', 'Delete TypeAccess', 'Delete Invocation']",22
public void METHOD_1 ( ) { this . VAR_1 = false ; if ( ( VAR_2 ) != null ) { VAR_2 . METHOD_2 ( this ) ; } if ( ( VAR_3 ) != null ) { VAR_3 . METHOD_3 ( this ) ; } },public void METHOD_1 ( ) { if ( ( VAR_2 ) != null ) { VAR_2 . METHOD_2 ( this ) ; } if ( ( VAR_3 ) != null ) { VAR_3 . METHOD_3 ( this ) ; } },"['Delete ThisAccess', 'Delete FieldWrite', 'Delete Literal', 'Delete Assignment']",23
public void METHOD_1 ( TYPE_1 VAR_1 ) { super . METHOD_1 ( VAR_1 ) ; getActivity ( ) . METHOD_2 ( ) . METHOD_3 ( VAR_2 ) ; VAR_3 = ( ( TYPE_2 ) ( getActivity ( ) ) ) ; },public void METHOD_1 ( TYPE_1 VAR_1 ) { super . METHOD_1 ( VAR_1 ) ; getActivity ( ) . METHOD_2 ( ) . METHOD_3 ( VAR_2 ) ; },"['Delete FieldWrite', 'Delete TypeReference', 'Delete Invocation', 'Delete Assignment']",25
public TYPE_1 METHOD_1 ( ) { VAR_1 = false ; VAR_2 = false ; return this ; },public TYPE_1 METHOD_1 ( ) { VAR_1 = false ; return this ; },"['Delete FieldWrite', 'Delete Literal', 'Delete Assignment']",26
public void METHOD_1 ( TYPE_1 VAR_1 ) { VAR_2 = VAR_1 instanceof TYPE_2 ; },public void METHOD_1 ( TYPE_1 VAR_1 ) { },"['Delete FieldWrite', 'Delete VariableRead', 'Delete TypeAccess', 'Delete BinaryOperator', 'Delete Assignment']",27
private void METHOD_1 ( ) { VAR_1 . METHOD_2 ( this ) ; VAR_2 = false ; },private void METHOD_1 ( ) { VAR_1 . METHOD_2 ( this ) ; },"['Delete FieldWrite', 'Delete Literal', 'Delete Assignment']",28
"public void METHOD_1 ( ) { METHOD_2 ( VAR_1 , VAR_1 ) ; VAR_2 = null ; VAR_3 = true ; }","public void METHOD_1 ( ) { METHOD_2 ( VAR_1 , VAR_1 ) ; VAR_2 = null ; }","['Delete FieldWrite', 'Delete Literal', 'Delete Assignment']",29
public void METHOD_1 ( TYPE_1 VAR_1 ) { this . VAR_1 = VAR_1 ; for ( TYPE_2 VAR_2 : VAR_3 ) { VAR_2 . METHOD_1 ( VAR_1 ) ; } },public void METHOD_1 ( TYPE_1 VAR_1 ) { for ( TYPE_2 VAR_2 : VAR_3 ) { VAR_2 . METHOD_1 ( VAR_1 ) ; } },"['Delete ThisAccess', 'Delete FieldWrite', 'Delete VariableRead', 'Delete Assignment']",30
public void METHOD_1 ( TYPE_1 VAR_1 ) { VAR_2 = false ; VAR_3 = 0.0F ; VAR_4 = 0 ; VAR_5 = false ; METHOD_2 ( ) ; },public void METHOD_1 ( TYPE_1 VAR_1 ) { VAR_2 = false ; VAR_3 = 0.0F ; VAR_5 = false ; METHOD_2 ( ) ; },"['Delete FieldWrite', 'Delete Literal', 'Delete Assignment']",31
private void METHOD_1 ( ) { VAR_1 . METHOD_2 ( 0 ) ; VAR_2 = false ; },private void METHOD_1 ( ) { VAR_1 . METHOD_2 ( 0 ) ; },"['Delete FieldWrite', 'Delete Literal', 'Delete Assignment']",35
"protected void METHOD_1 ( ) { super . METHOD_1 ( ) ; VAR_1 . METHOD_2 ( VAR_2 ) ; VAR_3 . METHOD_3 ( ) ; TYPE_1 . METHOD_4 ( VAR_4 , VAR_5 , VAR_6 ) ; VAR_7 = null ; }","protected void METHOD_1 ( ) { super . METHOD_1 ( ) ; TYPE_1 . METHOD_4 ( VAR_4 , VAR_5 , VAR_6 ) ; }","['Delete TypeAccess', 'Delete TypeAccess', 'Delete Invocation', 'Delete TypeAccess', 'Delete Invocation', 'Delete FieldWrite', 'Delete Literal', 'Delete Assignment']",36
public void init ( TYPE_1 VAR_1 ) { VAR_2 = new TYPE_2 ( ) ; VAR_3 = new TYPE_3 ( ) ; VAR_2 . METHOD_1 ( ( ( TYPE_4 ) ( VAR_1 ) ) ) ; VAR_3 . METHOD_2 ( VAR_1 ) ; },public void init ( TYPE_1 VAR_1 ) { VAR_2 . METHOD_1 ( ( ( TYPE_4 ) ( VAR_1 ) ) ) ; VAR_3 . METHOD_2 ( VAR_1 ) ; },"['Delete FieldWrite', 'Delete ConstructorCall', 'Delete Assignment', 'Delete FieldWrite', 'Delete ConstructorCall', 'Delete Assignment']",42
"public static void METHOD_1 ( TYPE_1 VAR_1 ) { if ( VAR_1 != null ) VAR_2 = VAR_1 . METHOD_2 ( ) ; else VAR_2 = null ; TYPE_2 . METHOD_3 ( VAR_3 , ( STRING_1 + ( VAR_2 ) ) ) ; }","public static void METHOD_1 ( TYPE_1 VAR_1 ) { VAR_2 = VAR_1 . METHOD_2 ( ) ; TYPE_2 . METHOD_3 ( VAR_3 , ( STRING_1 + ( VAR_2 ) ) ) ; }","['Move Assignment', 'Delete VariableRead', 'Delete Literal', 'Delete BinaryOperator', 'Delete Block', 'Delete FieldWrite', 'Delete Literal', 'Delete Assignment', 'Delete Block', 'Delete If']",44
public boolean METHOD_1 ( TYPE_1 item ) { int id = item . METHOD_2 ( ) ; if ( id == ( VAR_1 ) ) { this . VAR_2 = false ; METHOD_3 ( ) ; } return super . METHOD_1 ( item ) ; },public boolean METHOD_1 ( TYPE_1 item ) { int id = item . METHOD_2 ( ) ; if ( id == ( VAR_1 ) ) { METHOD_3 ( ) ; } return super . METHOD_1 ( item ) ; },"['Delete ThisAccess', 'Delete FieldWrite', 'Delete Literal', 'Delete Assignment']",45
"public void METHOD_1 ( ) { super . METHOD_1 ( ) ; TYPE_1 . METHOD_2 ( VAR_1 , STRING_1 ) ; TYPE_1 . METHOD_2 ( STRING_2 , ( STRING_3 + ( VAR_2 . size ( ) ) ) ) ; VAR_3 = VAR_4 ; }","public void METHOD_1 ( ) { super . METHOD_1 ( ) ; TYPE_1 . METHOD_2 ( VAR_1 , STRING_1 ) ; }","['Delete TypeAccess', 'Delete TypeAccess', 'Delete FieldRead', 'Delete TypeAccess', 'Delete Invocation', 'Delete BinaryOperator', 'Delete Invocation', 'Delete FieldWrite', 'Delete FieldRead', 'Delete Assignment']",47
"public void METHOD_1 ( TYPE_1 VAR_1 ) { if ( VAR_2 ) { TYPE_2 . METHOD_2 ( null , STRING_1 ) ; } else { VAR_3 . isEmpty = false ; TYPE_3 . METHOD_3 ( TYPE_3 . METHOD_4 ( ) ) ; } }",public void METHOD_1 ( TYPE_1 VAR_1 ) { },"['Delete FieldRead', 'Delete TypeAccess', 'Delete Literal', 'Delete TypeAccess', 'Delete Invocation', 'Delete Block', 'Delete FieldWrite', 'Delete Literal', 'Delete Assignment', 'Delete TypeAccess', 'Delete TypeAccess', 'Delete Invocation', 'Delete Invocation', 'Delete Block', 'Delete If']",48
"public void METHOD_1 ( TYPE_1 VAR_1 ) { super . METHOD_1 ( VAR_1 ) ; TYPE_2 . METHOD_2 ( VAR_2 , STRING_1 ) ; VAR_3 = new java.util.ArrayList < > ( ) ; VAR_4 = new TYPE_3 ( ) ; VAR_5 = new TYPE_4 ( ) ; }","public void METHOD_1 ( TYPE_1 VAR_1 ) { super . METHOD_1 ( VAR_1 ) ; TYPE_2 . METHOD_2 ( VAR_2 , STRING_1 ) ; VAR_3 = new java.util.ArrayList < > ( ) ; VAR_4 = new TYPE_3 ( ) ; }","['Delete FieldWrite', 'Delete ConstructorCall', 'Delete Assignment']",49
public void METHOD_1 ( ) { super . METHOD_1 ( ) ; VAR_1 . METHOD_2 ( VAR_2 ) ; VAR_1 = null ; },public void METHOD_1 ( ) { super . METHOD_1 ( ) ; },"['Delete TypeAccess', 'Delete TypeAccess', 'Delete Invocation', 'Delete FieldWrite', 'Delete Literal', 'Delete Assignment']",50
"public int METHOD_1 ( android.content.Intent intent , int VAR_1 , int VAR_2 ) { if ( VAR_3 ) { METHOD_2 ( ) ; VAR_3 = false ; } return VAR_4 ; }","public int METHOD_1 ( android.content.Intent intent , int VAR_1 , int VAR_2 ) { METHOD_2 ( ) ; return VAR_4 ; }","['Move Invocation', 'Delete FieldRead', 'Delete FieldWrite', 'Delete Literal', 'Delete Assignment', 'Delete Block', 'Delete If']",51
"public void METHOD_1 ( TYPE_1 name , TYPE_2 VAR_1 ) { if ( VAR_2 ) TYPE_3 . METHOD_2 ( VAR_3 , STRING_1 ) ; VAR_4 = new TYPE_4 ( VAR_1 ) ; VAR_5 = true ; }","public void METHOD_1 ( TYPE_1 name , TYPE_2 VAR_1 ) { if ( VAR_2 ) TYPE_3 . METHOD_2 ( VAR_3 , STRING_1 ) ; VAR_4 = new TYPE_4 ( VAR_1 ) ; }","['Delete FieldWrite', 'Delete Literal', 'Delete Assignment']",52
protected void METHOD_1 ( TYPE_1 VAR_1 ) { super . METHOD_1 ( VAR_1 ) ; METHOD_2 ( VAR_2 ) ; VAR_3 = TYPE_2 . METHOD_3 ( ) ; METHOD_4 ( ) ; },protected void METHOD_1 ( TYPE_1 VAR_1 ) { super . METHOD_1 ( VAR_1 ) ; METHOD_2 ( VAR_2 ) ; METHOD_4 ( ) ; },"['Delete FieldWrite', 'Delete TypeAccess', 'Delete Invocation', 'Delete Assignment']",53
"public void METHOD_1 ( ) { TYPE_1 VAR_1 = new TYPE_1 ( ( ( VAR_2 ) - INT_1 ) , ( ( VAR_3 ) - INT_1 ) ) ; VAR_4 . show ( ) ; VAR_5 = VAR_6 ; METHOD_2 ( ) ; }","public void METHOD_1 ( ) { TYPE_1 VAR_1 = new TYPE_1 ( ( ( VAR_2 ) - INT_1 ) , ( ( VAR_3 ) - INT_1 ) ) ; VAR_4 . show ( ) ; METHOD_2 ( ) ; }","['Delete FieldWrite', 'Delete FieldRead', 'Delete Assignment']",55
protected void METHOD_1 ( ) { super . METHOD_1 ( ) ; if ( VAR_1 ) { VAR_1 = false ; METHOD_2 ( VAR_2 ) ; } },protected void METHOD_1 ( ) { super . METHOD_1 ( ) ; METHOD_2 ( VAR_2 ) ; },"['Move Invocation', 'Delete FieldRead', 'Delete FieldWrite', 'Delete Literal', 'Delete Assignment', 'Delete Block', 'Delete If']",56
"public void METHOD_1 ( TYPE_1 VAR_1 ) { if ( TYPE_2 . METHOD_2 ( this , this ) ) { VAR_2 = STRING_1 ; VAR_3 . setText ( VAR_2 ) ; VAR_4 = null ; METHOD_3 ( null ) ; METHOD_4 ( ) ; } }","public void METHOD_1 ( TYPE_1 VAR_1 ) { if ( TYPE_2 . METHOD_2 ( this , this ) ) { VAR_2 = STRING_1 ; VAR_3 . setText ( VAR_2 ) ; METHOD_3 ( null ) ; } }","['Delete FieldWrite', 'Delete Literal', 'Delete Assignment', 'Delete Invocation']",59
public static void METHOD_1 ( ) { VAR_1 = true ; new java.lang.Thread ( new TYPE_1 ( ) { public void METHOD_2 ( ) { TYPE_2 . METHOD_3 ( ) ; } } ) . start ( ) ; },public static void METHOD_1 ( ) { new java.lang.Thread ( new TYPE_1 ( ) { public void METHOD_2 ( ) { TYPE_2 . METHOD_3 ( ) ; } } ) . start ( ) ; },"['Delete FieldWrite', 'Delete Literal', 'Delete Assignment']",60
public void METHOD_1 ( ) { VAR_1 = new TYPE_1 ( TYPE_2 . METHOD_2 ( ) . METHOD_3 ( ) ) ; VAR_2 = new TYPE_3 ( TYPE_2 . METHOD_2 ( ) . METHOD_3 ( ) ) ; },public void METHOD_1 ( ) { VAR_1 = new TYPE_1 ( TYPE_2 . METHOD_2 ( ) . METHOD_3 ( ) ) ; },"['Delete FieldWrite', 'Delete TypeAccess', 'Delete Invocation', 'Delete Invocation', 'Delete ConstructorCall', 'Delete Assignment']",61
"public void init ( ) { if ( ! ( VAR_1 ) ) { TYPE_1 VAR_2 = new TYPE_1 ( VAR_3 , VAR_4 ) ; VAR_5 . start ( ) ; VAR_1 = true ; } }","public void init ( ) { if ( ! ( VAR_1 ) ) { TYPE_1 VAR_2 = new TYPE_1 ( VAR_3 , VAR_4 ) ; VAR_5 . start ( ) ; } }","['Delete FieldWrite', 'Delete Literal', 'Delete Assignment']",62
"public void METHOD_1 ( TYPE_1 VAR_1 , int VAR_2 ) { VAR_3 = true ; VAR_1 . METHOD_2 ( ) ; TYPE_2 . METHOD_3 ( this , new java.lang.String [ ] { VAR_4 } , VAR_5 ) ; }","public void METHOD_1 ( TYPE_1 VAR_1 , int VAR_2 ) { VAR_1 . METHOD_2 ( ) ; TYPE_2 . METHOD_3 ( this , new java.lang.String [ ] { VAR_4 } , VAR_5 ) ; }","['Delete FieldWrite', 'Delete Literal', 'Delete Assignment']",63
"public void METHOD_1 ( java.lang.String [ ] VAR_1 ) { TYPE_1 VAR_2 = new TYPE_1 ( VAR_1 , this ) ; VAR_3 = new TYPE_2 ( VAR_1 , VAR_2 , this , VAR_4 ) ; METHOD_2 ( VAR_3 ) ; VAR_5 = VAR_1 ; }","public void METHOD_1 ( java.lang.String [ ] VAR_1 ) { TYPE_1 VAR_2 = new TYPE_1 ( VAR_1 , this ) ; VAR_3 = new TYPE_2 ( VAR_1 , VAR_2 , this , VAR_4 ) ; METHOD_2 ( VAR_3 ) ; }","['Delete FieldWrite', 'Delete VariableRead', 'Delete Assignment']",66
public void METHOD_1 ( ) { VAR_1 = ( VAR_1 ) + FLOAT_1 ; },public void METHOD_1 ( ) { },"['Delete FieldWrite', 'Delete FieldRead', 'Delete FieldRead', 'Delete BinaryOperator', 'Delete Assignment']",68
public void METHOD_1 ( ) { java.lang.System.out.println ( STRING_1 ) ; VAR_1 = new TYPE_1 ( this ) ; new TYPE_2 ( this ) ; VAR_2 = true ; },public void METHOD_1 ( ) { java.lang.System.out.println ( STRING_1 ) ; VAR_1 = new TYPE_1 ( this ) ; new TYPE_2 ( this ) ; },"['Delete FieldWrite', 'Delete Literal', 'Delete Assignment']",71
public TYPE_1 METHOD_1 ( ) { if ( ( VAR_1 ) == null ) { VAR_2 . METHOD_2 ( STRING_1 ) ; VAR_1 = new TYPE_1 ( ) ; METHOD_3 ( new TYPE_2 ( ) ) ; } return VAR_1 ; },public TYPE_1 METHOD_1 ( ) { return VAR_1 ; },"['Delete FieldRead', 'Delete Literal', 'Delete BinaryOperator', 'Delete TypeAccess', 'Delete TypeAccess', 'Delete Invocation', 'Delete FieldWrite', 'Delete ConstructorCall', 'Delete Assignment', 'Delete ConstructorCall', 'Delete Invocation', 'Delete Block', 'Delete If']",72
public void METHOD_1 ( TYPE_1 VAR_1 ) { if ( ( VAR_2 ) != null ) this . VAR_3 = VAR_1 ; else throw new TYPE_2 ( STRING_1 ) ; },public void METHOD_1 ( TYPE_1 VAR_1 ) { if ( ( VAR_2 ) != null ) VAR_2 . METHOD_1 ( VAR_1 ) ; else throw new TYPE_2 ( STRING_1 ) ; },"['Insert Invocation', 'Insert TypeAccess', 'Move VariableRead', 'Delete ThisAccess', 'Delete FieldWrite', 'Delete Assignment']",73
public void update ( ) { VAR_1 = ( VAR_2 ) > 0 ; if ( VAR_3 ) { VAR_4 = VAR_5 ; } METHOD_1 ( ) ; METHOD_2 ( ) ; METHOD_3 ( ) ; },public void update ( ) { if ( VAR_3 ) { VAR_4 = VAR_5 ; } METHOD_1 ( ) ; METHOD_2 ( ) ; METHOD_3 ( ) ; },"['Delete FieldWrite', 'Delete FieldRead', 'Delete Literal', 'Delete BinaryOperator', 'Delete Assignment']",74
"public void METHOD_1 ( ) { VAR_1 . METHOD_2 ( VAR_2 . METHOD_3 ( VAR_3 ) , VAR_4 . METHOD_4 ( ) , VAR_5 , VAR_6 ) ; VAR_6 = STRING_1 ; VAR_5 = STRING_1 ; }","public void METHOD_1 ( ) { VAR_1 . METHOD_2 ( VAR_2 . METHOD_3 ( VAR_3 ) , VAR_4 . METHOD_4 ( ) , VAR_5 , VAR_6 ) ; }","['Delete FieldWrite', 'Delete FieldRead', 'Delete Assignment', 'Delete FieldWrite', 'Delete FieldRead', 'Delete Assignment']",75
"public void METHOD_1 ( TYPE_1 VAR_1 , TYPE_2 VAR_2 ) { super . METHOD_1 ( VAR_1 , VAR_2 ) ; VAR_3 = VAR_4 . getBoolean ( VAR_5 ) ; VAR_6 = VAR_4 . getString ( STRING_1 ) ; }","public void METHOD_1 ( TYPE_1 VAR_1 , TYPE_2 VAR_2 ) { super . METHOD_1 ( VAR_1 , VAR_2 ) ; VAR_6 = VAR_4 . getString ( STRING_1 ) ; }","['Delete FieldWrite', 'Delete TypeAccess', 'Delete TypeAccess', 'Delete Invocation', 'Delete Assignment']",76
public void METHOD_1 ( ) { METHOD_2 ( ) ; VAR_1 = null ; },public void METHOD_1 ( ) { METHOD_2 ( ) ; },"['Delete FieldWrite', 'Delete Literal', 'Delete Assignment']",77
public void METHOD_1 ( ) { VAR_1 . METHOD_2 ( VAR_2 ) ; VAR_1 . METHOD_3 ( ) ; VAR_3 = false ; },public void METHOD_1 ( ) { VAR_1 . METHOD_2 ( VAR_2 ) ; VAR_1 . METHOD_3 ( ) ; },"['Delete FieldWrite', 'Delete Literal', 'Delete Assignment']",79
public void METHOD_1 ( ) { super . METHOD_1 ( ) ; if ( VAR_1 ) { METHOD_2 ( VAR_2 ) ; } },public void METHOD_1 ( ) { super . METHOD_1 ( ) ; VAR_1 = false ; METHOD_2 ( VAR_2 ) ; },"['Insert Assignment', 'Move Invocation', 'Insert FieldWrite', 'Insert Literal', 'Delete FieldRead', 'Delete Block', 'Delete If']",80
"private void METHOD_1 ( java.lang.String VAR_1 , java.lang.String VAR_2 ) { VAR_3 = false ; if ( ( VAR_4 ) == null ) { VAR_4 = new TYPE_1 ( VAR_5 ) ; } VAR_6 . init ( VAR_1 , VAR_2 ) ; view . METHOD_2 ( ) ; }","private void METHOD_1 ( java.lang.String VAR_1 , java.lang.String VAR_2 ) { if ( ( VAR_4 ) == null ) { VAR_4 = new TYPE_1 ( VAR_5 ) ; } VAR_6 . init ( VAR_1 , VAR_2 ) ; view . METHOD_2 ( ) ; }","['Delete FieldWrite', 'Delete Literal', 'Delete Assignment']",81
"public boolean METHOD_1 ( TYPE_1 VAR_1 ) { this . VAR_1 = VAR_1 ; METHOD_2 ( ) . METHOD_3 ( VAR_2 , VAR_1 ) ; VAR_3 = VAR_1 . METHOD_4 ( VAR_4 ) ; return true ; }",public boolean METHOD_1 ( TYPE_1 VAR_1 ) { this . VAR_1 = VAR_1 ; return true ; },"['Delete Invocation', 'Delete TypeAccess', 'Delete VariableRead', 'Delete Invocation', 'Delete FieldWrite', 'Delete VariableRead', 'Delete TypeAccess', 'Delete Invocation', 'Delete Assignment']",83
public void METHOD_1 ( ) { VAR_1 = this ; METHOD_2 ( id ) ; },public void METHOD_1 ( ) { METHOD_2 ( id ) ; },"['Delete FieldWrite', 'Delete ThisAccess', 'Delete Assignment']",84
protected void METHOD_1 ( TYPE_1 VAR_1 ) { super . METHOD_1 ( VAR_1 ) ; METHOD_2 ( VAR_2 ) ; VAR_3 = ( ( TYPE_2 ) ( METHOD_3 ( VAR_4 ) ) ) ; VAR_5 = this . METHOD_4 ( ) ; METHOD_5 ( ) ; },protected void METHOD_1 ( TYPE_1 VAR_1 ) { super . METHOD_1 ( VAR_1 ) ; METHOD_2 ( VAR_2 ) ; VAR_3 = ( ( TYPE_2 ) ( METHOD_3 ( VAR_4 ) ) ) ; METHOD_5 ( ) ; },"['Delete FieldWrite', 'Delete ThisAccess', 'Delete Invocation', 'Delete Assignment']",85
protected void METHOD_1 ( ) { if ( ( VAR_1 ) >= 0 ) METHOD_2 ( VAR_1 ) ; VAR_2 = false ; },protected void METHOD_1 ( ) { if ( ( VAR_1 ) >= 0 ) METHOD_2 ( VAR_1 ) ; },"['Delete FieldWrite', 'Delete Literal', 'Delete Assignment']",89
private void METHOD_1 ( ) { if ( ( VAR_1 ) != null ) { VAR_1 . METHOD_2 ( ) ; VAR_1 . METHOD_3 ( ) ; VAR_1 . METHOD_4 ( ) ; VAR_1 = null ; VAR_2 = null ; } },private void METHOD_1 ( ) { if ( ( VAR_1 ) != null ) { VAR_1 . METHOD_2 ( ) ; VAR_1 . METHOD_3 ( ) ; VAR_1 . METHOD_4 ( ) ; VAR_1 = null ; } },"['Delete FieldWrite', 'Delete Literal', 'Delete Assignment']",90
private void METHOD_1 ( ) { VAR_1 . execute ( VAR_2 ) ; VAR_2 . METHOD_2 ( ) ; count = 0 ; },private void METHOD_1 ( ) { VAR_1 . execute ( VAR_2 ) ; VAR_2 . METHOD_2 ( ) ; },"['Delete FieldWrite', 'Delete Literal', 'Delete Assignment']",91
"void METHOD_1 ( int VAR_1 , TYPE_1 VAR_2 ) { VAR_3 = 0 ; VAR_4 = TYPE_2 . METHOD_2 ( ) ; switch ( VAR_1 ) { case 0 : METHOD_3 ( VAR_2 ) ; return ; default : return ; } }","void METHOD_1 ( int VAR_1 , TYPE_1 VAR_2 ) { switch ( VAR_1 ) { case 0 : METHOD_3 ( VAR_2 ) ; return ; default : return ; } }","['Delete FieldWrite', 'Delete Literal', 'Delete Assignment', 'Delete FieldWrite', 'Delete TypeAccess', 'Delete Invocation', 'Delete Assignment']",92
