fixed,buggy,baseline_ast_gumtree,line_id_tp_dataset
public void METHOD_1 ( TYPE_1 VAR_1 ) { VAR_2 = VAR_1 . METHOD_2 ( ) ; VAR_3 = VAR_1 . METHOD_3 ( ) ; METHOD_4 ( ) ; },public void METHOD_1 ( TYPE_1 VAR_1 ) { VAR_2 = VAR_1 . METHOD_2 ( ) ; VAR_3 = VAR_1 . METHOD_3 ( ) ; },['Delete Invocation'],11
"public void METHOD_1 ( java.net.URL VAR_1 , TYPE_1 VAR_2 ) { java.lang.System.out.println ( STRING_1 ) ; METHOD_2 ( ) ; }","public void METHOD_1 ( java.net.URL VAR_1 , TYPE_1 VAR_2 ) { java.lang.System.out.println ( STRING_1 ) ; }",['Delete Invocation'],12
private void METHOD_1 ( ) { VAR_1 = new TYPE_1 ( VAR_2 . getActivity ( ) ) ; VAR_1 . METHOD_2 ( false ) ; VAR_1 . METHOD_3 ( false ) ; VAR_1 . METHOD_4 ( VAR_3 ) ; },private void METHOD_1 ( ) { VAR_1 = new TYPE_1 ( VAR_2 . getActivity ( ) ) ; VAR_1 . METHOD_2 ( false ) ; VAR_1 . METHOD_4 ( VAR_3 ) ; },"['Delete TypeAccess', 'Delete Literal', 'Delete Invocation']",13
void METHOD_1 ( ) { try { VAR_1 . METHOD_2 ( VAR_2 . get ( 0 ) ) ; } catch ( java.lang.Exception VAR_3 ) { } VAR_4 . open ( ) ; },void METHOD_1 ( ) { try { VAR_1 . METHOD_2 ( VAR_2 . get ( 0 ) ) ; } catch ( java.lang.Exception VAR_3 ) { } },"['Delete TypeAccess', 'Delete Invocation']",14
"public java.lang.String METHOD_1 ( final TYPE_1 VAR_1 , final TYPE_2 VAR_2 , final TYPE_3 VAR_3 ) throws TYPE_4 { VAR_3 . METHOD_2 ( STRING_1 , STRING_2 ) ; return STRING_3 ; }","public java.lang.String METHOD_1 ( final TYPE_1 VAR_1 , final TYPE_2 VAR_2 , final TYPE_3 VAR_3 ) throws TYPE_4 { return STRING_3 ; }","['Delete VariableRead', 'Delete TypeAccess', 'Delete TypeAccess', 'Delete Invocation']",15
public boolean METHOD_1 ( int VAR_1 ) { return this . VAR_2 ; },public boolean METHOD_1 ( int VAR_1 ) { return true ; },"['Insert Literal', 'Delete ThisAccess', 'Delete FieldRead']",16
public void METHOD_1 ( ) { METHOD_2 ( ) ; VAR_1 = VAR_2 . METHOD_3 ( TYPE_1 . METHOD_4 ( ) . METHOD_5 ( ) ) ; METHOD_6 ( VAR_1 ) ; if ( ( VAR_1 ) != null ) VAR_3 . add ( VAR_1 ) ; },public void METHOD_1 ( ) { VAR_1 = VAR_2 . METHOD_3 ( TYPE_1 . METHOD_4 ( ) . METHOD_5 ( ) ) ; METHOD_6 ( VAR_1 ) ; if ( ( VAR_1 ) != null ) VAR_3 . add ( VAR_1 ) ; },['Delete Invocation'],17
public void METHOD_1 ( ) { TYPE_1 . METHOD_2 ( VAR_1 ) ; java.lang.System.out.println ( STRING_1 ) ; VAR_2 . info ( ( STRING_2 + ( VAR_3 class ) ) ) ; },public void METHOD_1 ( ) { TYPE_1 . METHOD_2 ( VAR_1 ) ; },"['Delete TypeAccess', 'Delete FieldRead', 'Delete TypeAccess', 'Delete Invocation', 'Delete TypeAccess', 'Delete FieldRead', 'Delete FieldRead', 'Delete BinaryOperator', 'Delete Invocation']",18
public void METHOD_1 ( ) throws java.io.IOException { TYPE_1 node = VAR_1 . METHOD_2 ( TYPE_2 . METHOD_3 ( STRING_1 ) ) ; TYPE_3 . METHOD_4 ( TYPE_4 . METHOD_5 ( node ) ) ; TYPE_4 . METHOD_6 ( node ) ; },public void METHOD_1 ( ) throws java.io.IOException { TYPE_1 node = VAR_1 . METHOD_2 ( TYPE_2 . METHOD_3 ( STRING_1 ) ) ; TYPE_4 . METHOD_6 ( node ) ; },"['Delete TypeAccess', 'Delete TypeAccess', 'Delete VariableRead', 'Delete Invocation', 'Delete Invocation']",19
public void METHOD_1 ( TYPE_1 VAR_1 ) { VAR_2 = VAR_1 ; METHOD_2 ( ) ; VAR_3 . METHOD_3 ( VAR_1 ) ; VAR_3 . METHOD_4 ( VAR_1 . METHOD_5 ( ) ) ; },public void METHOD_1 ( TYPE_1 VAR_1 ) { VAR_2 = VAR_1 ; METHOD_2 ( ) ; VAR_3 . METHOD_4 ( VAR_1 . METHOD_5 ( ) ) ; },"['Delete TypeAccess', 'Delete VariableRead', 'Delete Invocation']",20
"public void handle ( TYPE_1 event ) { TYPE_2 VAR_1 = new TYPE_2 ( ) ; VAR_1 . METHOD_1 ( VAR_2 , VAR_3 ) ; VAR_4 . METHOD_2 ( ) ; METHOD_3 ( VAR_2 , VAR_1 , VAR_5 ) ; }","public void handle ( TYPE_1 event ) { TYPE_2 VAR_1 = new TYPE_2 ( ) ; VAR_4 . METHOD_2 ( ) ; METHOD_3 ( VAR_2 , VAR_1 , VAR_5 ) ; }","['Delete VariableRead', 'Delete TypeAccess', 'Delete TypeAccess', 'Delete Invocation']",21
"public TYPE_1 METHOD_1 ( ) { if ( ( VAR_1 . length ) == 0 ) return VAR_2 ; return new TYPE_2 ( METHOD_2 ( ) , VAR_3 ) ; }","public TYPE_1 METHOD_1 ( ) { if ( ( VAR_1 . length ) == 0 ) return VAR_2 ; return new TYPE_2 ( VAR_1 . length , VAR_3 ) ; }","['Insert FieldRead', 'Delete Invocation']",22
"public void METHOD_1 ( android.content.Context context , android.content.Intent intent ) { METHOD_2 ( VAR_1 ) ; }","public void METHOD_1 ( android.content.Context context , android.content.Intent intent ) { METHOD_2 ( ) ; }",['Delete TypeAccess'],24
protected boolean METHOD_1 ( TYPE_1 item ) { boolean result = VAR_1 . add ( item ) ; item . METHOD_2 ( this ) ; java.util.Collections.sort ( this . VAR_2 ) ; return result ; },protected boolean METHOD_1 ( TYPE_1 item ) { boolean result = VAR_1 . add ( item ) ; java.util.Collections.sort ( this . VAR_2 ) ; return result ; },"['Delete VariableRead', 'Delete ThisAccess', 'Delete Invocation']",25
"public java.lang.Object handle ( TYPE_1 VAR_1 , TYPE_2 response ) { java.lang.String VAR_2 = VAR_1 . METHOD_1 ( STRING_1 ) ; TYPE_3 . METHOD_2 ( VAR_1 , response ) ; return TYPE_4 . METHOD_3 ( VAR_2 ) ; }","public java.lang.Object handle ( TYPE_1 VAR_1 , TYPE_2 response ) { java.lang.String VAR_2 = VAR_1 . METHOD_1 ( STRING_1 ) ; return TYPE_4 . METHOD_3 ( VAR_2 ) ; }","['Delete TypeAccess', 'Delete VariableRead', 'Delete VariableRead', 'Delete Invocation']",29
"public int METHOD_1 ( android.content.Intent intent , int VAR_1 , int VAR_2 ) { VAR_3 . i ( VAR_4 , STRING_1 ) ; return VAR_5 ; }","public int METHOD_1 ( android.content.Intent intent , int VAR_1 , int VAR_2 ) { return VAR_5 ; }","['Delete TypeAccess', 'Delete TypeAccess', 'Delete TypeAccess', 'Delete Invocation']",30
public void METHOD_1 ( TYPE_1 VAR_1 ) { METHOD_2 ( 1 ) ; },public void METHOD_1 ( TYPE_1 VAR_1 ) { },"['Delete Literal', 'Delete Invocation']",31
"public void METHOD_1 ( TYPE_1 VAR_1 ) { VAR_2 . i ( VAR_3 , STRING_1 ) ; view . METHOD_2 ( VAR_4 ) ; }",public void METHOD_1 ( TYPE_1 VAR_1 ) { view . METHOD_2 ( VAR_4 ) ; },"['Delete TypeAccess', 'Delete TypeAccess', 'Delete TypeAccess', 'Delete Invocation']",33
"protected void METHOD_1 ( ) { TYPE_1 . METHOD_2 ( VAR_1 , STRING_1 ) ; METHOD_3 ( this , VAR_2 ) ; super . METHOD_1 ( ) ; METHOD_4 ( ) ; }","protected void METHOD_1 ( ) { TYPE_1 . METHOD_2 ( VAR_1 , STRING_1 ) ; METHOD_3 ( this , VAR_2 ) ; super . METHOD_1 ( ) ; }",['Delete Invocation'],34
public void update ( double VAR_1 ) { METHOD_1 ( VAR_1 ) ; METHOD_2 ( ) ; METHOD_3 ( ) ; },public void update ( double VAR_1 ) { METHOD_1 ( VAR_1 ) ; METHOD_2 ( ) ; },['Delete Invocation'],35
"public void METHOD_1 ( TYPE_1 file ) { TYPE_2 b = new TYPE_2 ( ) ; b . METHOD_2 ( VAR_1 , VAR_2 . getId ( ) ) ; b . METHOD_2 ( VAR_3 , VAR_2 . getName ( ) ) ; METHOD_3 ( VAR_4 , b ) ; }","public void METHOD_1 ( TYPE_1 file ) { TYPE_2 b = new TYPE_2 ( ) ; METHOD_3 ( VAR_4 , b ) ; }","['Delete VariableRead', 'Delete TypeAccess', 'Delete TypeAccess', 'Delete Invocation', 'Delete Invocation', 'Delete VariableRead', 'Delete TypeAccess', 'Delete TypeAccess', 'Delete Invocation', 'Delete Invocation']",36
public void METHOD_1 ( android.view.View VAR_1 ) { METHOD_2 ( ) ; METHOD_3 ( VAR_2 ) ; METHOD_4 ( ) ; },public void METHOD_1 ( android.view.View VAR_1 ) { METHOD_2 ( ) ; METHOD_3 ( VAR_2 ) ; },['Delete Invocation'],37
"protected void METHOD_1 ( ) throws TYPE_1 , TYPE_2 { METHOD_2 ( VAR_1 . get ( ) ) ; METHOD_3 ( INT_1 ) ; if ( ( VAR_2 . get ( ) ) != 0 ) { METHOD_4 ( VAR_2 . get ( ) ) ; } }","protected void METHOD_1 ( ) throws TYPE_1 , TYPE_2 { METHOD_2 ( VAR_1 . get ( ) ) ; METHOD_3 ( INT_1 ) ; }","['Delete TypeAccess', 'Delete Invocation', 'Delete Literal', 'Delete BinaryOperator', 'Delete TypeAccess', 'Delete Invocation', 'Delete Invocation', 'Delete Block', 'Delete If']",38
public void METHOD_1 ( java.lang.String time ) { TYPE_1 VAR_1 = ( ( TYPE_1 ) ( METHOD_2 ( VAR_2 ) ) ) ; VAR_3 . setText ( time ) ; VAR_4 . METHOD_3 ( ) ; },public void METHOD_1 ( java.lang.String time ) { TYPE_1 VAR_1 = ( ( TYPE_1 ) ( METHOD_2 ( VAR_2 ) ) ) ; VAR_3 . setText ( time ) ; },"['Delete TypeAccess', 'Delete Invocation']",39
"public void METHOD_1 ( ) { VAR_1 . METHOD_2 ( ) ; TYPE_1 . METHOD_3 ( VAR_2 , STRING_1 ) ; METHOD_4 ( VAR_3 ) ; super . METHOD_1 ( ) ; }","public void METHOD_1 ( ) { TYPE_1 . METHOD_3 ( VAR_2 , STRING_1 ) ; METHOD_4 ( VAR_3 ) ; super . METHOD_1 ( ) ; }","['Delete TypeAccess', 'Delete Invocation']",41
public void METHOD_1 ( TYPE_1 VAR_1 ) { VAR_2 = ( show ) ? VAR_3 : VAR_4 ; if ( show ) { view . METHOD_2 ( VAR_5 ) ; } },public void METHOD_1 ( TYPE_1 VAR_1 ) { VAR_2 = ( show ) ? VAR_3 : VAR_4 ; },"['Delete FieldRead', 'Delete FieldRead', 'Delete TypeAccess', 'Delete Invocation', 'Delete Block', 'Delete If']",42
"public TYPE_1 METHOD_1 ( java.lang.String VAR_1 ) { if ( VAR_2 . startsWith ( STRING_1 ) ) { return VAR_3 . METHOD_2 ( METHOD_3 ( VAR_1 ) , VAR_4 class ) ; } return VAR_3 . METHOD_2 ( TYPE_2 . METHOD_4 ( VAR_1 ) , VAR_4 class ) ; }","public TYPE_1 METHOD_1 ( java.lang.String VAR_1 ) { return VAR_3 . METHOD_2 ( TYPE_2 . METHOD_4 ( VAR_1 ) , VAR_4 class ) ; }","['Delete TypeAccess', 'Delete TypeAccess', 'Delete Invocation', 'Delete TypeAccess', 'Delete VariableRead', 'Delete Invocation', 'Delete TypeAccess', 'Delete Invocation', 'Delete Return', 'Delete Block', 'Delete If']",43
"public java.lang.Boolean METHOD_1 ( java.lang.String VAR_1 , java.lang.String VAR_2 ) { return VAR_3 . METHOD_2 ( VAR_1 , VAR_2 ) ; }","public java.lang.Boolean METHOD_1 ( java.lang.String VAR_1 , java.lang.String VAR_2 ) { return true ; }","['Insert Literal', 'Delete TypeAccess', 'Delete VariableRead', 'Delete VariableRead', 'Delete Invocation']",44
"public void METHOD_1 ( TYPE_1 VAR_1 ) { VAR_2 . METHOD_2 ( ) ; VAR_3 . add ( VAR_1 , VAR_4 ) ; VAR_2 . METHOD_3 ( ) ; VAR_2 . METHOD_4 ( ) ; }","public void METHOD_1 ( TYPE_1 VAR_1 ) { VAR_2 . METHOD_2 ( ) ; VAR_3 . add ( VAR_1 , VAR_4 ) ; VAR_2 . METHOD_4 ( ) ; }","['Delete TypeAccess', 'Delete Invocation']",45
public void METHOD_1 ( java.util.List < TYPE_1 > VAR_1 ) { VAR_2 . METHOD_2 ( ) ; VAR_2 . METHOD_3 ( VAR_1 ) ; VAR_3 . METHOD_2 ( ) ; this . VAR_4 = VAR_5 ; VAR_6 . METHOD_4 ( FLOAT_1 ) ; METHOD_5 ( ) ; },public void METHOD_1 ( java.util.List < TYPE_1 > VAR_1 ) { VAR_2 . METHOD_2 ( ) ; VAR_2 . METHOD_3 ( VAR_1 ) ; VAR_3 . METHOD_2 ( ) ; this . VAR_4 = VAR_5 ; METHOD_5 ( ) ; },"['Delete TypeAccess', 'Delete TypeAccess', 'Delete Invocation']",46
"public double METHOD_1 ( ) { TYPE_1 . METHOD_2 ( VAR_1 , ( STRING_1 + ( VAR_2 ) ) ) ; return VAR_2 ; }",public double METHOD_1 ( ) { return VAR_2 ; },"['Delete TypeAccess', 'Delete TypeAccess', 'Delete FieldRead', 'Delete FieldRead', 'Delete BinaryOperator', 'Delete Invocation']",47
public void METHOD_1 ( TYPE_1 VAR_1 ) { VAR_2 . METHOD_2 ( VAR_1 ) ; VAR_3 . update ( VAR_4 ) ; },public void METHOD_1 ( TYPE_1 VAR_1 ) { VAR_2 . METHOD_2 ( VAR_1 ) ; },"['Delete TypeAccess', 'Delete TypeAccess', 'Delete Invocation']",48
public static void METHOD_1 ( ) { if ( ( VAR_1 ) != null ) { VAR_1 = null ; } java.lang.System.out.println ( STRING_1 ) ; },public static void METHOD_1 ( ) { if ( ( VAR_1 ) != null ) { VAR_1 = null ; } },"['Delete TypeAccess', 'Delete FieldRead', 'Delete TypeAccess', 'Delete Invocation']",49
public void METHOD_1 ( TYPE_1 VAR_1 ) { super . METHOD_1 ( VAR_1 ) ; METHOD_2 ( true ) ; getActivity ( ) . METHOD_3 ( ) . METHOD_4 ( VAR_2 ) ; getActivity ( ) . METHOD_3 ( ) . METHOD_4 ( VAR_3 ) ; },public void METHOD_1 ( TYPE_1 VAR_1 ) { super . METHOD_1 ( VAR_1 ) ; getActivity ( ) . METHOD_3 ( ) . METHOD_4 ( VAR_2 ) ; getActivity ( ) . METHOD_3 ( ) . METHOD_4 ( VAR_3 ) ; },"['Delete Literal', 'Delete Invocation']",50
public void METHOD_1 ( android.view.View view ) { VAR_1 . setEnabled ( false ) ; VAR_2 . setEnabled ( false ) ; METHOD_2 ( ) ; },public void METHOD_1 ( android.view.View view ) { VAR_1 . setEnabled ( false ) ; METHOD_2 ( ) ; },"['Delete TypeAccess', 'Delete Literal', 'Delete Invocation']",51
public void METHOD_1 ( android.view.View view ) { int position = VAR_1 . METHOD_2 ( ) ; VAR_2 . remove ( position ) . delete ( ) ; VAR_3 . remove ( position ) ; METHOD_3 ( position ) ; VAR_4 = - 1 ; },public void METHOD_1 ( android.view.View view ) { int position = VAR_1 . METHOD_2 ( ) ; VAR_2 . remove ( position ) . delete ( ) ; METHOD_3 ( position ) ; VAR_4 = - 1 ; },"['Delete TypeAccess', 'Delete VariableRead', 'Delete Invocation']",52
public void METHOD_1 ( ) { VAR_1 . METHOD_2 ( ) ; view . METHOD_3 ( ) ; },public void METHOD_1 ( ) { view . METHOD_3 ( ) ; },"['Delete TypeAccess', 'Delete Invocation']",53
public void METHOD_1 ( ) { VAR_1 . METHOD_1 ( ) ; VAR_2 . METHOD_1 ( ) ; VAR_3 . METHOD_2 ( STRING_1 ) ; },public void METHOD_1 ( ) { VAR_1 . METHOD_1 ( ) ; VAR_2 . METHOD_1 ( ) ; },"['Delete TypeAccess', 'Delete TypeAccess', 'Delete Invocation']",54
void METHOD_1 ( TYPE_1 VAR_1 ) { VAR_2 . METHOD_2 ( VAR_1 ) ; if ( ( state ) == ( VAR_3 ) ) { METHOD_3 ( ) ; } METHOD_4 ( ) ; },void METHOD_1 ( TYPE_1 VAR_1 ) { VAR_2 . METHOD_2 ( VAR_1 ) ; if ( ( state ) == ( VAR_3 ) ) { METHOD_3 ( ) ; } },['Delete Invocation'],55
public void METHOD_1 ( TYPE_1 VAR_1 ) { VAR_1 . METHOD_2 ( VAR_2 ) ; VAR_3 . getInt ( VAR_4 ) ; VAR_1 . METHOD_3 ( VAR_5 ) ; super . METHOD_1 ( VAR_1 ) ; },public void METHOD_1 ( TYPE_1 VAR_1 ) { VAR_1 . METHOD_3 ( VAR_2 ) ; VAR_3 . getInt ( VAR_4 ) ; super . METHOD_1 ( VAR_1 ) ; },"['Update Invocation', 'Delete VariableRead', 'Delete TypeAccess', 'Delete Invocation']",56
private void METHOD_1 ( ) { TYPE_1 VAR_1 = TYPE_1 . METHOD_2 ( ) ; java.util.List < java.lang.String > list = VAR_1 . METHOD_3 ( ) ; VAR_2 . METHOD_4 ( ) ; for ( java.lang.String VAR_3 : list ) VAR_2 . METHOD_5 ( VAR_3 ) ; },private void METHOD_1 ( ) { TYPE_1 VAR_1 = TYPE_1 . METHOD_2 ( ) ; java.util.List < java.lang.String > list = VAR_1 . METHOD_3 ( ) ; for ( java.lang.String VAR_3 : list ) VAR_2 . METHOD_5 ( VAR_3 ) ; },"['Delete TypeAccess', 'Delete Invocation']",57
public void METHOD_1 ( TYPE_1 VAR_1 ) { if ( VAR_2 . contains ( STRING_1 ) ) { VAR_3 . setEnabled ( false ) ; VAR_4 . setEnabled ( false ) ; } else VAR_4 . setEnabled ( true ) ; },public void METHOD_1 ( TYPE_1 VAR_1 ) { if ( VAR_2 . contains ( STRING_1 ) ) VAR_3 . setEnabled ( false ) ; else VAR_4 . setEnabled ( true ) ; },"['Delete TypeAccess', 'Delete Literal', 'Delete Invocation']",58
"public void delete ( TYPE_1 key ) { VAR_1 . remove ( key , this ) ; }",public void delete ( TYPE_1 key ) { VAR_1 . remove ( key ) ; },['Delete ThisAccess'],59
public void METHOD_1 ( java.lang.Throwable VAR_1 ) { VAR_2 . METHOD_2 ( VAR_3 ) ; VAR_4 . METHOD_3 ( ) ; METHOD_4 ( ) ; VAR_5 . METHOD_5 ( ) ; VAR_6 . METHOD_6 ( false ) ; VAR_7 = false ; },public void METHOD_1 ( java.lang.Throwable VAR_1 ) { VAR_2 . METHOD_2 ( VAR_3 ) ; METHOD_4 ( ) ; VAR_5 . METHOD_5 ( ) ; VAR_6 . METHOD_6 ( false ) ; VAR_7 = false ; },"['Delete TypeAccess', 'Delete Invocation']",60
"private void METHOD_1 ( double VAR_1 ) { VAR_2 = VAR_2 . METHOD_2 ( TYPE_1 . METHOD_3 ( METHOD_4 ( VAR_3 , VAR_1 ) ) ) ; VAR_2 . METHOD_5 ( ) ; }","private void METHOD_1 ( double VAR_1 ) { VAR_2 = VAR_2 . METHOD_2 ( TYPE_1 . METHOD_3 ( METHOD_4 ( VAR_3 , VAR_1 ) ) ) ; }","['Delete TypeAccess', 'Delete Invocation']",61
"public void METHOD_1 ( android.view.View VAR_1 , boolean VAR_2 ) { if ( VAR_2 ) { TYPE_1 . METHOD_2 ( VAR_1 ) ; } else { TYPE_1 . METHOD_3 ( VAR_1 ) ; } }","public void METHOD_1 ( android.view.View VAR_1 , boolean VAR_2 ) { }","['Delete VariableRead', 'Delete TypeAccess', 'Delete VariableRead', 'Delete Invocation', 'Delete Block', 'Delete TypeAccess', 'Delete VariableRead', 'Delete Invocation', 'Delete Block', 'Delete If']",62
public java.util.Collection < ? extends TYPE_1 > METHOD_1 ( ) { return VAR_1 ; },public java.util.Collection < ? extends TYPE_1 > METHOD_1 ( ) { return null ; },"['Insert Literal', 'Delete FieldRead']",63
public static TYPE_1 METHOD_1 ( ) { java.lang.System.err.println ( ( STRING_1 + ( TYPE_2 . METHOD_2 ( ) ) ) ) ; return VAR_1 ; },public static TYPE_1 METHOD_1 ( ) { return VAR_1 ; },"['Delete TypeAccess', 'Delete FieldRead', 'Delete FieldRead', 'Delete TypeAccess', 'Delete Invocation', 'Delete BinaryOperator', 'Delete Invocation']",66
"public void METHOD_1 ( ) { VAR_1 . i ( VAR_2 , STRING_1 ) ; TYPE_1 . METHOD_2 ( getActivity ( ) , STRING_2 , VAR_3 ) . show ( ) ; }","public void METHOD_1 ( ) { VAR_1 . i ( VAR_2 , STRING_1 ) ; }","['Delete TypeAccess', 'Delete Invocation', 'Delete TypeAccess', 'Delete TypeAccess', 'Delete Invocation', 'Delete Invocation']",67
"public TYPE_1 METHOD_1 ( final TYPE_2 path ) { TYPE_1 VAR_1 = new TYPE_1 ( path , new TYPE_3 ( ) , this ) ; return METHOD_2 ( VAR_1 ) ; }","public TYPE_1 METHOD_1 ( final TYPE_2 path ) { TYPE_1 VAR_1 = new TYPE_1 ( path , new TYPE_3 ( ) , this ) ; return VAR_1 ; }","['Move VariableRead', 'Delete Invocation']",69
public void METHOD_1 ( TYPE_1 VAR_1 ) { if ( ( VAR_2 ) > INT_1 ) { ( VAR_2 ) -- ; VAR_3 . setText ( TYPE_2 . METHOD_2 ( ) ) ; } },public void METHOD_1 ( TYPE_1 VAR_1 ) { if ( ( VAR_2 ) > INT_1 ) { ( VAR_2 ) -- ; } },"['Delete TypeAccess', 'Delete TypeAccess', 'Delete Invocation', 'Delete Invocation']",70
"public void METHOD_1 ( TYPE_1 VAR_1 ) { VAR_2 . METHOD_2 ( VAR_1 , VAR_2 ) ; for ( int i = VAR_3 . size ( ) ; i > 0 ; i -- ) { VAR_3 . get ( i ) . METHOD_3 ( VAR_1 ) ; } }",public void METHOD_1 ( TYPE_1 VAR_1 ) { for ( int i = VAR_3 . size ( ) ; i > 0 ; i -- ) { VAR_3 . get ( i ) . METHOD_3 ( VAR_1 ) ; } },"['Delete TypeAccess', 'Delete VariableRead', 'Delete TypeAccess', 'Delete Invocation']",71
"public TYPE_1 METHOD_1 ( TYPE_1 data ) { VAR_1 . put ( ""name"" , name ) ; VAR_1 . put ( STRING_1 , ( ( VAR_2 ) != null ? VAR_2 . METHOD_1 ( new TYPE_1 ( STRING_1 ) ) : null ) ) ; return data ; }","public TYPE_1 METHOD_1 ( TYPE_1 data ) { VAR_1 . put ( STRING_1 , ( ( VAR_2 ) != null ? VAR_2 . METHOD_1 ( new TYPE_1 ( STRING_1 ) ) : null ) ) ; return data ; }","['Delete TypeAccess', 'Delete Literal', 'Delete FieldRead', 'Delete Invocation']",72
"public void METHOD_1 ( ) { this . VAR_1 = new TYPE_1 ( ) ; this . VAR_2 . init ( STRING_1 , VAR_3 ) ; }",public void METHOD_1 ( ) { this . VAR_1 = new TYPE_1 ( ) ; this . VAR_2 . init ( STRING_1 ) ; },['Delete TypeAccess'],74
protected void METHOD_1 ( ) { super . METHOD_1 ( ) ; query ( ) ; },protected void METHOD_1 ( ) { super . METHOD_1 ( ) ; },['Delete Invocation'],76
private void METHOD_1 ( ) { try { VAR_1 . METHOD_2 ( ) ; VAR_2 . METHOD_3 ( ) . METHOD_4 ( ) . METHOD_5 ( ) ; } catch ( java.lang.Exception VAR_3 ) { } TYPE_1 . METHOD_6 ( ) ; },private void METHOD_1 ( ) { try { VAR_2 . METHOD_3 ( ) . METHOD_4 ( ) . METHOD_5 ( ) ; } catch ( java.lang.Exception VAR_3 ) { } TYPE_1 . METHOD_6 ( ) ; },"['Delete TypeAccess', 'Delete Invocation']",77
