fixed,buggy,baseline_ast_gumtree,line_id_tp_dataset
"public java.lang.String METHOD_1 ( ) { java.lang.String VAR_1 = java.lang.String.format ( STRING_1 , ( INT_1 & ( VAR_2 . getColor ( ) ) ) ) ; return VAR_1 ; }",public int METHOD_1 ( ) { return VAR_2 . getColor ( ) ; },"['Update TypeReference', 'Move Invocation', 'Delete TypeReference', 'Delete TypeAccess', 'Delete TypeAccess', 'Delete FieldRead', 'Delete BinaryOperator', 'Delete Invocation', 'Delete LocalVariable', 'Delete VariableRead']",15
public java.lang.Integer METHOD_1 ( TYPE_1 VAR_1 ) { if ( TYPE_2 . METHOD_2 ( VAR_1 . METHOD_3 ( ) ) ) { VAR_1 . METHOD_4 ( null ) ; } java.lang.String VAR_2 = VAR_1 . METHOD_5 ( ) ; VAR_3 . METHOD_1 ( VAR_1 ) ; return 0 ; },public java.lang.Integer METHOD_1 ( TYPE_1 VAR_1 ) { if ( TYPE_2 . METHOD_2 ( VAR_1 . METHOD_3 ( ) ) ) { VAR_1 . METHOD_4 ( null ) ; } return VAR_3 . METHOD_1 ( VAR_1 ) ; },"['Move Invocation', 'Delete TypeReference', 'Delete VariableRead', 'Delete Invocation', 'Delete LocalVariable', 'Delete Literal']",17
public java.lang.String METHOD_1 ( java.lang.Long id ) { TYPE_1 item = VAR_1 . METHOD_2 ( id ) ; item . METHOD_3 ( null ) ; VAR_1 . METHOD_4 ( item ) ; VAR_2 . delete ( id ) ; return STRING_1 ; },public java.lang.String METHOD_1 ( java.lang.Long id ) { VAR_2 . delete ( id ) ; return STRING_1 ; },"['Delete TypeReference', 'Delete TypeAccess', 'Delete VariableRead', 'Delete Invocation', 'Delete LocalVariable', 'Delete VariableRead', 'Delete Literal', 'Delete Invocation', 'Delete TypeAccess', 'Delete VariableRead', 'Delete Invocation']",18
"public void METHOD_1 ( TYPE_1 data ) { java.util.ArrayList < TYPE_1 > list = METHOD_2 ( ) ; VAR_1 . add ( data ) ; java.lang.String VAR_2 = VAR_3 . METHOD_3 ( list ) ; VAR_4 . METHOD_4 ( VAR_5 , VAR_2 ) . commit ( ) ; }","public void METHOD_1 ( TYPE_1 data ) { java.lang.String VAR_2 = VAR_3 . METHOD_3 ( METHOD_2 ( ) . add ( data ) ) ; VAR_4 . METHOD_4 ( VAR_5 , VAR_2 ) . commit ( ) ; }","['Insert LocalVariable', 'Move TypeReference', 'Insert Invocation', 'Move TypeAccess', 'Insert Invocation', 'Move Invocation', 'Move VariableRead', 'Delete TypeReference', 'Delete TypeReference', 'Delete LocalVariable', 'Delete TypeAccess', 'Delete Invocation', 'Delete VariableRead', 'Delete Invocation', 'Delete LocalVariable']",19
"public static long METHOD_1 ( ) { TYPE_1 state = VAR_1 . get ( ) ; if ( VAR_2 ) { return TYPE_2 . METHOD_2 ( VAR_3 , VAR_4 ) ; } VAR_4 = TYPE_3 . METHOD_3 ( ) ; return VAR_4 ; }",public static long METHOD_1 ( ) { return TYPE_3 . METHOD_3 ( ) ; },"['Move Invocation', 'Delete TypeReference', 'Delete TypeAccess', 'Delete Invocation', 'Delete LocalVariable', 'Delete FieldRead', 'Delete TypeAccess', 'Delete TypeAccess', 'Delete TypeAccess', 'Delete Invocation', 'Delete Return', 'Delete Block', 'Delete If', 'Delete FieldWrite', 'Delete Assignment', 'Delete FieldRead']",21
"private void METHOD_1 ( ) { TYPE_1 VAR_1 = METHOD_2 ( ) ; TYPE_2 VAR_2 = VAR_1 . METHOD_3 ( ) ; TYPE_3 VAR_3 = TYPE_4 . METHOD_4 ( this , VAR_4 ) ; VAR_5 . show ( VAR_1 , STRING_1 ) ; VAR_6 . commit ( ) ; }","private void METHOD_1 ( ) { TYPE_1 VAR_1 = METHOD_2 ( ) ; TYPE_2 VAR_2 = VAR_1 . METHOD_3 ( ) ; TYPE_3 VAR_3 = new TYPE_4 ( this , VAR_4 ) ; VAR_5 . show ( VAR_1 , STRING_1 ) ; VAR_6 . commit ( ) ; }","['Insert ConstructorCall', 'Move ThisAccess', 'Insert FieldRead', 'Delete TypeAccess', 'Delete TypeAccess', 'Delete Invocation']",22
"public TYPE_1 METHOD_1 ( java.lang.String VAR_1 ) { TYPE_2 . METHOD_2 ( VAR_1 ) ; TYPE_1 VAR_2 = TYPE_1 . METHOD_3 ( ) ; VAR_3 . METHOD_4 ( VAR_1 , VAR_2 ) ; return VAR_2 ; }","public TYPE_1 METHOD_1 ( java.lang.String VAR_1 ) { TYPE_2 . METHOD_2 ( VAR_1 ) ; TYPE_1 VAR_2 = new TYPE_1 ( ) ; VAR_3 . METHOD_4 ( VAR_1 , VAR_2 ) ; return VAR_2 ; }","['Insert ConstructorCall', 'Delete TypeAccess', 'Delete Invocation']",25
"protected java.util.Map < java.lang.String , java.lang.Object > METHOD_1 ( ) { java.util.Map < java.lang.String , java.lang.Object > params = new java.util.HashMap < > ( ) ; VAR_1 . put ( STRING_1 , STRING_2 ) ; return params ; }","protected java.util.Map < java.lang.String , java.lang.Object > METHOD_1 ( ) { return new java.util.HashMap < > ( ) ; }","['Move ConstructorCall', 'Delete TypeReference', 'Delete TypeReference', 'Delete TypeReference', 'Delete LocalVariable', 'Delete TypeAccess', 'Delete TypeAccess', 'Delete TypeAccess', 'Delete Invocation', 'Delete VariableRead']",26
public void METHOD_1 ( ) { super . METHOD_1 ( ) ; java.util.List < TYPE_1 > VAR_1 = TYPE_2 . METHOD_2 ( this ) . METHOD_3 ( new java.util.Date ( ) ) ; VAR_2 . METHOD_4 ( VAR_1 ) ; VAR_2 . METHOD_5 ( ) ; },public void METHOD_1 ( ) { super . METHOD_1 ( ) ; },"['Delete TypeReference', 'Delete TypeReference', 'Delete TypeAccess', 'Delete ThisAccess', 'Delete Invocation', 'Delete ConstructorCall', 'Delete Invocation', 'Delete LocalVariable', 'Delete TypeAccess', 'Delete VariableRead', 'Delete Invocation', 'Delete TypeAccess', 'Delete Invocation']",27
"public void remove ( java.io.File key , java.io.File VAR_1 ) { java.util.Set < java.io.File > VAR_2 = new java.util.HashSet < > ( get ( key ) ) ; VAR_3 . remove ( VAR_1 ) ; set ( key , VAR_2 ) ; }","public void remove ( java.io.File key , java.io.File VAR_1 ) { java.util.Collection < java.io.File > VAR_2 = get ( key ) ; VAR_3 . remove ( VAR_1 ) ; set ( key , VAR_2 ) ; }","['Update TypeReference', 'Move Invocation', 'Delete ConstructorCall']",28
"public int METHOD_1 ( double VAR_1 , long time ) { java.lang.Double VAR_2 = new java.lang.Double ( ( ( INT_1 * VAR_1 ) / ( java.lang.Long . METHOD_2 ( time ) . METHOD_3 ( ) ) ) ) ; return VAR_3 . intValue ( ) ; }","public int METHOD_1 ( double VAR_1 , long time ) { return ( ( int ) ( ( INT_1 * VAR_1 ) / ( java.lang.Long . METHOD_2 ( time ) . METHOD_3 ( ) ) ) ) ; }","['Move BinaryOperator', 'Insert TypeReference', 'Delete TypeReference', 'Delete ConstructorCall', 'Delete LocalVariable', 'Delete TypeAccess', 'Delete Invocation']",29
public static java.lang.String METHOD_1 ( java.lang.String VAR_1 ) { double x = java.lang.Double . METHOD_2 ( TYPE_1 . METHOD_3 ( VAR_1 ) ) ; return TYPE_1 . METHOD_4 ( java.lang.Double . METHOD_5 ( x ) ) ; },public static java.lang.String METHOD_1 ( java.lang.String VAR_1 ) { return TYPE_1 . METHOD_4 ( TYPE_1 . METHOD_3 ( VAR_1 ) ) ; },"['Update Invocation', 'Move Invocation', 'Move TypeAccess', 'Delete TypeReference', 'Delete LocalVariable', 'Delete TypeAccess', 'Delete TypeAccess', 'Delete VariableRead', 'Delete Invocation', 'Delete Invocation']",30
public static void main ( java.lang.String [ ] VAR_1 ) { TYPE_1 VAR_2 = new TYPE_1 ( ) ; java.lang.System.out.println ( VAR_2 . METHOD_1 ( ) ) ; },public static void main ( java.lang.String [ ] VAR_1 ) { java.lang.System.out.println ( METHOD_1 ( ) ) ; },"['Delete TypeReference', 'Delete ConstructorCall', 'Delete LocalVariable', 'Delete VariableRead']",32
"public java.util.ArrayList < TYPE_1 > METHOD_1 ( ) { java.util.ArrayList < TYPE_1 > VAR_1 = METHOD_2 ( ) ; java.util.Collections.sort ( VAR_1 , TYPE_1 . METHOD_3 ( ) ) ; return VAR_1 ; }",public java.util.ArrayList < TYPE_1 > METHOD_1 ( ) { return METHOD_2 ( ) ; },"['Move Invocation', 'Delete TypeReference', 'Delete TypeReference', 'Delete LocalVariable', 'Delete TypeAccess', 'Delete VariableRead', 'Delete TypeAccess', 'Delete Invocation', 'Delete Invocation', 'Delete VariableRead']",33
"public void METHOD_1 ( TYPE_1 VAR_1 ) { java.lang.Object VAR_2 = ( VAR_3 . METHOD_2 ( ) ) - 1 ; java.lang.System.out.println ( ( STRING_1 + ( ( int ) ( VAR_2 ) ) ) ) ; VAR_4 . METHOD_3 ( VAR_5 . name , VAR_2 ) ; }","public void METHOD_1 ( TYPE_1 VAR_1 ) { java.lang.Object VAR_2 = VAR_3 . METHOD_2 ( ) ; VAR_4 . METHOD_3 ( VAR_5 . name , VAR_2 ) ; }","['Move Invocation', 'Delete Literal', 'Delete BinaryOperator', 'Delete TypeAccess', 'Delete FieldRead', 'Delete FieldRead', 'Delete TypeReference', 'Delete VariableRead', 'Delete BinaryOperator', 'Delete Invocation']",34
public boolean METHOD_1 ( TYPE_1 node ) { TYPE_2 VAR_1 = node . METHOD_2 ( ) ; if ( VAR_1 instanceof TYPE_3 ) this . METHOD_1 ( ( ( TYPE_3 ) ( VAR_1 ) ) ) ; return false ; },public boolean METHOD_1 ( TYPE_1 node ) { this . METHOD_1 ( ( ( TYPE_3 ) ( node . METHOD_2 ( ) ) ) ) ; return false ; },"['Move Invocation', 'Move Invocation', 'Move TypeReference', 'Delete VariableRead', 'Delete TypeReference', 'Delete LocalVariable', 'Delete VariableRead', 'Delete TypeAccess', 'Delete BinaryOperator', 'Delete Block', 'Delete If']",36
public java.util.List < TYPE_1 > list ( ) { java.util.List < TYPE_1 > list = VAR_1 . list ( VAR_2 class ) ; return list ; },public java.util.List < TYPE_1 > list ( ) { return VAR_1 . list ( VAR_2 class ) ; },"['Move Invocation', 'Delete TypeReference', 'Delete TypeReference', 'Delete LocalVariable', 'Delete VariableRead']",37
void METHOD_1 ( TYPE_1 data ) { TYPE_2 message = TYPE_3 . METHOD_2 ( data ) ; message . METHOD_3 ( new java.util.Date ( ) ) ; view . METHOD_4 ( message ) ; },void METHOD_1 ( TYPE_1 data ) { view . METHOD_4 ( TYPE_3 . METHOD_2 ( data ) ) ; },"['Insert Invocation', 'Move FieldRead', 'Move Invocation', 'Delete TypeReference', 'Delete LocalVariable', 'Delete VariableRead', 'Delete ConstructorCall', 'Delete Invocation', 'Delete VariableRead', 'Delete Invocation']",38
public java.util.List < java.lang.String > METHOD_1 ( ) { return new java.util.ArrayList < > ( ) ; },public void METHOD_1 ( ) { java.util.List < java.lang.String > names = new java.util.ArrayList < > ( ) ; },"['Update TypeReference', 'Insert LocalVariable', 'Insert TypeReference', 'Move ConstructorCall', 'Move TypeReference', 'Delete Return']",39
public boolean METHOD_1 ( TYPE_1 node ) { boolean set = METHOD_2 ( node ) ; if ( set ) METHOD_3 ( VAR_1 . get ( ( ( VAR_1 . size ( ) ) - 1 ) ) ) ; return set ; },public void METHOD_1 ( TYPE_1 node ) { METHOD_2 ( node ) ; METHOD_3 ( VAR_1 . get ( ( ( VAR_1 . size ( ) ) - 1 ) ) ) ; },"['Update TypeReference', 'Move Invocation', 'Move Invocation', 'Delete TypeReference', 'Delete LocalVariable', 'Delete VariableRead', 'Delete Block', 'Delete If', 'Delete VariableRead', 'Delete Return']",40
public java.util.Set < java.lang.String > METHOD_1 ( ) { java.util.Set < java.lang.String > set = new java.util.HashSet < java.lang.String > ( VAR_1 . METHOD_2 ( ) . METHOD_1 ( ) ) ; set . METHOD_3 ( VAR_2 . METHOD_4 ( ) ) ; return set ; },public java.util.Set < java.lang.String > METHOD_1 ( ) { return VAR_2 . METHOD_4 ( ) ; },"['Move Invocation', 'Delete TypeReference', 'Delete TypeReference', 'Delete TypeAccess', 'Delete Invocation', 'Delete Invocation', 'Delete ConstructorCall', 'Delete LocalVariable', 'Delete VariableRead', 'Delete Invocation', 'Delete VariableRead']",41
public static TYPE_1 METHOD_1 ( TYPE_2 VAR_1 ) { java.lang.String path = STRING_1 ; new java.io.File ( path ) . METHOD_2 ( ) ; return new TYPE_1 ( new TYPE_3 ( ( ( path + ( VAR_1 . METHOD_3 ( ) ) ) + STRING_2 ) ) ) ; },public static TYPE_1 METHOD_1 ( TYPE_2 VAR_1 ) { return new TYPE_1 ( new TYPE_3 ( ( ( STRING_1 + ( VAR_1 . METHOD_3 ( ) ) ) + STRING_2 ) ) ) ; },"['Move FieldRead', 'Delete TypeReference', 'Delete LocalVariable', 'Delete VariableRead', 'Delete ConstructorCall', 'Delete Invocation', 'Delete VariableRead']",42
void METHOD_1 ( TYPE_1 event ) { long VAR_1 = event . METHOD_2 ( ) ; if ( VAR_1 > ( VAR_2 ) ) { event . METHOD_1 ( this ) ; VAR_2 = VAR_1 ; } },void METHOD_1 ( TYPE_1 event ) { if ( ( event . METHOD_2 ( ) ) > ( VAR_2 ) ) { event . METHOD_1 ( this ) ; VAR_2 = event . METHOD_2 ( ) ; } },"['Move Invocation', 'Insert Invocation', 'Insert VariableRead', 'Delete TypeReference', 'Delete LocalVariable', 'Delete VariableRead', 'Delete VariableRead']",43
"public void METHOD_1 ( TYPE_1 VAR_1 , int VAR_2 , TYPE_1 VAR_3 ) { int VAR_4 = ( VAR_5 . x ) - VAR_2 ; VAR_6 . set ( VAR_4 , VAR_5 . y ) ; }","public void METHOD_1 ( TYPE_1 VAR_1 , int VAR_2 , TYPE_1 VAR_3 ) { VAR_6 . set ( ( ( VAR_5 . x ) - VAR_2 ) , VAR_5 . y ) ; }","['Move BinaryOperator', 'Delete TypeReference', 'Delete LocalVariable', 'Delete VariableRead']",44
public java.util.Collection < java.lang.String > METHOD_1 ( ) { java.util.Collection < java.lang.String > VAR_1 = new java.util.ArrayList ( VAR_2 . METHOD_1 ( ) ) ; VAR_1 . METHOD_2 ( VAR_3 . METHOD_1 ( ) ) ; return VAR_1 ; },public java.util.Collection < java.lang.String > METHOD_1 ( ) { return VAR_2 . METHOD_1 ( ) ; },"['Move Invocation', 'Delete TypeReference', 'Delete TypeReference', 'Delete ConstructorCall', 'Delete LocalVariable', 'Delete VariableRead', 'Delete TypeAccess', 'Delete Invocation', 'Delete Invocation', 'Delete VariableRead']",45
public void METHOD_1 ( ) { TYPE_1 VAR_1 = METHOD_2 ( ) ; if ( VAR_1 != null ) { METHOD_3 ( ) ; } },public void METHOD_1 ( ) { METHOD_3 ( ) ; },"['Move Invocation', 'Delete TypeReference', 'Delete Invocation', 'Delete LocalVariable', 'Delete VariableRead', 'Delete Literal', 'Delete BinaryOperator', 'Delete Block', 'Delete If']",46
public void METHOD_1 ( ) { boolean VAR_1 = METHOD_2 ( ) ; if ( ! VAR_1 ) { return ; } TYPE_1 VAR_2 = this . METHOD_3 ( ) . build ( ) ; this . METHOD_4 ( VAR_2 ) ; },public void METHOD_1 ( ) { TYPE_1 VAR_2 = this . METHOD_3 ( ) . build ( ) ; this . METHOD_4 ( VAR_2 ) ; },"['Delete TypeReference', 'Delete Invocation', 'Delete LocalVariable', 'Delete VariableRead', 'Delete UnaryOperator', 'Delete Return', 'Delete Block', 'Delete If']",47
public java.lang.String METHOD_1 ( ) { return ( ( java.lang.String ) ( METHOD_2 ( ) . METHOD_3 ( VAR_1 ) ) ) ; },public java.lang.String METHOD_1 ( ) { java.lang.String value = ( ( java.lang.String ) ( METHOD_2 ( ) . METHOD_3 ( VAR_1 ) ) ) ; return value ; },"['Insert LocalVariable', 'Insert TypeReference', 'Move Invocation', 'Insert VariableRead']",50
public java.util.List < java.lang.String > getData ( java.lang.String target ) { java.util.List < java.lang.String > out = new java.util.ArrayList < java.lang.String > ( ( ( VAR_1 . size ( ) ) + INT_1 ) ) ; out . METHOD_1 ( data ) ; return out ; },public java.util.List < java.lang.String > getData ( java.lang.String target ) { return data ; },"['Move FieldRead', 'Delete TypeReference', 'Delete TypeReference', 'Delete TypeAccess', 'Delete Invocation', 'Delete FieldRead', 'Delete BinaryOperator', 'Delete ConstructorCall', 'Delete LocalVariable', 'Delete VariableRead', 'Delete Invocation', 'Delete VariableRead']",51
"private boolean METHOD_1 ( ) { TYPE_1 VAR_1 = TYPE_2 . METHOD_2 ( VAR_2 ) ; return VAR_3 . getBoolean ( getString ( VAR_4 ) , false ) ; }","private boolean METHOD_1 ( ) { TYPE_1 VAR_1 = TYPE_2 . METHOD_2 ( getActivity ( ) ) ; return VAR_3 . getBoolean ( getString ( VAR_4 ) , false ) ; }","['Insert Invocation', 'Delete TypeAccess']",52
"public int METHOD_1 ( TYPE_1 VAR_1 ) { int VAR_2 = METHOD_2 ( ) ; VAR_1 . METHOD_1 ( VAR_3 , VAR_4 , VAR_2 ) ; return VAR_2 ; }","public void METHOD_1 ( TYPE_1 VAR_1 ) { VAR_1 . METHOD_1 ( VAR_3 , VAR_4 ) ; }","['Update TypeReference', 'Delete TypeReference', 'Delete Invocation', 'Delete LocalVariable', 'Delete VariableRead', 'Delete VariableRead', 'Delete Return']",53
"private void METHOD_1 ( ) { TYPE_1 VAR_1 = ( ( TYPE_1 ) ( METHOD_2 ( VAR_2 ) ) ) ; VAR_3 . METHOD_3 ( VAR_4 ) ; VAR_1 . METHOD_4 ( VAR_3 . METHOD_5 ( ) , 0 ) ; }",private void METHOD_1 ( ) { VAR_3 . METHOD_3 ( VAR_4 ) ; },"['Delete TypeReference', 'Delete TypeReference', 'Delete TypeAccess', 'Delete Invocation', 'Delete LocalVariable', 'Delete VariableRead', 'Delete TypeAccess', 'Delete Invocation', 'Delete Literal', 'Delete Invocation']",55
"public void METHOD_1 ( int index , double value ) { int VAR_1 = index % ( VAR_2 ) ; int VAR_3 = index / ( VAR_2 ) ; super . METHOD_1 ( VAR_1 , VAR_3 , value ) ; }","public void METHOD_1 ( int index , double value ) { int VAR_1 = index / ( VAR_2 ) ; int VAR_3 = index % ( VAR_2 ) ; super . METHOD_1 ( VAR_1 , VAR_3 , value ) ; }","['Move LocalVariable', 'Update LocalVariable', 'Update LocalVariable']",57
"public java.lang.String METHOD_1 ( java.util.HashSet < java.lang.String > VAR_1 , java.util.HashSet < java.lang.String > VAR_2 ) { java.lang.String line = ( ( VAR_3 . METHOD_1 ( VAR_1 , VAR_2 ) ) + STRING_1 ) + ( VAR_4 ) ; line += ""\n"" ; return line ; }","public java.lang.String METHOD_1 ( java.util.HashSet < java.lang.String > VAR_1 , java.util.HashSet < java.lang.String > VAR_2 ) { java.lang.String line = ( VAR_3 . METHOD_1 ( VAR_1 , VAR_2 ) ) + STRING_1 ; line += ""\n"" ; return line ; }","['Move BinaryOperator', 'Delete FieldRead', 'Delete BinaryOperator']",59
"public TYPE_1 METHOD_1 ( java.lang.String VAR_1 , java.lang.String VAR_2 ) { TYPE_1 VAR_3 = METHOD_2 ( VAR_1 , VAR_2 ) ; TYPE_2 VAR_4 = METHOD_3 ( VAR_1 , VAR_2 ) ; VAR_3 . METHOD_4 ( VAR_4 ) ; return VAR_3 ; }",public TYPE_1 METHOD_1 ( java.lang.String VAR_2 ) { TYPE_1 VAR_3 = METHOD_2 ( VAR_2 ) ; TYPE_2 VAR_4 = METHOD_3 ( VAR_2 ) ; VAR_3 . METHOD_4 ( VAR_4 ) ; return VAR_3 ; },"['Move LocalVariable', 'Update LocalVariable', 'Update LocalVariable', 'Move TypeReference', 'Update Invocation', 'Move TypeReference', 'Update Invocation', 'Delete TypeReference', 'Delete Parameter', 'Delete VariableRead', 'Delete VariableRead']",60
public int METHOD_1 ( ) { double VAR_1 = ( VAR_2 ) * INT_1 ; int value = ( ( int ) ( java.lang.Math.round ( VAR_1 ) ) ) ; return value ; },public int METHOD_1 ( ) { double VAR_1 = ( VAR_2 ) * INT_1 ; return ( ( int ) ( java.lang.Math.round ( VAR_1 ) ) ) ; },"['Move Invocation', 'Delete TypeReference', 'Delete LocalVariable', 'Delete VariableRead']",63
"public void METHOD_1 ( ) { int VAR_1 = ( METHOD_2 ( ) ) - 1 ; if ( VAR_1 >= 0 ) { METHOD_3 ( VAR_1 , true ) ; } }","public void METHOD_1 ( ) { METHOD_3 ( ( ( METHOD_2 ( ) ) - 1 ) , true ) ; }","['Move Invocation', 'Move BinaryOperator', 'Delete VariableRead', 'Delete TypeReference', 'Delete LocalVariable', 'Delete VariableRead', 'Delete Literal', 'Delete BinaryOperator', 'Delete Block', 'Delete If']",64
"private java.lang.CharSequence METHOD_1 ( int VAR_1 ) { long time = TYPE_1 . METHOD_2 ( STRING_1 ) . METHOD_3 ( ( VAR_1 * ( VAR_2 ) ) , false ) ; return TYPE_2 . METHOD_4 ( time ) ; }",private java.lang.CharSequence METHOD_1 ( int VAR_1 ) { return TYPE_2 . METHOD_4 ( ( VAR_1 * ( VAR_2 ) ) ) ; },"['Update Invocation', 'Move Invocation', 'Move TypeAccess', 'Delete TypeReference', 'Delete LocalVariable', 'Delete TypeAccess', 'Delete TypeAccess', 'Delete Invocation', 'Delete Literal', 'Delete VariableRead', 'Delete Invocation']",66
public java.lang.String METHOD_1 ( ) { java.util.Scanner VAR_1 = new java.util.Scanner ( VAR_2 ) ; java.lang.String VAR_3 = VAR_1 . METHOD_2 ( ) ; return VAR_3 ; },public java.lang.String METHOD_1 ( ) { return null ; },"['Insert Literal', 'Delete TypeReference', 'Delete FieldRead', 'Delete ConstructorCall', 'Delete LocalVariable', 'Delete TypeReference', 'Delete VariableRead', 'Delete Invocation', 'Delete LocalVariable', 'Delete VariableRead']",67
