fixed_code,buggy_code,gumtree_baseline,line_in_dataset,gpt_attempt1,baseline_nodes,gpt_nodes,node_set_match,jaccard_score,precision,recall,f1_score,tp,fp,fn
10,public void METHOD_1 ( TYPE_1 VAR_1 ) { VAR_2 = VAR_1 . METHOD_2 ( ) ; VAR_3 = VAR_1 . METHOD_3 ( ) ; METHOD_4 ( ) ; },public void METHOD_1 ( TYPE_1 VAR_1 ) { VAR_2 = VAR_1 . METHOD_2 ( ) ; VAR_3 = VAR_1 . METHOD_3 ( ) ; },['Delete Invocation'],11,['Delete Return'],['Invocation'],['Return'],Partial Match,0.0,0.0,0.0,0.0,0,1,1
11,"public void METHOD_1 ( java.net.URL VAR_1 , TYPE_1 VAR_2 ) { java.lang.System.out.println ( STRING_1 ) ; METHOD_2 ( ) ; }","public void METHOD_1 ( java.net.URL VAR_1 , TYPE_1 VAR_2 ) { java.lang.System.out.println ( STRING_1 ) ; }",['Delete Invocation'],12,['Delete Invocation'],['Invocation'],['Invocation'],Exact Match,1.0,1.0,1.0,1.0,1,0,0
12,private void METHOD_1 ( ) { VAR_1 = new TYPE_1 ( VAR_2 . getActivity ( ) ) ; VAR_1 . METHOD_2 ( false ) ; VAR_1 . METHOD_3 ( false ) ; VAR_1 . METHOD_4 ( VAR_3 ) ; },private void METHOD_1 ( ) { VAR_1 = new TYPE_1 ( VAR_2 . getActivity ( ) ) ; VAR_1 . METHOD_2 ( false ) ; VAR_1 . METHOD_4 ( VAR_3 ) ; },"['Delete TypeAccess', 'Delete Literal', 'Delete Invocation']",13,['Delete Return'],"['TypeAccess', 'Literal', 'Invocation']",['Return'],Partial Match,0.0,0.0,0.0,0.0,0,1,3
13,void METHOD_1 ( ) { try { VAR_1 . METHOD_2 ( VAR_2 . get ( 0 ) ) ; } catch ( java.lang.Exception VAR_3 ) { } VAR_4 . open ( ) ; },void METHOD_1 ( ) { try { VAR_1 . METHOD_2 ( VAR_2 . get ( 0 ) ) ; } catch ( java.lang.Exception VAR_3 ) { } },"['Delete TypeAccess', 'Delete Invocation']",14,['Delete Invocation'],"['TypeAccess', 'Invocation']",['Invocation'],GPT Missed Nodes,0.5,1.0,0.5,0.6666666666666666,1,0,1
14,"public java.lang.String METHOD_1 ( final TYPE_1 VAR_1 , final TYPE_2 VAR_2 , final TYPE_3 VAR_3 ) throws TYPE_4 { VAR_3 . METHOD_2 ( STRING_1 , STRING_2 ) ; return STRING_3 ; }","public java.lang.String METHOD_1 ( final TYPE_1 VAR_1 , final TYPE_2 VAR_2 , final TYPE_3 VAR_3 ) throws TYPE_4 { return STRING_3 ; }","['Delete VariableRead', 'Delete TypeAccess', 'Delete TypeAccess', 'Delete Invocation']",15,['Delete Invocation'],"['VariableRead', 'TypeAccess', 'TypeAccess', 'Invocation']",['Invocation'],GPT Missed Nodes,0.3333333333333333,1.0,0.25,0.4,1,0,3
15,public boolean METHOD_1 ( int VAR_1 ) { return this . VAR_2 ; },public boolean METHOD_1 ( int VAR_1 ) { return true ; },"['Insert Literal', 'Delete ThisAccess', 'Delete FieldRead']",16,['Update Return'],"['Literal', 'ThisAccess', 'FieldRead']",['Return'],Partial Match,0.0,0.0,0.0,0.0,0,1,3
16,public void METHOD_1 ( ) { METHOD_2 ( ) ; VAR_1 = VAR_2 . METHOD_3 ( TYPE_1 . METHOD_4 ( ) . METHOD_5 ( ) ) ; METHOD_6 ( VAR_1 ) ; if ( ( VAR_1 ) != null ) VAR_3 . add ( VAR_1 ) ; },public void METHOD_1 ( ) { VAR_1 = VAR_2 . METHOD_3 ( TYPE_1 . METHOD_4 ( ) . METHOD_5 ( ) ) ; METHOD_6 ( VAR_1 ) ; if ( ( VAR_1 ) != null ) VAR_3 . add ( VAR_1 ) ; },['Delete Invocation'],17,['Delete Invocation'],['Invocation'],['Invocation'],Exact Match,1.0,1.0,1.0,1.0,1,0,0
17,public void METHOD_1 ( ) { TYPE_1 . METHOD_2 ( VAR_1 ) ; java.lang.System.out.println ( STRING_1 ) ; VAR_2 . info ( ( STRING_2 + ( VAR_3 class ) ) ) ; },public void METHOD_1 ( ) { TYPE_1 . METHOD_2 ( VAR_1 ) ; },"['Delete TypeAccess', 'Delete FieldRead', 'Delete TypeAccess', 'Delete Invocation', 'Delete TypeAccess', 'Delete FieldRead', 'Delete FieldRead', 'Delete BinaryOperator', 'Delete Invocation']",18,"['Delete Return', 'Delete Assignment']","['TypeAccess', 'FieldRead', 'TypeAccess', 'Invocation', 'TypeAccess', 'FieldRead', 'FieldRead', 'BinaryOperator', 'Invocation']","['Return', 'Assignment']",Partial Match,0.0,0.0,0.0,0.0,0,2,9
18,public void METHOD_1 ( ) throws java.io.IOException { TYPE_1 node = VAR_1 . METHOD_2 ( TYPE_2 . METHOD_3 ( STRING_1 ) ) ; TYPE_3 . METHOD_4 ( TYPE_4 . METHOD_5 ( node ) ) ; TYPE_4 . METHOD_6 ( node ) ; },public void METHOD_1 ( ) throws java.io.IOException { TYPE_1 node = VAR_1 . METHOD_2 ( TYPE_2 . METHOD_3 ( STRING_1 ) ) ; TYPE_4 . METHOD_6 ( node ) ; },"['Delete TypeAccess', 'Delete TypeAccess', 'Delete VariableRead', 'Delete Invocation', 'Delete Invocation']",19,['Delete Return'],"['TypeAccess', 'TypeAccess', 'VariableRead', 'Invocation', 'Invocation']",['Return'],Partial Match,0.0,0.0,0.0,0.0,0,1,5
19,public void METHOD_1 ( TYPE_1 VAR_1 ) { VAR_2 = VAR_1 ; METHOD_2 ( ) ; VAR_3 . METHOD_3 ( VAR_1 ) ; VAR_3 . METHOD_4 ( VAR_1 . METHOD_5 ( ) ) ; },public void METHOD_1 ( TYPE_1 VAR_1 ) { VAR_2 = VAR_1 ; METHOD_2 ( ) ; VAR_3 . METHOD_4 ( VAR_1 . METHOD_5 ( ) ) ; },"['Delete TypeAccess', 'Delete VariableRead', 'Delete Invocation']",20,['Delete Invocation'],"['TypeAccess', 'VariableRead', 'Invocation']",['Invocation'],GPT Missed Nodes,0.3333333333333333,1.0,0.3333333333333333,0.5,1,0,2
20,"public void handle ( TYPE_1 event ) { TYPE_2 VAR_1 = new TYPE_2 ( ) ; VAR_1 . METHOD_1 ( VAR_2 , VAR_3 ) ; VAR_4 . METHOD_2 ( ) ; METHOD_3 ( VAR_2 , VAR_1 , VAR_5 ) ; }","public void handle ( TYPE_1 event ) { TYPE_2 VAR_1 = new TYPE_2 ( ) ; VAR_4 . METHOD_2 ( ) ; METHOD_3 ( VAR_2 , VAR_1 , VAR_5 ) ; }","['Delete VariableRead', 'Delete TypeAccess', 'Delete TypeAccess', 'Delete Invocation']",21,['Delete Invocation'],"['VariableRead', 'TypeAccess', 'TypeAccess', 'Invocation']",['Invocation'],GPT Missed Nodes,0.3333333333333333,1.0,0.25,0.4,1,0,3
21,"public TYPE_1 METHOD_1 ( ) { if ( ( VAR_1 . length ) == 0 ) return VAR_2 ; return new TYPE_2 ( METHOD_2 ( ) , VAR_3 ) ; }","public TYPE_1 METHOD_1 ( ) { if ( ( VAR_1 . length ) == 0 ) return VAR_2 ; return new TYPE_2 ( VAR_1 . length , VAR_3 ) ; }","['Insert FieldRead', 'Delete Invocation']",22,['Update Invocation'],"['FieldRead', 'Invocation']",['Invocation'],GPT Missed Nodes,0.5,0.0,0.0,0.0,0,1,2
22,"public void METHOD_1 ( android.content.Context context , android.content.Intent intent ) { METHOD_2 ( VAR_1 ) ; }","public void METHOD_1 ( android.content.Context context , android.content.Intent intent ) { METHOD_2 ( ) ; }",['Delete TypeAccess'],24,['Delete Invocation'],['TypeAccess'],['Invocation'],Partial Match,0.0,0.0,0.0,0.0,0,1,1
23,protected boolean METHOD_1 ( TYPE_1 item ) { boolean result = VAR_1 . add ( item ) ; item . METHOD_2 ( this ) ; java.util.Collections.sort ( this . VAR_2 ) ; return result ; },protected boolean METHOD_1 ( TYPE_1 item ) { boolean result = VAR_1 . add ( item ) ; java.util.Collections.sort ( this . VAR_2 ) ; return result ; },"['Delete VariableRead', 'Delete ThisAccess', 'Delete Invocation']",25,['Delete Invocation'],"['VariableRead', 'ThisAccess', 'Invocation']",['Invocation'],GPT Missed Nodes,0.3333333333333333,1.0,0.3333333333333333,0.5,1,0,2
24,"public java.lang.Object handle ( TYPE_1 VAR_1 , TYPE_2 response ) { java.lang.String VAR_2 = VAR_1 . METHOD_1 ( STRING_1 ) ; TYPE_3 . METHOD_2 ( VAR_1 , response ) ; return TYPE_4 . METHOD_3 ( VAR_2 ) ; }","public java.lang.Object handle ( TYPE_1 VAR_1 , TYPE_2 response ) { java.lang.String VAR_2 = VAR_1 . METHOD_1 ( STRING_1 ) ; return TYPE_4 . METHOD_3 ( VAR_2 ) ; }","['Delete TypeAccess', 'Delete VariableRead', 'Delete VariableRead', 'Delete Invocation']",29,['Delete Invocation'],"['TypeAccess', 'VariableRead', 'VariableRead', 'Invocation']",['Invocation'],GPT Missed Nodes,0.3333333333333333,1.0,0.25,0.4,1,0,3
25,"public int METHOD_1 ( android.content.Intent intent , int VAR_1 , int VAR_2 ) { VAR_3 . i ( VAR_4 , STRING_1 ) ; return VAR_5 ; }","public int METHOD_1 ( android.content.Intent intent , int VAR_1 , int VAR_2 ) { return VAR_5 ; }","['Delete TypeAccess', 'Delete TypeAccess', 'Delete TypeAccess', 'Delete Invocation']",30,['Delete Invocation'],"['TypeAccess', 'TypeAccess', 'TypeAccess', 'Invocation']",['Invocation'],GPT Missed Nodes,0.5,1.0,0.25,0.4,1,0,3
26,public void METHOD_1 ( TYPE_1 VAR_1 ) { METHOD_2 ( 1 ) ; },public void METHOD_1 ( TYPE_1 VAR_1 ) { },"['Delete Literal', 'Delete Invocation']",31,['Delete Invocation'],"['Literal', 'Invocation']",['Invocation'],GPT Missed Nodes,0.5,1.0,0.5,0.6666666666666666,1,0,1
27,"public void METHOD_1 ( TYPE_1 VAR_1 ) { VAR_2 . i ( VAR_3 , STRING_1 ) ; view . METHOD_2 ( VAR_4 ) ; }",public void METHOD_1 ( TYPE_1 VAR_1 ) { view . METHOD_2 ( VAR_4 ) ; },"['Delete TypeAccess', 'Delete TypeAccess', 'Delete TypeAccess', 'Delete Invocation']",33,['Delete Invocation'],"['TypeAccess', 'TypeAccess', 'TypeAccess', 'Invocation']",['Invocation'],GPT Missed Nodes,0.5,1.0,0.25,0.4,1,0,3
28,"protected void METHOD_1 ( ) { TYPE_1 . METHOD_2 ( VAR_1 , STRING_1 ) ; METHOD_3 ( this , VAR_2 ) ; super . METHOD_1 ( ) ; METHOD_4 ( ) ; }","protected void METHOD_1 ( ) { TYPE_1 . METHOD_2 ( VAR_1 , STRING_1 ) ; METHOD_3 ( this , VAR_2 ) ; super . METHOD_1 ( ) ; }",['Delete Invocation'],34,['Delete Invocation'],['Invocation'],['Invocation'],Exact Match,1.0,1.0,1.0,1.0,1,0,0
29,public void update ( double VAR_1 ) { METHOD_1 ( VAR_1 ) ; METHOD_2 ( ) ; METHOD_3 ( ) ; },public void update ( double VAR_1 ) { METHOD_1 ( VAR_1 ) ; METHOD_2 ( ) ; },['Delete Invocation'],35,['Delete Invocation'],['Invocation'],['Invocation'],Exact Match,1.0,1.0,1.0,1.0,1,0,0
30,"public void METHOD_1 ( TYPE_1 file ) { TYPE_2 b = new TYPE_2 ( ) ; b . METHOD_2 ( VAR_1 , VAR_2 . getId ( ) ) ; b . METHOD_2 ( VAR_3 , VAR_2 . getName ( ) ) ; METHOD_3 ( VAR_4 , b ) ; }","public void METHOD_1 ( TYPE_1 file ) { TYPE_2 b = new TYPE_2 ( ) ; METHOD_3 ( VAR_4 , b ) ; }","['Delete VariableRead', 'Delete TypeAccess', 'Delete TypeAccess', 'Delete Invocation', 'Delete Invocation', 'Delete VariableRead', 'Delete TypeAccess', 'Delete TypeAccess', 'Delete Invocation', 'Delete Invocation']",36,"['Delete Invocation', 'Delete Invocation']","['VariableRead', 'TypeAccess', 'TypeAccess', 'Invocation', 'Invocation', 'VariableRead', 'TypeAccess', 'TypeAccess', 'Invocation', 'Invocation']","['Invocation', 'Invocation']",GPT Missed Nodes,0.3333333333333333,1.0,0.2,0.33333333333333337,2,0,8
31,public void METHOD_1 ( android.view.View VAR_1 ) { METHOD_2 ( ) ; METHOD_3 ( VAR_2 ) ; METHOD_4 ( ) ; },public void METHOD_1 ( android.view.View VAR_1 ) { METHOD_2 ( ) ; METHOD_3 ( VAR_2 ) ; },['Delete Invocation'],37,['Delete Invocation'],['Invocation'],['Invocation'],Exact Match,1.0,1.0,1.0,1.0,1,0,0
32,"protected void METHOD_1 ( ) throws TYPE_1 , TYPE_2 { METHOD_2 ( VAR_1 . get ( ) ) ; METHOD_3 ( INT_1 ) ; if ( ( VAR_2 . get ( ) ) != 0 ) { METHOD_4 ( VAR_2 . get ( ) ) ; } }","protected void METHOD_1 ( ) throws TYPE_1 , TYPE_2 { METHOD_2 ( VAR_1 . get ( ) ) ; METHOD_3 ( INT_1 ) ; }","['Delete TypeAccess', 'Delete Invocation', 'Delete Literal', 'Delete BinaryOperator', 'Delete TypeAccess', 'Delete Invocation', 'Delete Invocation', 'Delete Block', 'Delete If']",38,['Delete If'],"['TypeAccess', 'Invocation', 'Literal', 'BinaryOperator', 'TypeAccess', 'Invocation', 'Invocation', 'Block', 'If']",['If'],GPT Missed Nodes,0.16666666666666666,1.0,0.1111111111111111,0.19999999999999998,1,0,8
33,public void METHOD_1 ( java.lang.String time ) { TYPE_1 VAR_1 = ( ( TYPE_1 ) ( METHOD_2 ( VAR_2 ) ) ) ; VAR_3 . setText ( time ) ; VAR_4 . METHOD_3 ( ) ; },public void METHOD_1 ( java.lang.String time ) { TYPE_1 VAR_1 = ( ( TYPE_1 ) ( METHOD_2 ( VAR_2 ) ) ) ; VAR_3 . setText ( time ) ; },"['Delete TypeAccess', 'Delete Invocation']",39,['Delete Invocation'],"['TypeAccess', 'Invocation']",['Invocation'],GPT Missed Nodes,0.5,1.0,0.5,0.6666666666666666,1,0,1
34,"public void METHOD_1 ( ) { VAR_1 . METHOD_2 ( ) ; TYPE_1 . METHOD_3 ( VAR_2 , STRING_1 ) ; METHOD_4 ( VAR_3 ) ; super . METHOD_1 ( ) ; }","public void METHOD_1 ( ) { TYPE_1 . METHOD_3 ( VAR_2 , STRING_1 ) ; METHOD_4 ( VAR_3 ) ; super . METHOD_1 ( ) ; }","['Delete TypeAccess', 'Delete Invocation']",41,['Delete Invocation'],"['TypeAccess', 'Invocation']",['Invocation'],GPT Missed Nodes,0.5,1.0,0.5,0.6666666666666666,1,0,1
35,public void METHOD_1 ( TYPE_1 VAR_1 ) { VAR_2 = ( show ) ? VAR_3 : VAR_4 ; if ( show ) { view . METHOD_2 ( VAR_5 ) ; } },public void METHOD_1 ( TYPE_1 VAR_1 ) { VAR_2 = ( show ) ? VAR_3 : VAR_4 ; },"['Delete FieldRead', 'Delete FieldRead', 'Delete TypeAccess', 'Delete Invocation', 'Delete Block', 'Delete If']",42,['Delete If'],"['FieldRead', 'FieldRead', 'TypeAccess', 'Invocation', 'Block', 'If']",['If'],GPT Missed Nodes,0.2,1.0,0.16666666666666666,0.2857142857142857,1,0,5
36,"public TYPE_1 METHOD_1 ( java.lang.String VAR_1 ) { if ( VAR_2 . startsWith ( STRING_1 ) ) { return VAR_3 . METHOD_2 ( METHOD_3 ( VAR_1 ) , VAR_4 class ) ; } return VAR_3 . METHOD_2 ( TYPE_2 . METHOD_4 ( VAR_1 ) , VAR_4 class ) ; }","public TYPE_1 METHOD_1 ( java.lang.String VAR_1 ) { return VAR_3 . METHOD_2 ( TYPE_2 . METHOD_4 ( VAR_1 ) , VAR_4 class ) ; }","['Delete TypeAccess', 'Delete TypeAccess', 'Delete Invocation', 'Delete TypeAccess', 'Delete VariableRead', 'Delete Invocation', 'Delete TypeAccess', 'Delete Invocation', 'Delete Return', 'Delete Block', 'Delete If']",43,['Delete If'],"['TypeAccess', 'TypeAccess', 'Invocation', 'TypeAccess', 'VariableRead', 'Invocation', 'TypeAccess', 'Invocation', 'Return', 'Block', 'If']",['If'],GPT Missed Nodes,0.16666666666666666,1.0,0.09090909090909091,0.16666666666666669,1,0,10
37,"public java.lang.Boolean METHOD_1 ( java.lang.String VAR_1 , java.lang.String VAR_2 ) { return VAR_3 . METHOD_2 ( VAR_1 , VAR_2 ) ; }","public java.lang.Boolean METHOD_1 ( java.lang.String VAR_1 , java.lang.String VAR_2 ) { return true ; }","['Insert Literal', 'Delete TypeAccess', 'Delete VariableRead', 'Delete VariableRead', 'Delete Invocation']",44,['Update Return'],"['Literal', 'TypeAccess', 'VariableRead', 'VariableRead', 'Invocation']",['Return'],Partial Match,0.0,0.0,0.0,0.0,0,1,5
38,"public void METHOD_1 ( TYPE_1 VAR_1 ) { VAR_2 . METHOD_2 ( ) ; VAR_3 . add ( VAR_1 , VAR_4 ) ; VAR_2 . METHOD_3 ( ) ; VAR_2 . METHOD_4 ( ) ; }","public void METHOD_1 ( TYPE_1 VAR_1 ) { VAR_2 . METHOD_2 ( ) ; VAR_3 . add ( VAR_1 , VAR_4 ) ; VAR_2 . METHOD_4 ( ) ; }","['Delete TypeAccess', 'Delete Invocation']",45,['Delete Invocation'],"['TypeAccess', 'Invocation']",['Invocation'],GPT Missed Nodes,0.5,1.0,0.5,0.6666666666666666,1,0,1
39,public void METHOD_1 ( java.util.List < TYPE_1 > VAR_1 ) { VAR_2 . METHOD_2 ( ) ; VAR_2 . METHOD_3 ( VAR_1 ) ; VAR_3 . METHOD_2 ( ) ; this . VAR_4 = VAR_5 ; VAR_6 . METHOD_4 ( FLOAT_1 ) ; METHOD_5 ( ) ; },public void METHOD_1 ( java.util.List < TYPE_1 > VAR_1 ) { VAR_2 . METHOD_2 ( ) ; VAR_2 . METHOD_3 ( VAR_1 ) ; VAR_3 . METHOD_2 ( ) ; this . VAR_4 = VAR_5 ; METHOD_5 ( ) ; },"['Delete TypeAccess', 'Delete TypeAccess', 'Delete Invocation']",46,['Delete Invocation'],"['TypeAccess', 'TypeAccess', 'Invocation']",['Invocation'],GPT Missed Nodes,0.5,1.0,0.3333333333333333,0.5,1,0,2
40,"public double METHOD_1 ( ) { TYPE_1 . METHOD_2 ( VAR_1 , ( STRING_1 + ( VAR_2 ) ) ) ; return VAR_2 ; }",public double METHOD_1 ( ) { return VAR_2 ; },"['Delete TypeAccess', 'Delete TypeAccess', 'Delete FieldRead', 'Delete FieldRead', 'Delete BinaryOperator', 'Delete Invocation']",47,['Delete Invocation'],"['TypeAccess', 'TypeAccess', 'FieldRead', 'FieldRead', 'BinaryOperator', 'Invocation']",['Invocation'],GPT Missed Nodes,0.25,1.0,0.16666666666666666,0.2857142857142857,1,0,5
41,public void METHOD_1 ( TYPE_1 VAR_1 ) { VAR_2 . METHOD_2 ( VAR_1 ) ; VAR_3 . update ( VAR_4 ) ; },public void METHOD_1 ( TYPE_1 VAR_1 ) { VAR_2 . METHOD_2 ( VAR_1 ) ; },"['Delete TypeAccess', 'Delete TypeAccess', 'Delete Invocation']",48,['Delete Assignment'],"['TypeAccess', 'TypeAccess', 'Invocation']",['Assignment'],Partial Match,0.0,0.0,0.0,0.0,0,1,3
42,public static void METHOD_1 ( ) { if ( ( VAR_1 ) != null ) { VAR_1 = null ; } java.lang.System.out.println ( STRING_1 ) ; },public static void METHOD_1 ( ) { if ( ( VAR_1 ) != null ) { VAR_1 = null ; } },"['Delete TypeAccess', 'Delete FieldRead', 'Delete TypeAccess', 'Delete Invocation']",49,['Delete Return'],"['TypeAccess', 'FieldRead', 'TypeAccess', 'Invocation']",['Return'],Partial Match,0.0,0.0,0.0,0.0,0,1,4
43,public void METHOD_1 ( TYPE_1 VAR_1 ) { super . METHOD_1 ( VAR_1 ) ; METHOD_2 ( true ) ; getActivity ( ) . METHOD_3 ( ) . METHOD_4 ( VAR_2 ) ; getActivity ( ) . METHOD_3 ( ) . METHOD_4 ( VAR_3 ) ; },public void METHOD_1 ( TYPE_1 VAR_1 ) { super . METHOD_1 ( VAR_1 ) ; getActivity ( ) . METHOD_3 ( ) . METHOD_4 ( VAR_2 ) ; getActivity ( ) . METHOD_3 ( ) . METHOD_4 ( VAR_3 ) ; },"['Delete Literal', 'Delete Invocation']",50,['Delete Invocation'],"['Literal', 'Invocation']",['Invocation'],GPT Missed Nodes,0.5,1.0,0.5,0.6666666666666666,1,0,1
44,public void METHOD_1 ( android.view.View view ) { VAR_1 . setEnabled ( false ) ; VAR_2 . setEnabled ( false ) ; METHOD_2 ( ) ; },public void METHOD_1 ( android.view.View view ) { VAR_1 . setEnabled ( false ) ; METHOD_2 ( ) ; },"['Delete TypeAccess', 'Delete Literal', 'Delete Invocation']",51,['Delete Return'],"['TypeAccess', 'Literal', 'Invocation']",['Return'],Partial Match,0.0,0.0,0.0,0.0,0,1,3
45,public void METHOD_1 ( android.view.View view ) { int position = VAR_1 . METHOD_2 ( ) ; VAR_2 . remove ( position ) . delete ( ) ; VAR_3 . remove ( position ) ; METHOD_3 ( position ) ; VAR_4 = - 1 ; },public void METHOD_1 ( android.view.View view ) { int position = VAR_1 . METHOD_2 ( ) ; VAR_2 . remove ( position ) . delete ( ) ; METHOD_3 ( position ) ; VAR_4 = - 1 ; },"['Delete TypeAccess', 'Delete VariableRead', 'Delete Invocation']",52,['Delete Assignment'],"['TypeAccess', 'VariableRead', 'Invocation']",['Assignment'],Partial Match,0.0,0.0,0.0,0.0,0,1,3
46,public void METHOD_1 ( ) { VAR_1 . METHOD_2 ( ) ; view . METHOD_3 ( ) ; },public void METHOD_1 ( ) { view . METHOD_3 ( ) ; },"['Delete TypeAccess', 'Delete Invocation']",53,['Delete Invocation'],"['TypeAccess', 'Invocation']",['Invocation'],GPT Missed Nodes,0.5,1.0,0.5,0.6666666666666666,1,0,1
