fixed,buggy,baseline_ast_gumtree,line_id_tp_dataset
public java.lang.String METHOD_1 ( ) { if ( ( VAR_1 ) != null ) { if ( ( VAR_2 . getId ( ) ) != 1 ) { VAR_3 = VAR_1 . METHOD_2 ( ) ; } else { VAR_1 = null ; } } return VAR_3 ; },public java.lang.String METHOD_1 ( ) { if ( ( VAR_1 ) != null ) { VAR_3 = VAR_1 . METHOD_2 ( ) ; } return VAR_3 ; },"['Move If', 'Move BinaryOperator', 'Delete TypeAccess', 'Delete Invocation', 'Delete Literal', 'Delete BinaryOperator', 'Delete FieldWrite', 'Delete Literal', 'Delete Assignment', 'Delete Block', 'Delete Block', 'Delete If']",16
public void METHOD_1 ( ) { TYPE_1 . METHOD_2 ( VAR_1 ) ; VAR_2 . METHOD_3 ( ) ; VAR_2 = null ; },public void METHOD_1 ( ) { TYPE_1 . METHOD_2 ( VAR_1 ) ; VAR_2 . METHOD_3 ( ) ; },"['Delete FieldWrite', 'Delete Literal', 'Delete Assignment']",17
private void METHOD_1 ( TYPE_1 VAR_1 ) { VAR_2 = VAR_1 ; VAR_3 . setText ( VAR_1 . METHOD_2 ( ) ) ; VAR_4 . setText ( STRING_1 ) ; VAR_5 = false ; METHOD_3 ( VAR_6 ) ; },private void METHOD_1 ( TYPE_1 VAR_1 ) { VAR_2 = VAR_1 ; VAR_3 . setText ( VAR_1 . METHOD_2 ( ) ) ; VAR_4 . setText ( STRING_1 ) ; METHOD_3 ( VAR_6 ) ; },"['Delete FieldWrite', 'Delete Literal', 'Delete Assignment']",18
"public void METHOD_1 ( TYPE_1 VAR_1 , int VAR_2 ) { VAR_3 = 0 ; METHOD_2 ( false ) ; }","public void METHOD_1 ( TYPE_1 VAR_1 , int VAR_2 ) { METHOD_2 ( false ) ; }","['Delete FieldWrite', 'Delete Literal', 'Delete Assignment']",19
"public void METHOD_1 ( ) { TYPE_1 . METHOD_2 ( ( ) - > VAR_1 = false , INT_1 ) ; }",public void METHOD_1 ( ) { VAR_1 = false ; },"['Move Assignment', 'Delete TypeAccess', 'Delete TypeAccess', 'Delete Invocation']",20
"public void open ( java.lang.String url , java.io.File VAR_1 , java.lang.String VAR_2 , TYPE_1 VAR_3 ) { this . url = url ; this . VAR_1 = VAR_1 ; this . VAR_2 = VAR_2 ; this . VAR_3 = VAR_3 ; METHOD_1 ( ) ; }","public void open ( java.lang.String url , java.io.File VAR_1 , java.lang.String VAR_2 ) { this . url = url ; this . VAR_1 = VAR_1 ; this . VAR_2 = VAR_2 ; METHOD_1 ( ) ; }","['Delete TypeReference', 'Delete Parameter', 'Delete ThisAccess', 'Delete FieldWrite', 'Delete VariableRead', 'Delete Assignment']",21
"public TYPE_1 METHOD_1 ( ) throws TYPE_2 , TYPE_3 , java.io.IOException { TYPE_4 VAR_1 = METHOD_2 ( ) ; response = VAR_2 . open ( VAR_1 . METHOD_3 ( ) , VAR_1 . METHOD_4 ( ) ) ; return VAR_3 ; }","public TYPE_1 METHOD_1 ( ) throws TYPE_2 , TYPE_3 , java.io.IOException { TYPE_4 VAR_1 = METHOD_2 ( ) ; java.lang.String response = VAR_2 . open ( VAR_1 . METHOD_3 ( ) , VAR_1 . METHOD_4 ( ) ) ; return VAR_3 ; }","['Insert LocalVariable', 'Insert TypeReference', 'Move Invocation', 'Delete FieldWrite', 'Delete Assignment']",22
"public void METHOD_1 ( ) { new TYPE_1 ( VAR_1 , VAR_1 ) . start ( ) ; VAR_2 . startTime = TYPE_2 . METHOD_2 ( ) ; }","public void METHOD_1 ( ) { new TYPE_1 ( VAR_1 , VAR_1 ) . start ( ) ; }","['Delete FieldWrite', 'Delete TypeAccess', 'Delete Invocation', 'Delete Assignment']",23
private void METHOD_1 ( ) { METHOD_2 ( ) ; VAR_1 = false ; METHOD_3 ( VAR_2 . METHOD_4 ( ) ) ; VAR_3 = VAR_4 ; METHOD_5 ( ) ; },private void METHOD_1 ( ) { METHOD_2 ( ) ; VAR_1 = false ; VAR_2 = VAR_2 . METHOD_4 ( ) ; VAR_3 = VAR_4 ; METHOD_5 ( ) ; },"['Insert Assignment', 'Insert FieldWrite', 'Move Invocation', 'Delete Invocation']",24
"public void init ( ) { VAR_1 = new TYPE_1 ( VAR_2 ) ; VAR_3 = new TYPE_2 ( VAR_1 ) ; VAR_1 . METHOD_1 ( 0 , 0 ) ; VAR_1 . METHOD_2 ( INT_1 , 0 ) ; }","public void init ( ) { VAR_1 = new TYPE_1 ( VAR_2 ) ; VAR_1 . METHOD_1 ( 0 , 0 ) ; VAR_1 . METHOD_2 ( INT_1 , 0 ) ; }","['Delete FieldWrite', 'Delete FieldRead', 'Delete ConstructorCall', 'Delete Assignment']",25
protected void METHOD_1 ( TYPE_1 VAR_1 ) { super . METHOD_1 ( VAR_1 ) ; METHOD_2 ( VAR_2 ) ; VAR_3 = ( ( TYPE_2 ) ( METHOD_3 ( VAR_4 ) ) ) ; METHOD_4 ( ) ; METHOD_5 ( ) ; VAR_3 . METHOD_6 ( ) ; },protected void METHOD_1 ( TYPE_1 VAR_1 ) { super . METHOD_1 ( VAR_1 ) ; METHOD_2 ( VAR_2 ) ; },"['Delete FieldWrite', 'Delete TypeReference', 'Delete TypeAccess', 'Delete Invocation', 'Delete Assignment', 'Delete Invocation', 'Delete Invocation', 'Delete TypeAccess', 'Delete Invocation']",26
public void METHOD_1 ( ) { VAR_1 = new TYPE_1 ( VAR_1 ) ; VAR_1 . METHOD_2 ( ) ; VAR_2 = new TYPE_1 ( VAR_2 ) ; VAR_2 . METHOD_2 ( ) ; },public void METHOD_1 ( ) { VAR_1 . METHOD_2 ( ) ; VAR_2 . METHOD_2 ( ) ; },"['Delete FieldWrite', 'Delete FieldRead', 'Delete ConstructorCall', 'Delete Assignment', 'Delete FieldWrite', 'Delete FieldRead', 'Delete ConstructorCall', 'Delete Assignment']",27
private void METHOD_1 ( ) { if ( ( VAR_1 ) != null ) { VAR_2 = VAR_3 ; METHOD_2 ( ) ; VAR_1 . METHOD_3 ( true ) ; } else { METHOD_4 ( ) ; } },private void METHOD_1 ( ) { if ( ( VAR_1 ) != null ) { VAR_1 . METHOD_3 ( true ) ; } else { METHOD_4 ( ) ; } },"['Delete FieldWrite', 'Delete FieldRead', 'Delete Assignment', 'Delete Invocation']",28
public void METHOD_1 ( boolean VAR_1 ) { this . VAR_1 = VAR_1 ; VAR_2 = VAR_1 ; },public void METHOD_1 ( boolean VAR_1 ) { this . VAR_1 = VAR_1 ; },"['Delete FieldWrite', 'Delete VariableRead', 'Delete Assignment']",29
public void METHOD_1 ( ) { VAR_1 . update ( ) ; TYPE_1 . METHOD_2 ( ) ; VAR_2 . METHOD_3 ( ) ; VAR_3 = true ; },public void METHOD_1 ( ) { VAR_1 . update ( ) ; TYPE_1 . METHOD_2 ( ) ; VAR_2 . METHOD_3 ( ) ; },"['Delete FieldWrite', 'Delete Literal', 'Delete Assignment']",30
"public void METHOD_1 ( ) { result = 0 ; VAR_1 = VAR_2 . getContext ( ) . METHOD_2 ( ) ; file = new java.io.File ( VAR_1 , VAR_3 ) ; }",public void METHOD_1 ( ) { result = 0 ; file = new java.io.File ( VAR_3 ) ; },"['Update ConstructorCall', 'Delete FieldWrite', 'Delete TypeAccess', 'Delete Invocation', 'Delete Invocation', 'Delete Assignment', 'Delete FieldRead']",31
public void METHOD_1 ( ) { VAR_1 . METHOD_2 ( false ) ; VAR_2 = true ; },public void METHOD_1 ( ) { VAR_1 . METHOD_2 ( false ) ; },"['Delete FieldWrite', 'Delete Literal', 'Delete Assignment']",32
protected void METHOD_1 ( ) { super . METHOD_1 ( ) ; VAR_1 . METHOD_2 ( ) ; VAR_2 = false ; },protected void METHOD_1 ( ) { super . METHOD_1 ( ) ; VAR_1 . METHOD_2 ( ) ; },"['Delete FieldWrite', 'Delete Literal', 'Delete Assignment']",33
"public void METHOD_1 ( int [ ] [ ] VAR_1 , java.util.List < TYPE_1 > VAR_2 , java.util.List < TYPE_1 > VAR_3 ) { this . VAR_1 = VAR_1 ; METHOD_2 ( ) ; }","public void METHOD_1 ( int [ ] [ ] VAR_1 , java.util.List < TYPE_1 > VAR_2 , java.util.List < TYPE_1 > VAR_3 ) { this . VAR_1 = VAR_1 ; this . VAR_2 = VAR_2 ; this . VAR_3 = VAR_3 ; METHOD_2 ( ) ; }","['Insert Assignment', 'Insert Assignment', 'Insert FieldWrite', 'Insert VariableRead', 'Insert FieldWrite', 'Insert VariableRead', 'Insert ThisAccess', 'Insert ThisAccess']",34
public long METHOD_1 ( ) { long temp = VAR_1 ; VAR_2 . info ( ( ( ( STRING_1 + ( VAR_1 ) ) + STRING_2 ) + ( VAR_3 ) ) ) ; VAR_1 = VAR_3 ; return temp ; },public long METHOD_1 ( ) { return VAR_1 ; },"['Move FieldRead', 'Delete TypeReference', 'Delete LocalVariable', 'Delete TypeAccess', 'Delete FieldRead', 'Delete FieldRead', 'Delete BinaryOperator', 'Delete FieldRead', 'Delete BinaryOperator', 'Delete FieldRead', 'Delete BinaryOperator', 'Delete Invocation', 'Delete FieldWrite', 'Delete FieldRead', 'Delete Assignment', 'Delete VariableRead']",35
public void METHOD_1 ( ) { METHOD_2 ( STRING_1 ) ; VAR_1 = true ; VAR_2 = 0 ; VAR_3 = 0 ; VAR_4 . start ( ) ; VAR_5 . METHOD_3 ( ) ; METHOD_4 ( ) ; },public void METHOD_1 ( ) { METHOD_2 ( STRING_1 ) ; VAR_2 = 0 ; VAR_3 = 0 ; VAR_4 . start ( ) ; VAR_5 . METHOD_3 ( ) ; METHOD_4 ( ) ; },"['Delete FieldWrite', 'Delete Literal', 'Delete Assignment']",36
"public boolean METHOD_1 ( java.lang.String query ) { TYPE_1 . METHOD_2 ( VAR_1 , ( STRING_1 + query ) ) ; VAR_2 . METHOD_3 ( ) ; METHOD_4 ( query ) ; VAR_3 = query ; VAR_4 . setEnabled ( false ) ; return true ; }","public boolean METHOD_1 ( java.lang.String query ) { TYPE_1 . METHOD_2 ( VAR_1 , ( STRING_1 + query ) ) ; VAR_2 . METHOD_3 ( ) ; METHOD_4 ( query ) ; VAR_4 . setEnabled ( false ) ; return true ; }","['Delete FieldWrite', 'Delete VariableRead', 'Delete Assignment']",37
void METHOD_1 ( java.lang.String VAR_1 ) { VAR_2 = VAR_1 ; },void METHOD_1 ( java.lang.String VAR_1 ) { this . VAR_1 = VAR_1 ; },"['Update FieldWrite', 'Insert ThisAccess']",38
public void METHOD_1 ( ) { VAR_1 = null ; VAR_2 = null ; VAR_3 = false ; },public void METHOD_1 ( ) { VAR_1 = null ; VAR_2 = null ; },"['Delete FieldWrite', 'Delete Literal', 'Delete Assignment']",39
"protected void METHOD_1 ( TYPE_1 result ) { VAR_1 = false ; METHOD_2 ( false ) ; METHOD_3 ( VAR_2 , result . METHOD_4 ( ) ) ; METHOD_5 ( new java.util.HashSet < java.lang.String > ( ) ) ; }","protected void METHOD_1 ( TYPE_1 result ) { METHOD_2 ( false ) ; METHOD_3 ( VAR_2 , result . METHOD_4 ( ) ) ; }","['Delete FieldWrite', 'Delete Literal', 'Delete Assignment', 'Delete ConstructorCall', 'Delete Invocation']",40
public void METHOD_1 ( TYPE_1 VAR_1 ) { if ( ! ( VAR_2 ) ) { TYPE_2 . METHOD_2 ( VAR_1 ) ; VAR_2 = true ; } },public void METHOD_1 ( TYPE_1 VAR_1 ) { TYPE_2 . METHOD_2 ( VAR_1 ) ; },"['Move Invocation', 'Delete FieldRead', 'Delete UnaryOperator', 'Delete FieldWrite', 'Delete Literal', 'Delete Assignment', 'Delete Block', 'Delete If']",41
"public void METHOD_1 ( TYPE_1 VAR_1 ) { VAR_2 = VAR_1 ; text = STRING_1 ; METHOD_2 ( METHOD_3 ( ) ) ; METHOD_4 ( new TYPE_2 ( this , VAR_3 , STRING_2 ) ) ; }","public void METHOD_1 ( TYPE_1 VAR_1 ) { VAR_2 = VAR_1 ; METHOD_4 ( new TYPE_2 ( this , VAR_3 , STRING_2 ) ) ; }","['Delete FieldWrite', 'Delete FieldRead', 'Delete Assignment', 'Delete Invocation', 'Delete Invocation']",42
"private void METHOD_1 ( TYPE_1 VAR_1 , TYPE_2 VAR_2 , boolean VAR_3 ) { this . VAR_1 = VAR_1 ; this . VAR_2 = VAR_2 ; VAR_4 . setEnabled ( METHOD_2 ( VAR_2 ) ) ; METHOD_3 ( ) ; }","private void METHOD_1 ( TYPE_1 VAR_1 , TYPE_2 VAR_2 , boolean VAR_3 ) { VAR_4 . setEnabled ( METHOD_2 ( VAR_2 ) ) ; METHOD_3 ( ) ; }","['Delete ThisAccess', 'Delete FieldWrite', 'Delete VariableRead', 'Delete Assignment', 'Delete ThisAccess', 'Delete FieldWrite', 'Delete VariableRead', 'Delete Assignment']",43
public void METHOD_1 ( TYPE_1 VAR_1 ) { VAR_2 = false ; VAR_3 . METHOD_2 ( VAR_4 ) ; VAR_5 . METHOD_3 ( VAR_6 ) ; },public void METHOD_1 ( TYPE_1 VAR_1 ) { VAR_3 . METHOD_2 ( VAR_4 ) ; VAR_5 . METHOD_3 ( VAR_6 ) ; },"['Delete FieldWrite', 'Delete Literal', 'Delete Assignment']",44
public void METHOD_1 ( ) { if ( ( VAR_1 ) != null ) { try { VAR_1 . METHOD_2 ( ) ; VAR_1 = null ; } catch ( java.io.IOException VAR_2 ) { VAR_2 . METHOD_3 ( ) ; } } },public void METHOD_1 ( ) { if ( ( VAR_1 ) != null ) { try { VAR_1 . METHOD_2 ( ) ; } catch ( java.io.IOException VAR_2 ) { VAR_2 . METHOD_3 ( ) ; } } },"['Delete FieldWrite', 'Delete Literal', 'Delete Assignment']",45
"public void METHOD_1 ( int index , TYPE_1 VAR_1 ) { VAR_2 . METHOD_1 ( METHOD_2 ( ) , index , VAR_1 ) ; VAR_3 = null ; VAR_4 = null ; }","public void METHOD_1 ( int index , TYPE_1 VAR_1 ) { VAR_2 . METHOD_1 ( METHOD_2 ( ) , index , VAR_1 ) ; VAR_3 = null ; }","['Delete FieldWrite', 'Delete Literal', 'Delete Assignment']",47
public boolean METHOD_1 ( ) { if ( ( VAR_1 ) == true ) { VAR_2 = true ; } else { VAR_2 = false ; } return VAR_2 ; },public boolean METHOD_1 ( ) { if ( ( VAR_1 ) == true ) { VAR_2 = true ; } return VAR_2 ; },"['Delete FieldWrite', 'Delete Literal', 'Delete Assignment', 'Delete Block']",48
public boolean execute ( java.lang.String VAR_1 ) throws TYPE_1 { METHOD_1 ( ) ; if ( ( VAR_2 ) != null ) { VAR_3 = VAR_2 . METHOD_2 ( ) ; } return super . execute ( VAR_1 ) ; },public boolean execute ( java.lang.String VAR_1 ) throws TYPE_1 { METHOD_1 ( ) ; return super . execute ( VAR_1 ) ; },"['Delete FieldRead', 'Delete Literal', 'Delete BinaryOperator', 'Delete FieldWrite', 'Delete TypeAccess', 'Delete Invocation', 'Delete Assignment', 'Delete Block', 'Delete If']",49
public void METHOD_1 ( ) { super . METHOD_1 ( ) ; VAR_1 . METHOD_1 ( ) ; if ( VAR_2 ) { TYPE_1 . METHOD_2 ( ) ; VAR_2 = false ; } },public void METHOD_1 ( ) { super . METHOD_1 ( ) ; VAR_1 . METHOD_1 ( ) ; TYPE_1 . METHOD_2 ( ) ; },"['Move Invocation', 'Delete FieldRead', 'Delete FieldWrite', 'Delete Literal', 'Delete Assignment', 'Delete Block', 'Delete If']",50
public void METHOD_1 ( ) { VAR_1 = ! ( VAR_1 ) ; if ( VAR_1 ) ( index ) ++ ; if ( ( index ) > INT_1 ) index = 0 ; },public void METHOD_1 ( ) { ( index ) ++ ; if ( ( index ) > INT_1 ) index = 0 ; },"['Move UnaryOperator', 'Delete FieldWrite', 'Delete FieldRead', 'Delete UnaryOperator', 'Delete Assignment', 'Delete FieldRead', 'Delete Block', 'Delete If']",51
"public void execute ( TYPE_1 VAR_1 ) { if ( this . VAR_2 ) { this . VAR_3 . METHOD_1 ( INT_1 , INT_1 , VAR_1 ) ; this . VAR_2 = false ; } }","public void execute ( TYPE_1 VAR_1 ) { this . VAR_3 . METHOD_1 ( INT_1 , INT_1 , VAR_1 ) ; }","['Move Invocation', 'Delete ThisAccess', 'Delete FieldRead', 'Delete ThisAccess', 'Delete FieldWrite', 'Delete Literal', 'Delete Assignment', 'Delete Block', 'Delete If']",52
"public void METHOD_1 ( java.lang.String error ) { METHOD_2 ( ( STRING_1 + error ) , true ) ; VAR_1 = true ; METHOD_3 ( ) ; }","public void METHOD_1 ( java.lang.String error ) { METHOD_2 ( ( STRING_1 + error ) , true ) ; }","['Delete FieldWrite', 'Delete Literal', 'Delete Assignment', 'Delete Invocation']",53
public TYPE_1 METHOD_1 ( TYPE_1 t ) { METHOD_2 ( t ) ; return t ; },public TYPE_1 METHOD_1 ( TYPE_1 t ) { this . t = t ; return t ; },"['Insert Assignment', 'Insert FieldWrite', 'Move VariableRead', 'Insert ThisAccess', 'Delete Invocation']",54
public TYPE_1 METHOD_1 ( boolean VAR_1 ) { if ( VAR_1 ) { offset = ( offset ) - ( VAR_2 ) ; return new TYPE_2 ( offset ) ; } else return new TYPE_3 ( new TYPE_4 ( ) ) ; },public TYPE_1 METHOD_1 ( boolean VAR_1 ) { return null ; },"['Insert Return', 'Insert Literal', 'Delete VariableRead', 'Delete FieldWrite', 'Delete FieldRead', 'Delete FieldRead', 'Delete BinaryOperator', 'Delete Assignment', 'Delete FieldRead', 'Delete ConstructorCall', 'Delete Return', 'Delete Block', 'Delete ConstructorCall', 'Delete ConstructorCall', 'Delete Return', 'Delete Block', 'Delete If']",55
private void METHOD_1 ( ) { VAR_1 = VAR_2 . METHOD_2 ( ) ; VAR_3 = ( VAR_3 ) + 1 ; if ( ( VAR_1 ) == CHAR_1 ) { VAR_4 = ( VAR_4 ) + 1 ; VAR_3 = 0 ; } },private void METHOD_1 ( ) { VAR_1 = VAR_2 . METHOD_2 ( ) ; VAR_3 = ( VAR_3 ) + 1 ; },"['Delete FieldRead', 'Delete FieldRead', 'Delete BinaryOperator', 'Delete FieldWrite', 'Delete FieldRead', 'Delete Literal', 'Delete BinaryOperator', 'Delete Assignment', 'Delete FieldWrite', 'Delete Literal', 'Delete Assignment', 'Delete Block', 'Delete If']",57
public void METHOD_1 ( ) { VAR_1 = null ; params = null ; VAR_2 = 1 ; VAR_3 = INT_1 ; VAR_4 = 0 ; url = null ; VAR_5 = STRING_1 ; VAR_6 = INT_1 ; super . METHOD_1 ( ) ; },public void METHOD_1 ( ) { params = null ; super . METHOD_1 ( ) ; },"['Delete FieldWrite', 'Delete Literal', 'Delete Assignment', 'Delete FieldWrite', 'Delete Literal', 'Delete Assignment', 'Delete FieldWrite', 'Delete FieldRead', 'Delete Assignment', 'Delete FieldWrite', 'Delete Literal', 'Delete Assignment', 'Delete FieldWrite', 'Delete Literal', 'Delete Assignment', 'Delete FieldWrite', 'Delete FieldRead', 'Delete Assignment', 'Delete FieldWrite', 'Delete FieldRead', 'Delete Assignment']",58
public void METHOD_1 ( ) { VAR_1 = this ; new TYPE_1 ( ) ; },public void METHOD_1 ( ) { new TYPE_1 ( ) ; },"['Delete FieldWrite', 'Delete ThisAccess', 'Delete Assignment']",59
protected void METHOD_1 ( TYPE_1 VAR_1 ) { super . METHOD_1 ( VAR_1 ) ; VAR_2 = TYPE_2 . METHOD_2 ( this ) ; VAR_3 = ( ( TYPE_3 ) ( METHOD_3 ( VAR_4 ) ) ) ; METHOD_4 ( ) ; },protected void METHOD_1 ( TYPE_1 VAR_1 ) { super . METHOD_1 ( VAR_1 ) ; VAR_2 = TYPE_2 . METHOD_2 ( this ) ; METHOD_4 ( ) ; },"['Delete FieldWrite', 'Delete TypeReference', 'Delete TypeAccess', 'Delete Invocation', 'Delete Assignment']",60
void METHOD_1 ( ) { VAR_1 = true ; state . METHOD_1 ( ) ; },void METHOD_1 ( ) { state . METHOD_1 ( ) ; },"['Delete FieldWrite', 'Delete Literal', 'Delete Assignment']",62
public void METHOD_1 ( java.lang.Boolean VAR_1 ) { VAR_2 = VAR_1 ; },public java.lang.Boolean METHOD_1 ( java.lang.Boolean VAR_1 ) { return ( VAR_2 ) == VAR_1 ; },"['Update TypeReference', 'Insert Return', 'Insert BinaryOperator', 'Insert FieldRead', 'Move VariableRead', 'Delete FieldWrite', 'Delete Assignment']",63
public void METHOD_1 ( android.content.Context VAR_1 ) { if ( ( VAR_2 ) != null ) { VAR_1 . METHOD_2 ( VAR_2 ) ; VAR_2 = null ; VAR_3 = null ; } },public void METHOD_1 ( android.content.Context VAR_1 ) { if ( ( VAR_2 ) != null ) { VAR_1 . METHOD_2 ( VAR_2 ) ; VAR_2 = null ; } },"['Delete FieldWrite', 'Delete Literal', 'Delete Assignment']",64
public void METHOD_1 ( int y ) { position = position . METHOD_2 ( y ) ; },public void METHOD_1 ( int y ) { position . METHOD_2 ( y ) ; },"['Move Invocation', 'Delete FieldWrite', 'Delete Assignment']",65
public synchronized void METHOD_1 ( ) { VAR_1 = false ; METHOD_2 ( VAR_2 ) ; VAR_2 = 0 ; },public void METHOD_1 ( ) { METHOD_2 ( VAR_2 ) ; VAR_2 = 0 ; },"['Delete Wra', 'Delete FieldWrite', 'Delete Literal', 'Delete Assignment']",66
public void METHOD_1 ( ) { if ( ( VAR_1 ) != null ) { VAR_2 = null ; VAR_3 = null ; VAR_4 = null ; VAR_5 = null ; } },public void METHOD_1 ( ) { if ( ( VAR_1 ) != null ) { VAR_2 = null ; VAR_3 = null ; VAR_4 = null ; } },"['Delete FieldWrite', 'Delete Literal', 'Delete Assignment']",67
