fixed_code,buggy_code,gumtree_baseline,line_in_dataset,gpt_attempt1,baseline_nodes,gpt_nodes,node_set_match,jaccard_score,precision,recall,f1_score,tp,fp,fn
10,public void init ( TYPE_1 VAR_1 ) { VAR_2 = new java.util.Random ( ) ; this . VAR_1 = VAR_1 ; METHOD_1 ( ) ; METHOD_2 ( ) ; VAR_3 = new TYPE_2 ( ) ; VAR_4 . init ( ) ; VAR_5 = new TYPE_3 ( ) ; },public void init ( TYPE_1 VAR_1 ) { this . VAR_1 = VAR_1 ; METHOD_2 ( ) ; VAR_3 = new TYPE_2 ( ) ; VAR_4 . init ( ) ; VAR_5 = new TYPE_3 ( ) ; },"['Delete FieldWrite', 'Delete ConstructorCall', 'Delete Assignment', 'Delete Invocation']",18,"['Delete Assignment', 'Delete ConstructorCall', 'Delete Invocation']","['FieldWrite', 'ConstructorCall', 'Assignment', 'Invocation']","['Assignment', 'ConstructorCall', 'Invocation']",GPT Missed Nodes,0.75,1.0,0.75,0.8571428571428571,3,0,1
11,public void METHOD_1 ( ) { if ( ( METHOD_2 ( ) ) && ( ( VAR_1 ) != null ) ) { VAR_1 . METHOD_3 ( ) ; } else { VAR_2 = TYPE_1 . METHOD_4 ( ) ; } },public void METHOD_1 ( ) { if ( METHOD_2 ( ) ) { if ( ( VAR_1 ) != null ) { VAR_1 . METHOD_3 ( ) ; } } },"['Move Invocation', 'Insert Block', 'Insert If', 'Move BinaryOperator', 'Move Block', 'Delete BinaryOperator', 'Delete FieldWrite', 'Delete TypeAccess', 'Delete Invocation', 'Delete Assignment', 'Delete Block']",20,"['Delete BinaryOperator', 'Delete Invocation', 'Delete Block', 'Delete Assignment', 'Delete TypeAccess', 'Delete Invocation', 'Insert If', 'Insert Block']","['Invocation', 'Block', 'If', 'BinaryOperator', 'Block', 'BinaryOperator', 'FieldWrite', 'TypeAccess', 'Invocation', 'Assignment', 'Block']","['BinaryOperator', 'Invocation', 'Block', 'Assignment', 'TypeAccess', 'Invocation', 'If', 'Block']",GPT Missed Nodes,0.8571428571428571,0.875,0.6363636363636364,0.7368421052631579,7,1,4
12,public void METHOD_1 ( ) { super . METHOD_1 ( ) ; VAR_1 . METHOD_2 ( VAR_2 ) ; VAR_3 . METHOD_3 ( ) ; VAR_3 = null ; },public void METHOD_1 ( ) { super . METHOD_1 ( ) ; VAR_3 . METHOD_3 ( ) ; },"['Delete TypeAccess', 'Delete TypeAccess', 'Delete Invocation', 'Delete FieldWrite', 'Delete Literal', 'Delete Assignment']",21,"['Delete Invocation', 'Delete VariableRead', 'Delete Assignment', 'Delete Literal']","['TypeAccess', 'TypeAccess', 'Invocation', 'FieldWrite', 'Literal', 'Assignment']","['Invocation', 'VariableRead', 'Assignment', 'Literal']",Partial Match,0.5,0.75,0.5,0.6,3,1,3
13,"public boolean METHOD_1 ( ) { this . VAR_1 = new TYPE_1 ( this . getContext ( ) ) ; VAR_2 . i ( VAR_3 , STRING_1 ) ; return true ; }",public boolean METHOD_1 ( ) { return false ; },"['Update Literal', 'Delete ThisAccess', 'Delete FieldWrite', 'Delete ThisAccess', 'Delete Invocation', 'Delete ConstructorCall', 'Delete Assignment', 'Delete TypeAccess', 'Delete TypeAccess', 'Delete TypeAccess', 'Delete Invocation']",22,"['Delete ThisAccess', 'Delete FieldWrite', 'Delete ConstructorCall', 'Delete TypeReference', 'Delete ThisAccess', 'Delete Invocation', 'Delete VariableRead', 'Delete VariableRead', 'Delete Literal', 'Update Literal']","['Literal', 'ThisAccess', 'FieldWrite', 'ThisAccess', 'Invocation', 'ConstructorCall', 'Assignment', 'TypeAccess', 'TypeAccess', 'TypeAccess', 'Invocation']","['ThisAccess', 'FieldWrite', 'ConstructorCall', 'TypeReference', 'ThisAccess', 'Invocation', 'VariableRead', 'VariableRead', 'Literal', 'Literal']",Partial Match,0.5555555555555556,0.6,0.5454545454545454,0.5714285714285713,6,4,5
14,public void METHOD_1 ( ) { this . VAR_1 = false ; if ( ( VAR_2 ) != null ) { VAR_2 . METHOD_2 ( this ) ; } if ( ( VAR_3 ) != null ) { VAR_3 . METHOD_3 ( this ) ; } },public void METHOD_1 ( ) { if ( ( VAR_2 ) != null ) { VAR_2 . METHOD_2 ( this ) ; } if ( ( VAR_3 ) != null ) { VAR_3 . METHOD_3 ( this ) ; } },"['Delete ThisAccess', 'Delete FieldWrite', 'Delete Literal', 'Delete Assignment']",23,"['Delete ThisAccess', 'Delete FieldWrite', 'Delete Literal', 'Delete Assignment']","['ThisAccess', 'FieldWrite', 'Literal', 'Assignment']","['ThisAccess', 'FieldWrite', 'Literal', 'Assignment']",Exact Match,1.0,1.0,1.0,1.0,4,0,0
15,public void METHOD_1 ( TYPE_1 VAR_1 ) { super . METHOD_1 ( VAR_1 ) ; getActivity ( ) . METHOD_2 ( ) . METHOD_3 ( VAR_2 ) ; VAR_3 = ( ( TYPE_2 ) ( getActivity ( ) ) ) ; },public void METHOD_1 ( TYPE_1 VAR_1 ) { super . METHOD_1 ( VAR_1 ) ; getActivity ( ) . METHOD_2 ( ) . METHOD_3 ( VAR_2 ) ; },"['Delete FieldWrite', 'Delete TypeReference', 'Delete Invocation', 'Delete Assignment']",25,"['Delete Assignment', 'Delete TypeReference', 'Delete ConstructorCall', 'Delete Invocation']","['FieldWrite', 'TypeReference', 'Invocation', 'Assignment']","['Assignment', 'TypeReference', 'ConstructorCall', 'Invocation']",Partial Match,0.6,0.75,0.75,0.75,3,1,1
16,public TYPE_1 METHOD_1 ( ) { VAR_1 = false ; VAR_2 = false ; return this ; },public TYPE_1 METHOD_1 ( ) { VAR_1 = false ; return this ; },"['Delete FieldWrite', 'Delete Literal', 'Delete Assignment']",26,"['Delete Assignment', 'Delete Literal', 'Delete VariableRead']","['FieldWrite', 'Literal', 'Assignment']","['Assignment', 'Literal', 'VariableRead']",Partial Match,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,2,1,1
17,public void METHOD_1 ( TYPE_1 VAR_1 ) { VAR_2 = VAR_1 instanceof TYPE_2 ; },public void METHOD_1 ( TYPE_1 VAR_1 ) { },"['Delete FieldWrite', 'Delete VariableRead', 'Delete TypeAccess', 'Delete BinaryOperator', 'Delete Assignment']",27,"['Delete Assignment', 'Delete VariableRead', 'Delete TypeReference', 'Delete VariableRead']","['FieldWrite', 'VariableRead', 'TypeAccess', 'BinaryOperator', 'Assignment']","['Assignment', 'VariableRead', 'TypeReference', 'VariableRead']",Partial Match,0.3333333333333333,0.5,0.4,0.4444444444444445,2,2,3
18,private void METHOD_1 ( ) { VAR_1 . METHOD_2 ( this ) ; VAR_2 = false ; },private void METHOD_1 ( ) { VAR_1 . METHOD_2 ( this ) ; },"['Delete FieldWrite', 'Delete Literal', 'Delete Assignment']",28,"['Delete Assignment', 'Delete Literal']","['FieldWrite', 'Literal', 'Assignment']","['Assignment', 'Literal']",GPT Missed Nodes,0.6666666666666666,1.0,0.6666666666666666,0.8,2,0,1
19,"public void METHOD_1 ( ) { METHOD_2 ( VAR_1 , VAR_1 ) ; VAR_2 = null ; VAR_3 = true ; }","public void METHOD_1 ( ) { METHOD_2 ( VAR_1 , VAR_1 ) ; VAR_2 = null ; }","['Delete FieldWrite', 'Delete Literal', 'Delete Assignment']",29,"['Delete Assignment', 'Delete Literal']","['FieldWrite', 'Literal', 'Assignment']","['Assignment', 'Literal']",GPT Missed Nodes,0.6666666666666666,1.0,0.6666666666666666,0.8,2,0,1
20,public void METHOD_1 ( TYPE_1 VAR_1 ) { this . VAR_1 = VAR_1 ; for ( TYPE_2 VAR_2 : VAR_3 ) { VAR_2 . METHOD_1 ( VAR_1 ) ; } },public void METHOD_1 ( TYPE_1 VAR_1 ) { for ( TYPE_2 VAR_2 : VAR_3 ) { VAR_2 . METHOD_1 ( VAR_1 ) ; } },"['Delete ThisAccess', 'Delete FieldWrite', 'Delete VariableRead', 'Delete Assignment']",30,"['Delete ThisAccess', 'Delete FieldWrite', 'Delete VariableRead', 'Delete Assignment']","['ThisAccess', 'FieldWrite', 'VariableRead', 'Assignment']","['ThisAccess', 'FieldWrite', 'VariableRead', 'Assignment']",Exact Match,1.0,1.0,1.0,1.0,4,0,0
21,public void METHOD_1 ( TYPE_1 VAR_1 ) { VAR_2 = false ; VAR_3 = 0.0F ; VAR_4 = 0 ; VAR_5 = false ; METHOD_2 ( ) ; },public void METHOD_1 ( TYPE_1 VAR_1 ) { VAR_2 = false ; VAR_3 = 0.0F ; VAR_5 = false ; METHOD_2 ( ) ; },"['Delete FieldWrite', 'Delete Literal', 'Delete Assignment']",31,['Delete Assignment'],"['FieldWrite', 'Literal', 'Assignment']",['Assignment'],GPT Missed Nodes,0.3333333333333333,1.0,0.3333333333333333,0.5,1,0,2
22,private void METHOD_1 ( ) { VAR_1 . METHOD_2 ( 0 ) ; VAR_2 = false ; },private void METHOD_1 ( ) { VAR_1 . METHOD_2 ( 0 ) ; },"['Delete FieldWrite', 'Delete Literal', 'Delete Assignment']",35,"['Delete Assignment', 'Delete Literal', 'Delete VariableRead']","['FieldWrite', 'Literal', 'Assignment']","['Assignment', 'Literal', 'VariableRead']",Partial Match,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,2,1,1
23,"protected void METHOD_1 ( ) { super . METHOD_1 ( ) ; VAR_1 . METHOD_2 ( VAR_2 ) ; VAR_3 . METHOD_3 ( ) ; TYPE_1 . METHOD_4 ( VAR_4 , VAR_5 , VAR_6 ) ; VAR_7 = null ; }","protected void METHOD_1 ( ) { super . METHOD_1 ( ) ; TYPE_1 . METHOD_4 ( VAR_4 , VAR_5 , VAR_6 ) ; }","['Delete TypeAccess', 'Delete TypeAccess', 'Delete Invocation', 'Delete TypeAccess', 'Delete Invocation', 'Delete FieldWrite', 'Delete Literal', 'Delete Assignment']",36,"['Delete Invocation', 'Delete VariableRead', 'Delete Invocation', 'Delete VariableRead', 'Delete Assignment', 'Delete Literal']","['TypeAccess', 'TypeAccess', 'Invocation', 'TypeAccess', 'Invocation', 'FieldWrite', 'Literal', 'Assignment']","['Invocation', 'VariableRead', 'Invocation', 'VariableRead', 'Assignment', 'Literal']",Partial Match,0.5,0.6666666666666666,0.5,0.5714285714285715,4,2,4
24,public void init ( TYPE_1 VAR_1 ) { VAR_2 = new TYPE_2 ( ) ; VAR_3 = new TYPE_3 ( ) ; VAR_2 . METHOD_1 ( ( ( TYPE_4 ) ( VAR_1 ) ) ) ; VAR_3 . METHOD_2 ( VAR_1 ) ; },public void init ( TYPE_1 VAR_1 ) { VAR_2 . METHOD_1 ( ( ( TYPE_4 ) ( VAR_1 ) ) ) ; VAR_3 . METHOD_2 ( VAR_1 ) ; },"['Delete FieldWrite', 'Delete ConstructorCall', 'Delete Assignment', 'Delete FieldWrite', 'Delete ConstructorCall', 'Delete Assignment']",42,"['Delete Assignment', 'Delete ConstructorCall', 'Delete Assignment', 'Delete ConstructorCall']","['FieldWrite', 'ConstructorCall', 'Assignment', 'FieldWrite', 'ConstructorCall', 'Assignment']","['Assignment', 'ConstructorCall', 'Assignment', 'ConstructorCall']",GPT Missed Nodes,0.6666666666666666,1.0,0.6666666666666666,0.8,4,0,2
25,"public static void METHOD_1 ( TYPE_1 VAR_1 ) { if ( VAR_1 != null ) VAR_2 = VAR_1 . METHOD_2 ( ) ; else VAR_2 = null ; TYPE_2 . METHOD_3 ( VAR_3 , ( STRING_1 + ( VAR_2 ) ) ) ; }","public static void METHOD_1 ( TYPE_1 VAR_1 ) { VAR_2 = VAR_1 . METHOD_2 ( ) ; TYPE_2 . METHOD_3 ( VAR_3 , ( STRING_1 + ( VAR_2 ) ) ) ; }","['Move Assignment', 'Delete VariableRead', 'Delete Literal', 'Delete BinaryOperator', 'Delete Block', 'Delete FieldWrite', 'Delete Literal', 'Delete Assignment', 'Delete Block', 'Delete If']",44,['Delete If'],"['Assignment', 'VariableRead', 'Literal', 'BinaryOperator', 'Block', 'FieldWrite', 'Literal', 'Assignment', 'Block', 'If']",['If'],GPT Missed Nodes,0.14285714285714285,1.0,0.1,0.18181818181818182,1,0,9
26,public boolean METHOD_1 ( TYPE_1 item ) { int id = item . METHOD_2 ( ) ; if ( id == ( VAR_1 ) ) { this . VAR_2 = false ; METHOD_3 ( ) ; } return super . METHOD_1 ( item ) ; },public boolean METHOD_1 ( TYPE_1 item ) { int id = item . METHOD_2 ( ) ; if ( id == ( VAR_1 ) ) { METHOD_3 ( ) ; } return super . METHOD_1 ( item ) ; },"['Delete ThisAccess', 'Delete FieldWrite', 'Delete Literal', 'Delete Assignment']",45,"['Delete ThisAccess', 'Delete FieldWrite', 'Delete Literal']","['ThisAccess', 'FieldWrite', 'Literal', 'Assignment']","['ThisAccess', 'FieldWrite', 'Literal']",GPT Missed Nodes,0.75,1.0,0.75,0.8571428571428571,3,0,1
27,"public void METHOD_1 ( ) { super . METHOD_1 ( ) ; TYPE_1 . METHOD_2 ( VAR_1 , STRING_1 ) ; TYPE_1 . METHOD_2 ( STRING_2 , ( STRING_3 + ( VAR_2 . size ( ) ) ) ) ; VAR_3 = VAR_4 ; }","public void METHOD_1 ( ) { super . METHOD_1 ( ) ; TYPE_1 . METHOD_2 ( VAR_1 , STRING_1 ) ; }","['Delete TypeAccess', 'Delete TypeAccess', 'Delete FieldRead', 'Delete TypeAccess', 'Delete Invocation', 'Delete BinaryOperator', 'Delete Invocation', 'Delete FieldWrite', 'Delete FieldRead', 'Delete Assignment']",47,"['Delete TypeAccess', 'Delete Invocation', 'Delete Literal', 'Delete Literal', 'Delete BinaryOperator', 'Delete FieldRead', 'Delete Invocation', 'Delete Assignment']","['TypeAccess', 'TypeAccess', 'FieldRead', 'TypeAccess', 'Invocation', 'BinaryOperator', 'Invocation', 'FieldWrite', 'FieldRead', 'Assignment']","['TypeAccess', 'Invocation', 'Literal', 'Literal', 'BinaryOperator', 'FieldRead', 'Invocation', 'Assignment']",Partial Match,0.7142857142857143,0.75,0.6,0.6666666666666665,6,2,4
28,"public void METHOD_1 ( TYPE_1 VAR_1 ) { if ( VAR_2 ) { TYPE_2 . METHOD_2 ( null , STRING_1 ) ; } else { VAR_3 . isEmpty = false ; TYPE_3 . METHOD_3 ( TYPE_3 . METHOD_4 ( ) ) ; } }",public void METHOD_1 ( TYPE_1 VAR_1 ) { },"['Delete FieldRead', 'Delete TypeAccess', 'Delete Literal', 'Delete TypeAccess', 'Delete Invocation', 'Delete Block', 'Delete FieldWrite', 'Delete Literal', 'Delete Assignment', 'Delete TypeAccess', 'Delete TypeAccess', 'Delete Invocation', 'Delete Invocation', 'Delete Block', 'Delete If']",48,"['Delete If', 'Delete FieldWrite', 'Delete TypeAccess', 'Delete Invocation', 'Delete TypeAccess', 'Delete Invocation', 'Delete Literal', 'Delete TypeAccess', 'Delete Invocation']","['FieldRead', 'TypeAccess', 'Literal', 'TypeAccess', 'Invocation', 'Block', 'FieldWrite', 'Literal', 'Assignment', 'TypeAccess', 'TypeAccess', 'Invocation', 'Invocation', 'Block', 'If']","['If', 'FieldWrite', 'TypeAccess', 'Invocation', 'TypeAccess', 'Invocation', 'Literal', 'TypeAccess', 'Invocation']",GPT Missed Nodes,0.625,1.0,0.6,0.7499999999999999,9,0,6
29,"public void METHOD_1 ( TYPE_1 VAR_1 ) { super . METHOD_1 ( VAR_1 ) ; TYPE_2 . METHOD_2 ( VAR_2 , STRING_1 ) ; VAR_3 = new java.util.ArrayList < > ( ) ; VAR_4 = new TYPE_3 ( ) ; VAR_5 = new TYPE_4 ( ) ; }","public void METHOD_1 ( TYPE_1 VAR_1 ) { super . METHOD_1 ( VAR_1 ) ; TYPE_2 . METHOD_2 ( VAR_2 , STRING_1 ) ; VAR_3 = new java.util.ArrayList < > ( ) ; VAR_4 = new TYPE_3 ( ) ; }","['Delete FieldWrite', 'Delete ConstructorCall', 'Delete Assignment']",49,"['Delete Assignment', 'Delete ConstructorCall', 'Delete TypeReference']","['FieldWrite', 'ConstructorCall', 'Assignment']","['Assignment', 'ConstructorCall', 'TypeReference']",Partial Match,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,2,1,1
30,public void METHOD_1 ( ) { super . METHOD_1 ( ) ; VAR_1 . METHOD_2 ( VAR_2 ) ; VAR_1 = null ; },public void METHOD_1 ( ) { super . METHOD_1 ( ) ; },"['Delete TypeAccess', 'Delete TypeAccess', 'Delete Invocation', 'Delete FieldWrite', 'Delete Literal', 'Delete Assignment']",50,"['Delete Invocation', 'Delete VariableRead', 'Delete Invocation', 'Delete Assignment', 'Delete VariableRead', 'Delete Literal']","['TypeAccess', 'TypeAccess', 'Invocation', 'FieldWrite', 'Literal', 'Assignment']","['Invocation', 'VariableRead', 'Invocation', 'Assignment', 'VariableRead', 'Literal']",Partial Match,0.5,0.5,0.5,0.5,3,3,3
31,"public int METHOD_1 ( android.content.Intent intent , int VAR_1 , int VAR_2 ) { if ( VAR_3 ) { METHOD_2 ( ) ; VAR_3 = false ; } return VAR_4 ; }","public int METHOD_1 ( android.content.Intent intent , int VAR_1 , int VAR_2 ) { METHOD_2 ( ) ; return VAR_4 ; }","['Move Invocation', 'Delete FieldRead', 'Delete FieldWrite', 'Delete Literal', 'Delete Assignment', 'Delete Block', 'Delete If']",51,['Delete If'],"['Invocation', 'FieldRead', 'FieldWrite', 'Literal', 'Assignment', 'Block', 'If']",['If'],GPT Missed Nodes,0.14285714285714285,1.0,0.14285714285714285,0.25,1,0,6
32,"public void METHOD_1 ( TYPE_1 name , TYPE_2 VAR_1 ) { if ( VAR_2 ) TYPE_3 . METHOD_2 ( VAR_3 , STRING_1 ) ; VAR_4 = new TYPE_4 ( VAR_1 ) ; VAR_5 = true ; }","public void METHOD_1 ( TYPE_1 name , TYPE_2 VAR_1 ) { if ( VAR_2 ) TYPE_3 . METHOD_2 ( VAR_3 , STRING_1 ) ; VAR_4 = new TYPE_4 ( VAR_1 ) ; }","['Delete FieldWrite', 'Delete Literal', 'Delete Assignment']",52,"['Delete Assignment', 'Delete Literal']","['FieldWrite', 'Literal', 'Assignment']","['Assignment', 'Literal']",GPT Missed Nodes,0.6666666666666666,1.0,0.6666666666666666,0.8,2,0,1
33,protected void METHOD_1 ( TYPE_1 VAR_1 ) { super . METHOD_1 ( VAR_1 ) ; METHOD_2 ( VAR_2 ) ; VAR_3 = TYPE_2 . METHOD_3 ( ) ; METHOD_4 ( ) ; },protected void METHOD_1 ( TYPE_1 VAR_1 ) { super . METHOD_1 ( VAR_1 ) ; METHOD_2 ( VAR_2 ) ; METHOD_4 ( ) ; },"['Delete FieldWrite', 'Delete TypeAccess', 'Delete Invocation', 'Delete Assignment']",53,"['Delete Assignment', 'Delete TypeAccess', 'Delete Invocation']","['FieldWrite', 'TypeAccess', 'Invocation', 'Assignment']","['Assignment', 'TypeAccess', 'Invocation']",GPT Missed Nodes,0.75,1.0,0.75,0.8571428571428571,3,0,1
34,"public void METHOD_1 ( ) { TYPE_1 VAR_1 = new TYPE_1 ( ( ( VAR_2 ) - INT_1 ) , ( ( VAR_3 ) - INT_1 ) ) ; VAR_4 . show ( ) ; VAR_5 = VAR_6 ; METHOD_2 ( ) ; }","public void METHOD_1 ( ) { TYPE_1 VAR_1 = new TYPE_1 ( ( ( VAR_2 ) - INT_1 ) , ( ( VAR_3 ) - INT_1 ) ) ; VAR_4 . show ( ) ; METHOD_2 ( ) ; }","['Delete FieldWrite', 'Delete FieldRead', 'Delete Assignment']",55,"['Delete Assignment', 'Delete VariableRead', 'Delete VariableRead']","['FieldWrite', 'FieldRead', 'Assignment']","['Assignment', 'VariableRead', 'VariableRead']",Partial Match,0.25,0.3333333333333333,0.3333333333333333,0.3333333333333333,1,2,2
