Unnamed: 0,fixed_code,buggy_code,gumtree_baseline,line_in_dataset,gpt_attempt1,baseline_nodes,gpt_nodes,node_set_match,jaccard_score,precision,recall,f1_score,tp,fp,fn
10,10,public int METHOD_1 ( ) { return this . VAR_1 = VAR_1 ; },public METHOD_1 ( int VAR_1 ) { return this . VAR_1 = VAR_1 ; },"['Insert Parameter', 'Insert TypeReference', 'Insert VariableRead', 'Delete TypeReference', 'Delete FieldRead']",12,"['Delete TypeReference', 'Insert Parameter']","['Parameter', 'TypeReference', 'VariableRead', 'TypeReference', 'FieldRead']","['TypeReference', 'Parameter']",GPT Missed Nodes,0.5,1.0,0.4,0.5714285714285715,2,0,3
11,11,"public boolean METHOD_1 ( TYPE_1 VAR_1 , TYPE_1 VAR_2 ) { return true ; }","public boolean METHOD_1 ( TYPE_1 VAR_1 , TYPE_1 VAR_2 ) { return false ; }",['Update Literal'],13,['Update Literal'],['Literal'],['Literal'],Exact Match,1.0,1.0,1.0,1.0,1,0,0
12,12,protected java.util.Set < TYPE_1 > METHOD_1 ( ) { java.util.Set < TYPE_1 > VAR_1 = METHOD_2 ( ) ; VAR_1 . METHOD_3 ( METHOD_4 ( ) ) ; VAR_1 . METHOD_3 ( METHOD_5 ( ) ) ; return VAR_1 ; },private java.util.Set < TYPE_1 > METHOD_1 ( ) { java.util.Set < TYPE_1 > VAR_1 = METHOD_2 ( ) ; VAR_1 . METHOD_3 ( METHOD_4 ( ) ) ; VAR_1 . METHOD_3 ( METHOD_5 ( ) ) ; return VAR_1 ; },['Update Wra'],15,['Update Wra'],['Wra'],['Wra'],Exact Match,1.0,1.0,1.0,1.0,1,0,0
13,13,"java.util.List < TYPE_1 > METHOD_1 ( java.lang.String VAR_1 , java.lang.String VAR_2 , java.util.List < TYPE_2 > VAR_3 , java.lang.String VAR_4 ) ;","java.util.List < TYPE_1 > METHOD_1 ( java.lang.String VAR_1 , java.lang.String VAR_2 , java.util.List < TYPE_2 > VAR_3 ) ;","['Delete TypeReference', 'Delete Parameter']",16,['Delete Parameter'],"['TypeReference', 'Parameter']",['Parameter'],GPT Missed Nodes,0.5,1.0,0.5,0.6666666666666666,1,0,1
14,14,public void METHOD_1 ( ) { TYPE_1 . METHOD_2 ( VAR_1 . METHOD_3 ( VAR_2 ) ) . METHOD_4 ( false ) ; TYPE_1 . METHOD_5 ( VAR_1 ) ; boolean result = VAR_3 . METHOD_3 ( VAR_2 ) ; TYPE_2 . METHOD_6 ( result ) ; },public void METHOD_1 ( ) { TYPE_1 . METHOD_2 ( VAR_1 . METHOD_3 ( VAR_2 ) ) . METHOD_4 ( false ) ; TYPE_1 . METHOD_5 ( VAR_1 ) ; boolean result = VAR_3 . METHOD_3 ( VAR_2 ) ; METHOD_6 ( result ) ; },['Update TypeAccess'],17,['Delete TypeAccess'],['TypeAccess'],['TypeAccess'],Exact Match,1.0,0.0,0.0,0.0,0,1,1
15,15,"private void METHOD_1 ( ) { new TYPE_1 ( this ) . execute ( VAR_1 . toString ( ) , VAR_2 . getText ( ) . toString ( ) , VAR_3 , ""true"" , STRING_1 ) ; }","private void METHOD_1 ( ) { new TYPE_1 ( this ) . execute ( VAR_1 . toString ( ) , VAR_2 . getText ( ) . toString ( ) , VAR_3 , ""true"" ) ; }",['Delete TypeAccess'],19,['Delete VariableRead'],['TypeAccess'],['VariableRead'],Partial Match,0.0,0.0,0.0,0.0,0,1,1
16,16,private int METHOD_1 ( int VAR_1 ) { return ( ( ( VAR_2 . getId ( ) ) < < INT_1 ) | ( ( ( VAR_3 ) & INT_2 ) < < INT_3 ) ) | ( VAR_1 & INT_4 ) ; },private int METHOD_1 ( int VAR_1 ) { return ( ( ( this . VAR_2 . getId ( ) ) < < INT_1 ) | ( ( ( this . VAR_3 ) & INT_2 ) < < INT_3 ) ) | ( VAR_1 & INT_4 ) ; },"['Insert FieldRead', 'Insert ThisAccess', 'Insert ThisAccess', 'Delete TypeAccess']",20,"['Insert ThisAccess', 'Insert ThisAccess']","['FieldRead', 'ThisAccess', 'ThisAccess', 'TypeAccess']","['ThisAccess', 'ThisAccess']",GPT Missed Nodes,0.3333333333333333,1.0,0.5,0.6666666666666666,2,0,2
17,17,"public void METHOD_1 ( TYPE_1 writer ) throws java.io.IOException { if ( ( this . VAR_1 ) != null ) { writer . METHOD_2 ( VAR_2 , INT_1 , TYPE_2 . METHOD_3 ( this . VAR_1 . METHOD_4 ( ) ) ) ; } }","public void METHOD_1 ( TYPE_1 writer ) throws java.io.IOException { if ( ( this . VAR_1 ) == null ) { } else { writer . METHOD_2 ( VAR_2 , INT_1 , TYPE_2 . METHOD_3 ( this . VAR_1 . METHOD_4 ( ) ) ) ; } }","['Update BinaryOperator', 'Insert Block', 'Move Invocation']",21,"['Update BinaryOperator', 'Insert Block', 'Insert If']","['BinaryOperator', 'Block', 'Invocation']","['BinaryOperator', 'Block', 'If']",Partial Match,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,2,1,1
18,18,"public void METHOD_1 ( ) { java.util.List < TYPE_1 > VAR_1 = VAR_2 . METHOD_2 ( new TYPE_2 ( STRING_1 ) ) . execute ( STRING_2 , true ) ; org.testng.Assert.assertEquals ( VAR_3 . size ( ) , 1 ) ; }","public void METHOD_1 ( ) { java.util.List < TYPE_1 > VAR_1 = VAR_2 . METHOD_2 ( new TYPE_2 ( STRING_1 ) ) . execute ( STRING_2 , true ) ; assertEquals ( VAR_3 . size ( ) , 1 ) ; }",['Delete FieldRead'],23,['Delete TypeAccess'],['FieldRead'],['TypeAccess'],Partial Match,0.0,0.0,0.0,0.0,0,1,1
19,19,"public void METHOD_1 ( TYPE_1 VAR_1 ) { int VAR_2 = VAR_1 . METHOD_2 ( ) ; if ( ( getInt ( STRING_1 ) ) < VAR_2 ) { METHOD_3 ( VAR_1 . METHOD_4 ( ) , getInt ( STRING_1 ) ) ; } }","public void METHOD_1 ( TYPE_1 VAR_1 ) { int VAR_2 = VAR_1 . METHOD_2 ( ) ; if ( ( getInt ( STRING_1 ) ) < VAR_2 ) { METHOD_3 ( VAR_1 . METHOD_4 ( ) , VAR_2 ) ; } }","['Insert VariableRead', 'Delete TypeAccess', 'Delete Invocation']",24,"['Delete Invocation', 'Delete TypeAccess', 'Insert VariableRead']","['VariableRead', 'TypeAccess', 'Invocation']","['Invocation', 'TypeAccess', 'VariableRead']",Exact Match,1.0,1.0,1.0,1.0,3,0,0
20,20,public java.lang.Object getData ( ) { return data ; },private java.lang.Object getData ( ) { return data ; },['Update Wra'],25,['Update Wra'],['Wra'],['Wra'],Exact Match,1.0,1.0,1.0,1.0,1,0,0
21,21,public boolean METHOD_1 ( int VAR_1 ) { int VAR_2 = ( this . VAR_3 ) - VAR_1 ; return ( VAR_2 >= ( this . VAR_4 ) ) && ( VAR_2 <= ( this . VAR_5 ) ) ; },public boolean METHOD_1 ( int VAR_1 ) { int VAR_2 = ( VAR_3 ) - VAR_1 ; return ( VAR_2 >= ( VAR_4 ) ) && ( VAR_2 <= ( VAR_5 ) ) ; },"['Insert BinaryOperator', 'Insert BinaryOperator', 'Move VariableRead', 'Insert FieldRead', 'Move VariableRead', 'Insert FieldRead', 'Delete ThisAccess', 'Delete ThisAccess', 'Delete FieldRead', 'Delete BinaryOperator', 'Delete ThisAccess', 'Delete FieldRead', 'Delete BinaryOperator']",26,"['Delete ThisAccess', 'Delete ThisAccess', 'Delete ThisAccess', 'Delete ThisAccess']","['BinaryOperator', 'BinaryOperator', 'VariableRead', 'FieldRead', 'VariableRead', 'FieldRead', 'ThisAccess', 'ThisAccess', 'FieldRead', 'BinaryOperator', 'ThisAccess', 'FieldRead', 'BinaryOperator']","['ThisAccess', 'ThisAccess', 'ThisAccess', 'ThisAccess']",GPT Missed Nodes,0.25,0.75,0.23076923076923078,0.3529411764705882,3,1,10
22,22,"void METHOD_1 ( java.util.List < TYPE_1 > data , int position , java.lang.String VAR_1 , java.lang.String VAR_2 , double VAR_3 ) ;","void METHOD_1 ( java.util.List < TYPE_1 > data , int position , java.lang.String VAR_1 ) ;","['Delete TypeReference', 'Delete Parameter', 'Delete TypeReference', 'Delete Parameter']",27,"['Delete Parameter', 'Delete Parameter']","['TypeReference', 'Parameter', 'TypeReference', 'Parameter']","['Parameter', 'Parameter']",GPT Missed Nodes,0.5,1.0,0.5,0.6666666666666666,2,0,2
23,23,public java.lang.String METHOD_1 ( ) { return message ; },private java.lang.String METHOD_1 ( ) { return message ; },['Update Wra'],28,['Update Wra'],['Wra'],['Wra'],Exact Match,1.0,1.0,1.0,1.0,1,0,0
24,24,"public java.lang.String METHOD_1 ( ) { return METHOD_2 ( METHOD_3 ( ) , true ) ; }",public java.lang.String METHOD_1 ( ) { return METHOD_2 ( METHOD_3 ( ) ) ; },['Delete Literal'],29,['Delete Literal'],['Literal'],['Literal'],Exact Match,1.0,1.0,1.0,1.0,1,0,0
25,25,"public final void METHOD_1 ( java.lang.String name , java.lang.String value ) { if ( VAR_1 . METHOD_2 ( name ) ) { VAR_1 . METHOD_1 ( name , value ) ; } else { METHOD_3 ( name , value ) ; } }","protected final void METHOD_1 ( java.lang.String name , java.lang.String value ) { if ( VAR_1 . METHOD_2 ( name ) ) { VAR_1 . METHOD_1 ( name , value ) ; } else { METHOD_3 ( name , value ) ; } }",['Update Wra'],30,['Update Wra'],['Wra'],['Wra'],Exact Match,1.0,1.0,1.0,1.0,1,0,0
26,26,public boolean METHOD_1 ( ) { if ( ! ( VAR_1 . isEmpty ( ) ) ) { return true ; } return false ; },public boolean METHOD_1 ( ) { if ( ! ( this . VAR_1 . isEmpty ( ) ) ) { return true ; } return false ; },"['Insert FieldRead', 'Insert ThisAccess', 'Delete TypeAccess']",31,['Insert ThisAccess'],"['FieldRead', 'ThisAccess', 'TypeAccess']",['ThisAccess'],GPT Missed Nodes,0.3333333333333333,1.0,0.3333333333333333,0.5,1,0,2
27,27,"public void METHOD_1 ( ) { VAR_1 . put ( 0 , ""0"" ) ; assertThat ( VAR_1 . size ( ) , TYPE_1 . METHOD_2 ( 1 ) ) ; }","public void METHOD_1 ( ) { VAR_1 . put ( 1 , ""0"" ) ; assertThat ( VAR_1 . size ( ) , TYPE_1 . METHOD_2 ( 1 ) ) ; }",['Update Literal'],32,['Update Literal'],['Literal'],['Literal'],Exact Match,1.0,1.0,1.0,1.0,1,0,0
28,28,"public void METHOD_1 ( TYPE_1 view , int VAR_1 , int VAR_2 , int VAR_3 ) { VAR_4 . setText ( ( ( ( ( VAR_1 + STRING_1 ) + VAR_2 ) + STRING_1 ) + VAR_3 ) ) ; }","public void METHOD_1 ( TYPE_1 view , int VAR_1 , int VAR_2 , int VAR_3 ) { VAR_4 . setText ( ( ( ( ( VAR_2 + STRING_1 ) + VAR_3 ) + STRING_1 ) + VAR_1 ) ) ; }","['Move BinaryOperator', 'Move VariableRead', 'Move BinaryOperator', 'Move VariableRead']",33,"['Move VariableRead', 'Move VariableRead', 'Move VariableRead']","['BinaryOperator', 'VariableRead', 'BinaryOperator', 'VariableRead']","['VariableRead', 'VariableRead', 'VariableRead']",GPT Missed Nodes,0.5,0.6666666666666666,0.5,0.5714285714285715,2,1,2
29,29,"public TYPE_1 METHOD_1 ( final TYPE_2 VAR_1 , final TYPE_3 VAR_2 ) { VAR_2 . METHOD_2 ( true ) ; return new TYPE_4 ( VAR_3 , VAR_2 , VAR_4 , VAR_5 ) . METHOD_1 ( VAR_1 ) ; }","public TYPE_1 METHOD_1 ( final TYPE_2 VAR_1 , final TYPE_3 VAR_2 ) { VAR_2 . METHOD_2 ( ) ; return new TYPE_4 ( VAR_3 , VAR_2 , VAR_4 , VAR_5 ) . METHOD_1 ( VAR_1 ) ; }",['Delete Literal'],34,['Delete Literal'],['Literal'],['Literal'],Exact Match,1.0,1.0,1.0,1.0,1,0,0
30,30,"int METHOD_1 ( TYPE_1 obj , short [ ] data , int VAR_1 , double VAR_2 , int VAR_3 ) ;","int METHOD_1 ( TYPE_1 obj , short [ ] data , long VAR_1 , double VAR_2 , int VAR_3 ) ;",['Update TypeReference'],35,['Update TypeReference'],['TypeReference'],['TypeReference'],Exact Match,1.0,1.0,1.0,1.0,1,0,0
31,31,public TYPE_1 iterator ( ) { return new TYPE_2 ( ) ; },public TYPE_1 iterator ( ) { return null ; },"['Insert Literal', 'Delete ConstructorCall']",36,"['Delete ConstructorCall', 'Insert Literal']","['Literal', 'ConstructorCall']","['ConstructorCall', 'Literal']",Exact Match,1.0,1.0,1.0,1.0,2,0,0
32,32,private static java.lang.String METHOD_1 ( ) { return TYPE_1 . METHOD_2 ( ) . METHOD_1 ( ) . toString ( ) . toLowerCase ( VAR_1 ) ; },private static java.lang.String METHOD_1 ( ) { return TYPE_1 . METHOD_2 ( ) . METHOD_1 ( ) . toString ( ) . toLowerCase ( ) ; },['Delete TypeAccess'],37,['Delete VariableRead'],['TypeAccess'],['VariableRead'],Partial Match,0.0,0.0,0.0,0.0,0,1,1
33,33,"private TYPE_1 METHOD_1 ( ) { return METHOD_2 ( STRING_1 , new TYPE_2 ( this . VAR_1 ) ) ; }","private TYPE_1 METHOD_1 ( ) { return METHOD_2 ( STRING_1 , new TYPE_2 ( ) ) ; }","['Delete ThisAccess', 'Delete FieldRead']",38,"['Delete ThisAccess', 'Delete FieldRead']","['ThisAccess', 'FieldRead']","['ThisAccess', 'FieldRead']",Exact Match,1.0,1.0,1.0,1.0,2,0,0
34,34,"public void METHOD_1 ( int i , java.lang.String VAR_1 , boolean b ) { VAR_2 . METHOD_2 ( ) ; VAR_3 . METHOD_3 ( new TYPE_1 ( VAR_1 ) , true ) ; METHOD_4 ( ( STRING_1 + VAR_1 ) , VAR_4 ) ; }","public void METHOD_1 ( int i , java.lang.String VAR_1 , boolean b ) { VAR_2 . METHOD_2 ( ) ; }","['Delete TypeAccess', 'Delete VariableRead', 'Delete ConstructorCall', 'Delete Literal', 'Delete Invocation', 'Delete FieldRead', 'Delete VariableRead', 'Delete BinaryOperator', 'Delete TypeAccess', 'Delete Invocation']",39,"['Delete Invocation', 'Delete ConstructorCall', 'Delete VariableRead', 'Delete Literal', 'Delete Invocation', 'Delete BinaryOperator', 'Delete VariableRead', 'Delete Invocation']","['TypeAccess', 'VariableRead', 'ConstructorCall', 'Literal', 'Invocation', 'FieldRead', 'VariableRead', 'BinaryOperator', 'TypeAccess', 'Invocation']","['Invocation', 'ConstructorCall', 'VariableRead', 'Literal', 'Invocation', 'BinaryOperator', 'VariableRead', 'Invocation']",GPT Missed Nodes,0.7142857142857143,0.875,0.7,0.7777777777777777,7,1,3
35,35,public int METHOD_1 ( ) { return VAR_1 ; },public int METHOD_1 ( ) { java.lang.System.out.println ( VAR_1 ) ; return VAR_1 ; },"['Insert Invocation', 'Insert FieldRead', 'Insert TypeAccess', 'Insert TypeAccess']",40,"['Insert TypeAccess', 'Insert TypeAccess', 'Insert Invocation']","['Invocation', 'FieldRead', 'TypeAccess', 'TypeAccess']","['TypeAccess', 'TypeAccess', 'Invocation']",GPT Missed Nodes,0.6666666666666666,1.0,0.75,0.8571428571428571,3,0,1
36,36,private static void add ( int value ) { if ( ( VAR_1 . length ) <= ( VAR_2 . size ) ) { TYPE_1 . METHOD_1 ( ) ; } VAR_3 [ ( ( VAR_2 . size ) ++ ) ] = value ; },private static void add ( int value ) { if ( ( VAR_1 . length ) >= ( VAR_2 . size ) ) { TYPE_1 . METHOD_1 ( ) ; } VAR_3 [ ( ( VAR_2 . size ) ++ ) ] = value ; },['Update BinaryOperator'],41,['Update BinaryOperator'],['BinaryOperator'],['BinaryOperator'],Exact Match,1.0,1.0,1.0,1.0,1,0,0
37,37,"public static void main ( java.lang.String [ ] args ) throws java.lang.Exception { TYPE_1 . METHOD_1 ( VAR_1 , VAR_2 , INT_1 ) ; }","public static void main ( java.lang.String [ ] args ) throws java.lang.Exception { TYPE_1 . METHOD_1 ( VAR_1 , VAR_2 ) ; }",['Delete TypeAccess'],43,['Delete VariableRead'],['TypeAccess'],['VariableRead'],Partial Match,0.0,0.0,0.0,0.0,0,1,1
38,38,"public void METHOD_1 ( ) { TYPE_1 VAR_1 = TYPE_2 . METHOD_2 ( ""true"" ) ; boolean VAR_2 = VAR_1 . METHOD_3 ( VAR_3 , new java.util.HashMap < > ( ) ) ; VAR_4 . assertTrue ( VAR_2 ) ; }","public void METHOD_1 ( ) { TYPE_1 VAR_1 = TYPE_2 . METHOD_2 ( ""true"" , true ) ; boolean VAR_2 = VAR_1 . METHOD_3 ( VAR_3 , new java.util.HashMap < > ( ) ) ; VAR_4 . assertTrue ( VAR_2 ) ; }",['Insert Literal'],44,['Insert Literal'],['Literal'],['Literal'],Exact Match,1.0,1.0,1.0,1.0,1,0,0
39,39,"public void METHOD_1 ( int VAR_1 , java.lang.String VAR_2 ) { VAR_3 . remove ( java.lang.Integer . METHOD_2 ( VAR_1 ) ) ; path [ VAR_4 ] = VAR_1 ; VAR_5 [ VAR_4 ] = VAR_2 ; ( VAR_4 ) ++ ; }","public static void METHOD_1 ( int VAR_1 , java.lang.String VAR_2 ) { VAR_3 . remove ( java.lang.Integer . METHOD_2 ( VAR_1 ) ) ; path [ VAR_4 ] = VAR_1 ; VAR_5 [ VAR_4 ] = VAR_2 ; ( VAR_4 ) ++ ; }",['Insert Wra'],46,['Insert Wra'],['Wra'],['Wra'],Exact Match,1.0,1.0,1.0,1.0,1,0,0
40,40,public double METHOD_1 ( ) { return ( ( VAR_1 ) / ( VAR_2 . getValue ( ) ) ) * INT_1 ; },private double METHOD_1 ( ) { return ( ( VAR_1 ) / ( VAR_2 . getValue ( ) ) ) * INT_1 ; },['Update Wra'],47,['Update Wra'],['Wra'],['Wra'],Exact Match,1.0,1.0,1.0,1.0,1,0,0
41,41,"protected void METHOD_1 ( TYPE_1 VAR_1 , int length ) throws TYPE_2 { VAR_1 . METHOD_2 ( ) ; VAR_1 . METHOD_3 ( ) ; VAR_2 . METHOD_4 ( VAR_1 , length ) ; }","protected void METHOD_1 ( TYPE_1 VAR_1 , int length ) throws TYPE_2 { VAR_1 . METHOD_2 ( ) ; VAR_2 . METHOD_4 ( VAR_1 , length ) ; }","['Delete VariableRead', 'Delete Invocation']",48,['Delete Invocation'],"['VariableRead', 'Invocation']",['Invocation'],GPT Missed Nodes,0.5,1.0,0.5,0.6666666666666666,1,0,1
42,42,"public boolean METHOD_1 ( int index , long VAR_1 ) { return ( VAR_2 . get ( index ) . getValue ( ) ) == VAR_1 ; }","public boolean METHOD_1 ( int index , int VAR_1 ) { return ( VAR_2 . get ( index ) . intValue ( ) ) == VAR_1 ; }","['Update TypeReference', 'Update Invocation']",49,"['Update Parameter', 'Update Invocation']","['TypeReference', 'Invocation']","['Parameter', 'Invocation']",Partial Match,0.3333333333333333,0.5,0.5,0.5,1,1,1
43,43,"private < TYPE_1 > TYPE_1 METHOD_1 ( java.lang.Class < TYPE_1 > VAR_1 , java.lang.Class < ? extends TYPE_2 > VAR_2 , int VAR_3 , TYPE_3 VAR_4 ) { return VAR_5 . METHOD_1 ( VAR_1 , VAR_2 , VAR_3 , VAR_4 ) ; }","private < TYPE_1 > TYPE_1 METHOD_1 ( java.lang.Class < TYPE_1 > VAR_1 , java.lang.Class < ? extends TYPE_2 > VAR_2 ) { return VAR_5 . METHOD_1 ( VAR_1 , VAR_2 ) ; }","['Delete TypeReference', 'Delete Parameter', 'Delete TypeReference', 'Delete Parameter', 'Delete VariableRead', 'Delete VariableRead']",50,"['Delete Parameter', 'Delete TypeReference', 'Delete Parameter', 'Delete TypeReference', 'Delete VariableRead', 'Delete VariableRead']","['TypeReference', 'Parameter', 'TypeReference', 'Parameter', 'VariableRead', 'VariableRead']","['Parameter', 'TypeReference', 'Parameter', 'TypeReference', 'VariableRead', 'VariableRead']",Exact Match,1.0,1.0,1.0,1.0,6,0,0
44,44,public void METHOD_1 ( java.lang.Class < ? extends TYPE_1 > VAR_1 ) { VAR_2 = VAR_1 ; },public void METHOD_1 ( java.lang.Class < ? extends TYPE_1 > VAR_1 ) { this . VAR_2 = VAR_1 ; },['Insert ThisAccess'],52,['Insert ThisAccess'],['ThisAccess'],['ThisAccess'],Exact Match,1.0,1.0,1.0,1.0,1,0,0
45,45,private boolean METHOD_1 ( TYPE_1 VAR_1 ) { return ( VAR_1 . METHOD_2 ( ) . METHOD_3 ( VAR_2 ) ) && ( VAR_1 . METHOD_4 ( ) . METHOD_3 ( VAR_2 ) ) ; },public static boolean METHOD_1 ( TYPE_1 VAR_1 ) { return ( VAR_1 . METHOD_2 ( ) . METHOD_3 ( VAR_2 ) ) && ( VAR_1 . METHOD_4 ( ) . METHOD_3 ( VAR_2 ) ) ; },"['Update Wra', 'Insert Wra']",53,"['Delete Wra', 'Insert Wra', 'Insert Wra']","['Wra', 'Wra']","['Wra', 'Wra', 'Wra']",Exact Match,1.0,0.3333333333333333,0.5,0.4,1,2,1
46,46,private long METHOD_1 ( long VAR_1 ) { return ( ( long ) ( VAR_1 > > > INT_1 ) ) ; },private long METHOD_1 ( long VAR_1 ) { return ( ( int ) ( VAR_1 > > INT_1 ) ) ; },"['Update BinaryOperator', 'Update TypeReference']",54,"['Update TypeReference', 'Delete BinaryOperator']","['BinaryOperator', 'TypeReference']","['TypeReference', 'BinaryOperator']",Exact Match,1.0,0.5,0.5,0.5,1,1,1
47,47,"private void METHOD_1 ( java.lang.String src , java.lang.String VAR_1 ) throws java.io.IOException { }","public void METHOD_1 ( java.lang.String src , java.lang.String VAR_1 ) throws java.io.IOException { }",['Update Wra'],55,['Update Wra'],['Wra'],['Wra'],Exact Match,1.0,1.0,1.0,1.0,1,0,0
48,48,private boolean METHOD_1 ( int VAR_1 ) { return ( VAR_1 <= INT_1 ) && ( VAR_1 >= 0 ) ; },private boolean METHOD_1 ( int VAR_1 ) { return ( VAR_1 <= INT_1 ) && ( VAR_1 >= 1 ) ; },['Update Literal'],57,['Update Literal'],['Literal'],['Literal'],Exact Match,1.0,1.0,1.0,1.0,1,0,0
