fixed_code,buggy_code,gumtree_baseline,line_in_dataset,gpt_attempt1,baseline_nodes,gpt_nodes,node_set_match,jaccard_score,precision,recall,f1_score,tp,fp,fn
10,"public TYPE_1 index ( ) { TYPE_1 VAR_1 = new TYPE_1 ( STRING_1 ) ; VAR_1 . METHOD_1 ( STRING_2 , STRING_3 ) ; VAR_1 . METHOD_1 ( STRING_4 , true ) ; return VAR_1 ; }",public java.lang.String index ( ) { return STRING_1 ; },"['Update TypeReference', 'Move FieldRead', 'Delete TypeReference', 'Delete ConstructorCall', 'Delete LocalVariable', 'Delete VariableRead', 'Delete TypeAccess', 'Delete TypeAccess', 'Delete Invocation', 'Delete VariableRead', 'Delete TypeAccess', 'Delete Literal', 'Delete Invocation', 'Delete VariableRead']",21,"['Update TypeReference', 'Delete LocalVariable', 'Delete ConstructorCall', 'Delete VariableRead', 'Delete Invocation', 'Delete Literal', 'Delete Invocation', 'Delete Literal', 'Delete Literal', 'Delete Return']","['TypeReference', 'FieldRead', 'TypeReference', 'ConstructorCall', 'LocalVariable', 'VariableRead', 'TypeAccess', 'TypeAccess', 'Invocation', 'VariableRead', 'TypeAccess', 'Literal', 'Invocation', 'VariableRead']","['TypeReference', 'LocalVariable', 'ConstructorCall', 'VariableRead', 'Invocation', 'Literal', 'Invocation', 'Literal', 'Literal', 'Return']",Partial Match,0.6666666666666666,0.7,0.5,0.5833333333333334,7,3,7
11,"public int METHOD_1 ( ) { int VAR_1 = java.lang.Integer.parseInt ( VAR_2 . getString ( VAR_3 . getString ( VAR_4 ) , ( ( VAR_5 . METHOD_2 ( ) . METHOD_3 ( VAR_6 ) ) + STRING_1 ) ) ) ; return VAR_1 ; }","public int METHOD_1 ( ) { return VAR_2 . getInt ( VAR_3 . getString ( VAR_4 ) , VAR_5 . METHOD_2 ( ) . METHOD_3 ( VAR_6 ) ) ; }","['Update Invocation', 'Move Invocation', 'Move Invocation', 'Delete TypeReference', 'Delete TypeAccess', 'Delete Invocation', 'Delete LocalVariable', 'Delete FieldRead', 'Delete BinaryOperator', 'Delete VariableRead']",22,"['Delete LocalVariable', 'Delete TypeAccess', 'Delete Invocation', 'Delete BinaryOperator', 'Delete Literal', 'Delete Assignment', 'Delete VariableRead', 'Insert Invocation']","['Invocation', 'Invocation', 'Invocation', 'TypeReference', 'TypeAccess', 'Invocation', 'LocalVariable', 'FieldRead', 'BinaryOperator', 'VariableRead']","['LocalVariable', 'TypeAccess', 'Invocation', 'BinaryOperator', 'Literal', 'Assignment', 'VariableRead', 'Invocation']",Partial Match,0.5555555555555556,0.625,0.5,0.5555555555555556,5,3,5
12,public void METHOD_1 ( ) { TYPE_1 VAR_1 = ( ( TYPE_1 ) ( getContext ( ) ) ) ; VAR_1 . METHOD_2 ( new TYPE_2 ( ) { public void METHOD_1 ( ) { METHOD_3 ( ) ; } } ) ; },public void METHOD_1 ( ) { TYPE_1 VAR_1 = ( ( TYPE_1 ) ( context ) ) ; VAR_1 . METHOD_2 ( new TYPE_2 ( ) { public void METHOD_1 ( ) { METHOD_3 ( ) ; } } ) ; },"['Insert FieldRead', 'Move TypeReference', 'Delete Invocation']",23,"['Update Invocation', 'Insert VariableRead']","['FieldRead', 'TypeReference', 'Invocation']","['Invocation', 'VariableRead']",Partial Match,0.25,0.0,0.0,0.0,0,2,3
13,public static TYPE_1 METHOD_1 ( java.lang.String name ) { TYPE_1 VAR_1 = VAR_2 . get ( name ) ; if ( VAR_1 == null ) { return VAR_2 . get ( VAR_3 ) ; } else { return VAR_1 ; } },public static TYPE_1 METHOD_1 ( java.lang.String name ) { return VAR_2 . get ( name ) ; },"['Insert Return', 'Move Invocation', 'Delete TypeReference', 'Delete LocalVariable', 'Delete VariableRead', 'Delete Literal', 'Delete BinaryOperator', 'Delete TypeAccess', 'Delete TypeAccess', 'Delete Invocation', 'Delete Return', 'Delete Block', 'Delete VariableRead', 'Delete Return', 'Delete Block', 'Delete If']",24,"['Delete LocalVariable', 'Delete Invocation', 'Delete If', 'Delete Literal', 'Delete VariableRead', 'Delete Return', 'Delete Return']","['Return', 'Invocation', 'TypeReference', 'LocalVariable', 'VariableRead', 'Literal', 'BinaryOperator', 'TypeAccess', 'TypeAccess', 'Invocation', 'Return', 'Block', 'VariableRead', 'Return', 'Block', 'If']","['LocalVariable', 'Invocation', 'If', 'Literal', 'VariableRead', 'Return', 'Return']",GPT Missed Nodes,0.6,1.0,0.4375,0.6086956521739131,7,0,9
14,"public void METHOD_1 ( TYPE_1 VAR_1 , int position ) { int VAR_2 = position + 1 ; java.lang.String VAR_3 = ( VAR_4 ) + VAR_2 ; VAR_5 . setText ( VAR_3 ) ; }","public void METHOD_1 ( TYPE_1 VAR_1 , int position ) { java.lang.String VAR_3 = ( VAR_4 ) + position ; VAR_5 . setText ( VAR_3 ) ; }","['Update LocalVariable', 'Move TypeReference', 'Move FieldRead', 'Delete TypeReference', 'Delete Literal', 'Delete VariableRead', 'Delete BinaryOperator', 'Delete LocalVariable']",25,"['Delete LocalVariable', 'Delete BinaryOperator', 'Delete VariableRead', 'Delete Literal', 'Update VariableRead']","['LocalVariable', 'TypeReference', 'FieldRead', 'TypeReference', 'Literal', 'VariableRead', 'BinaryOperator', 'LocalVariable']","['LocalVariable', 'BinaryOperator', 'VariableRead', 'Literal', 'VariableRead']",GPT Missed Nodes,0.6666666666666666,0.8,0.5,0.6153846153846154,4,1,4
15,"public TYPE_1 METHOD_1 ( java.lang.Object id ) { TYPE_1 VAR_1 = VAR_2 . METHOD_1 ( VAR_3 class , id ) ; VAR_2 . METHOD_2 ( VAR_1 ) ; return VAR_1 ; }","public TYPE_1 METHOD_1 ( java.lang.Object id ) { return VAR_2 . METHOD_1 ( VAR_3 class , id ) ; }","['Move Invocation', 'Delete TypeReference', 'Delete LocalVariable', 'Delete TypeAccess', 'Delete VariableRead', 'Delete Invocation', 'Delete VariableRead']",26,"['Delete LocalVariable', 'Delete Invocation', 'Delete Return']","['Invocation', 'TypeReference', 'LocalVariable', 'TypeAccess', 'VariableRead', 'Invocation', 'VariableRead']","['LocalVariable', 'Invocation', 'Return']",Partial Match,0.3333333333333333,0.6666666666666666,0.2857142857142857,0.4,2,1,5
16,public static TYPE_1 METHOD_1 ( ) { if ( ( VAR_1 ) == null ) { TYPE_1 VAR_2 = TYPE_2 . METHOD_2 ( ) . METHOD_3 ( ) . build ( ) ; return VAR_2 ; } return VAR_1 ; },public static TYPE_1 METHOD_1 ( ) { if ( ( VAR_1 ) == null ) { TYPE_1 VAR_2 = TYPE_2 . METHOD_2 ( ) . build ( ) ; return VAR_2 ; } return VAR_1 ; },"['Update Invocation', 'Move Invocation', 'Delete Invocation']",29,['Delete Invocation'],"['Invocation', 'Invocation', 'Invocation']",['Invocation'],Exact Match,1.0,1.0,0.3333333333333333,0.5,1,0,2
17,"public void METHOD_1 ( android.view.View VAR_1 ) { android.content.Intent VAR_2 = context . METHOD_2 ( ) . METHOD_3 ( VAR_3 ) ; if ( VAR_2 != null ) { context . METHOD_4 ( VAR_2 ) ; } else { TYPE_1 . METHOD_5 ( STRING_1 , STRING_2 ) ; } }",public void METHOD_1 ( android.view.View VAR_1 ) { android.content.Intent intent = new android.content.Intent ( ) ; },"['Update LocalVariable', 'Insert ConstructorCall', 'Delete FieldRead', 'Delete Invocation', 'Delete TypeAccess', 'Delete Invocation', 'Delete VariableRead', 'Delete Literal', 'Delete BinaryOperator', 'Delete FieldRead', 'Delete VariableRead', 'Delete Invocation', 'Delete Block', 'Delete TypeAccess', 'Delete TypeAccess', 'Delete TypeAccess', 'Delete Invocation', 'Delete Block', 'Delete If']",30,"['Update LocalVariable', 'Insert ConstructorCall', 'Delete FieldRead', 'Delete Invocation', 'Delete Invocation', 'Delete VariableRead', 'Delete If', 'Delete FieldRead', 'Delete Invocation', 'Delete TypeAccess', 'Delete Invocation', 'Delete Literal', 'Delete Literal']","['LocalVariable', 'ConstructorCall', 'FieldRead', 'Invocation', 'TypeAccess', 'Invocation', 'VariableRead', 'Literal', 'BinaryOperator', 'FieldRead', 'VariableRead', 'Invocation', 'Block', 'TypeAccess', 'TypeAccess', 'TypeAccess', 'Invocation', 'Block', 'If']","['LocalVariable', 'ConstructorCall', 'FieldRead', 'Invocation', 'Invocation', 'VariableRead', 'If', 'FieldRead', 'Invocation', 'TypeAccess', 'Invocation', 'Literal', 'Literal']",GPT Missed Nodes,0.8,0.9230769230769231,0.631578947368421,0.7499999999999999,12,1,7
18,public final long METHOD_1 ( ) { long VAR_1 = VAR_2 . METHOD_2 ( ) ; if ( VAR_1 == 0 ) { return 0 ; } return INT_1 / ( VAR_2 . METHOD_2 ( ) ) ; },public final long METHOD_1 ( ) { return INT_1 / ( VAR_2 . METHOD_2 ( ) ) ; },"['Delete TypeReference', 'Delete TypeAccess', 'Delete Invocation', 'Delete LocalVariable', 'Delete VariableRead', 'Delete Literal', 'Delete BinaryOperator', 'Delete Literal', 'Delete Return', 'Delete Block', 'Delete If']",31,"['Delete LocalVariable', 'Delete FieldRead', 'Delete Invocation', 'Delete Assignment', 'Delete BinaryOperator', 'Delete Literal', 'Delete VariableRead', 'Delete If', 'Delete Return']","['TypeReference', 'TypeAccess', 'Invocation', 'LocalVariable', 'VariableRead', 'Literal', 'BinaryOperator', 'Literal', 'Return', 'Block', 'If']","['LocalVariable', 'FieldRead', 'Invocation', 'Assignment', 'BinaryOperator', 'Literal', 'VariableRead', 'If', 'Return']",Partial Match,0.5833333333333334,0.7777777777777778,0.6363636363636364,0.7000000000000001,7,2,4
19,"public android.view.View METHOD_1 ( TYPE_1 VAR_1 , TYPE_2 VAR_2 , TYPE_3 VAR_3 ) { android.view.View VAR_4 = VAR_1 . METHOD_2 ( VAR_5 , VAR_2 , false ) ; VAR_6 = ( ( TYPE_4 ) ( VAR_4 . METHOD_3 ( VAR_7 ) ) ) ; return VAR_4 ; }","public android.view.View METHOD_1 ( TYPE_1 VAR_1 , TYPE_2 VAR_2 , TYPE_3 VAR_3 ) { VAR_6 = ( ( TYPE_4 ) ( getView ( ) . METHOD_3 ( VAR_7 ) ) ) ; return VAR_1 . METHOD_2 ( VAR_5 , VAR_2 , false ) ; }","['Move Invocation', 'Insert Invocation', 'Delete TypeReference', 'Delete LocalVariable', 'Delete VariableRead', 'Delete VariableRead']",32,"['Delete LocalVariable', 'Insert Invocation', 'Delete Assignment', 'Delete TypeReference', 'Delete FieldRead', 'Delete Invocation', 'Move Invocation']","['Invocation', 'Invocation', 'TypeReference', 'LocalVariable', 'VariableRead', 'VariableRead']","['LocalVariable', 'Invocation', 'Assignment', 'TypeReference', 'FieldRead', 'Invocation', 'Invocation']",Partial Match,0.5,0.5714285714285714,0.6666666666666666,0.6153846153846153,4,3,2
20,public void METHOD_1 ( boolean VAR_1 ) { int VAR_2 = ( VAR_3 . METHOD_2 ( ) . VAR_4 ) / ( VAR_5 ) ; if ( VAR_1 ) VAR_6 . METHOD_3 ( VAR_7 ) ; else VAR_6 . METHOD_3 ( VAR_8 ) ; METHOD_4 ( VAR_2 ) ; },public void METHOD_1 ( boolean VAR_1 ) { if ( VAR_1 ) VAR_6 . METHOD_3 ( VAR_7 ) ; else VAR_6 . METHOD_3 ( VAR_8 ) ; },"['Delete TypeReference', 'Delete TypeAccess', 'Delete Invocation', 'Delete FieldRead', 'Delete FieldRead', 'Delete BinaryOperator', 'Delete LocalVariable', 'Delete VariableRead', 'Delete Invocation']",33,"['Delete LocalVariable', 'Delete FieldRead', 'Delete Invocation', 'Delete FieldRead', 'Delete VariableRead', 'Delete Return', 'Delete Invocation']","['TypeReference', 'TypeAccess', 'Invocation', 'FieldRead', 'FieldRead', 'BinaryOperator', 'LocalVariable', 'VariableRead', 'Invocation']","['LocalVariable', 'FieldRead', 'Invocation', 'FieldRead', 'VariableRead', 'Return', 'Invocation']",Partial Match,0.5,0.8571428571428571,0.6666666666666666,0.75,6,1,3
21,"private java.lang.String METHOD_1 ( ) { TYPE_1 VAR_1 = METHOD_2 ( VAR_2 , VAR_3 ) ; java.lang.String VAR_4 = VAR_5 . getString ( VAR_6 , VAR_7 ) ; TYPE_2 . METHOD_3 ( VAR_8 , ( STRING_1 + VAR_4 ) ) ; return VAR_4 ; }","private java.lang.String METHOD_1 ( ) { TYPE_1 VAR_1 = METHOD_2 ( VAR_2 , VAR_3 ) ; return VAR_5 . getString ( VAR_6 , VAR_7 ) ; }","['Move Invocation', 'Delete TypeReference', 'Delete LocalVariable', 'Delete TypeAccess', 'Delete TypeAccess', 'Delete FieldRead', 'Delete VariableRead', 'Delete BinaryOperator', 'Delete Invocation', 'Delete VariableRead']",34,"['Delete LocalVariable', 'Delete TypeAccess', 'Delete Invocation', 'Delete VariableRead', 'Delete Literal', 'Delete BinaryOperator', 'Delete VariableRead', 'Delete Return']","['Invocation', 'TypeReference', 'LocalVariable', 'TypeAccess', 'TypeAccess', 'FieldRead', 'VariableRead', 'BinaryOperator', 'Invocation', 'VariableRead']","['LocalVariable', 'TypeAccess', 'Invocation', 'VariableRead', 'Literal', 'BinaryOperator', 'VariableRead', 'Return']",Partial Match,0.5555555555555556,0.75,0.6,0.6666666666666665,6,2,4
22,"public TYPE_1 METHOD_1 ( ) throws java.io.IOException , java.lang.ClassNotFoundException { TYPE_1 VAR_1 = VAR_2 . METHOD_1 ( ) ; java.lang.System.out.println ( VAR_1 ) ; return VAR_1 ; }","public TYPE_1 METHOD_1 ( ) throws java.io.IOException , java.lang.ClassNotFoundException { return VAR_2 . METHOD_1 ( ) ; }","['Move Invocation', 'Delete TypeReference', 'Delete LocalVariable', 'Delete TypeAccess', 'Delete FieldRead', 'Delete VariableRead', 'Delete Invocation', 'Delete VariableRead']",37,"['Delete LocalVariable', 'Delete Invocation', 'Delete VariableRead']","['Invocation', 'TypeReference', 'LocalVariable', 'TypeAccess', 'FieldRead', 'VariableRead', 'Invocation', 'VariableRead']","['LocalVariable', 'Invocation', 'VariableRead']",GPT Missed Nodes,0.5,1.0,0.375,0.5454545454545454,3,0,5
23,"public TYPE_1 METHOD_1 ( final java.lang.String VAR_1 ) { final TYPE_2 VAR_2 = TYPE_3 . METHOD_2 ( VAR_3 class ) . METHOD_3 ( STRING_1 , VAR_1 ) . build ( ) ; return new TYPE_4 ( STRING_2 , VAR_2 ) ; }","public TYPE_1 METHOD_1 ( final java.lang.String VAR_1 ) { final TYPE_2 VAR_2 = TYPE_3 . METHOD_2 ( VAR_3 class ) . path ( VAR_3 class ) . METHOD_3 ( STRING_1 , VAR_1 ) . build ( ) ; return new TYPE_4 ( STRING_2 , VAR_2 ) ; }","['Insert Invocation', 'Move Invocation', 'Insert TypeAccess']",40,"['Insert TypeAccess', 'Insert Invocation']","['Invocation', 'Invocation', 'TypeAccess']","['TypeAccess', 'Invocation']",Exact Match,1.0,1.0,0.6666666666666666,0.8,2,0,1
24,public void METHOD_1 ( int index ) { TYPE_1 < TYPE_2 > VAR_1 = VAR_2 ; int count = 0 ; },public void METHOD_1 ( int index ) { },"['Delete TypeReference', 'Delete TypeReference', 'Delete FieldRead', 'Delete LocalVariable', 'Delete TypeReference', 'Delete Literal', 'Delete LocalVariable']",41,"['Delete TypeReference', 'Delete TypeReference', 'Delete LocalVariable', 'Delete VariableRead', 'Delete Literal', 'Delete LocalVariable', 'Delete VariableRead', 'Delete Literal']","['TypeReference', 'TypeReference', 'FieldRead', 'LocalVariable', 'TypeReference', 'Literal', 'LocalVariable']","['TypeReference', 'TypeReference', 'LocalVariable', 'VariableRead', 'Literal', 'LocalVariable', 'VariableRead', 'Literal']",Partial Match,0.6,0.625,0.7142857142857143,0.6666666666666666,5,3,2
25,"public TYPE_1 METHOD_1 ( java.lang.Integer id ) { TYPE_1 VAR_1 = VAR_2 . METHOD_1 ( id ) ; if ( VAR_1 != null ) { VAR_1 . METHOD_2 ( TYPE_2 . METHOD_3 ( VAR_1 . METHOD_4 ( ) , STRING_1 ) ) ; } return VAR_1 ; }",public TYPE_1 METHOD_1 ( java.lang.Integer id ) { return VAR_2 . METHOD_1 ( id ) ; },"['Move Invocation', 'Delete TypeReference', 'Delete LocalVariable', 'Delete VariableRead', 'Delete Literal', 'Delete BinaryOperator', 'Delete VariableRead', 'Delete TypeAccess', 'Delete VariableRead', 'Delete Invocation', 'Delete TypeAccess', 'Delete Invocation', 'Delete Invocation', 'Delete Block', 'Delete If', 'Delete VariableRead']",42,"['Delete LocalVariable', 'Delete Invocation', 'Delete If', 'Delete FieldRead', 'Delete Invocation', 'Delete TypeAccess', 'Delete Invocation', 'Delete FieldRead', 'Delete Invocation', 'Delete Literal']","['Invocation', 'TypeReference', 'LocalVariable', 'VariableRead', 'Literal', 'BinaryOperator', 'VariableRead', 'TypeAccess', 'VariableRead', 'Invocation', 'TypeAccess', 'Invocation', 'Invocation', 'Block', 'If', 'VariableRead']","['LocalVariable', 'Invocation', 'If', 'FieldRead', 'Invocation', 'TypeAccess', 'Invocation', 'FieldRead', 'Invocation', 'Literal']",Partial Match,0.5,0.7,0.4375,0.5384615384615384,7,3,9
