fixed,buggy,baseline_ast_gumtree,line_id_tp_dataset
"public boolean METHOD_1 ( TYPE_1 event , java.lang.String VAR_1 ) { return ( ( event . METHOD_2 ( STRING_1 ) ) != null ) && ( event . METHOD_2 ( STRING_1 ) . contains ( VAR_1 ) ) ; }","public boolean METHOD_1 ( TYPE_1 event , java.lang.String VAR_1 ) { return ( event . METHOD_2 ( STRING_1 ) . contains ( VAR_1 ) ) && ( ( event . METHOD_2 ( STRING_1 ) ) != null ) ; }",['Move BinaryOperator'],15
"public double METHOD_1 ( int VAR_1 , int VAR_2 ) { return ( ( ( double ) ( VAR_1 ) ) / ( VAR_1 + VAR_2 ) ) * INT_1 ; }","public double METHOD_1 ( int VAR_1 , int VAR_2 ) { return VAR_1 / ( VAR_1 + VAR_2 ) ; }","['Move BinaryOperator', 'Delete TypeReference', 'Delete FieldRead', 'Delete BinaryOperator']",18
"public TYPE_1 METHOD_1 ( TYPE_2 VAR_1 ) { return new TYPE_1 ( this , VAR_1 ) ; }",public TYPE_1 METHOD_1 ( TYPE_2 VAR_1 ) { return new TYPE_1 ( this ) . METHOD_1 ( VAR_1 ) ; },"['Insert Invocation', 'Update ConstructorCall', 'Move ConstructorCall', 'Move VariableRead']",20
public synchronized boolean METHOD_1 ( ) { return ( java.lang.Math.abs ( ( ( VAR_1 ) - ( VAR_2 ) ) ) ) <= FLOAT_1 ; },public synchronized boolean METHOD_1 ( ) { if ( ( java.lang.Math.abs ( ( ( VAR_1 ) - ( VAR_2 ) ) ) ) > FLOAT_1 ) { return false ; } return true ; },"['Insert If', 'Update BinaryOperator', 'Move BinaryOperator', 'Insert Block', 'Insert Literal', 'Insert Return', 'Insert Literal']",23
"public void METHOD_1 ( TYPE_1 VAR_1 ) { VAR_2 . METHOD_2 ( METHOD_3 ( ) ) ; if ( ! ( VAR_3 ) ) { VAR_4 = false ; TYPE_2 . METHOD_4 ( VAR_5 , VAR_6 . getValue ( ) . toString ( ) ) ; } }","public void METHOD_1 ( TYPE_1 VAR_1 ) { VAR_2 . METHOD_2 ( METHOD_3 ( ) ) ; VAR_4 = false ; TYPE_2 . METHOD_4 ( VAR_5 , VAR_6 . getValue ( ) . toString ( ) ) ; }","['Move Assignment', 'Move Invocation', 'Delete FieldRead', 'Delete UnaryOperator', 'Delete Block', 'Delete If']",25
"public void METHOD_1 ( int temp ) { VAR_1 = TYPE_1 . METHOD_2 ( ( temp - INT_1 ) , INT_2 ) ; }",public void METHOD_1 ( int temp ) { VAR_1 = temp - INT_1 ; },"['Move BinaryOperator', 'Delete TypeAccess', 'Delete TypeAccess', 'Delete Invocation']",26
"public void METHOD_1 ( ) { if ( METHOD_2 ( ) ) { listener . METHOD_3 ( STRING_1 , this ) ; listener . METHOD_4 ( this ) ; } }","public void METHOD_1 ( ) { listener . METHOD_3 ( STRING_1 , this ) ; listener . METHOD_4 ( this ) ; }","['Move Invocation', 'Move Invocation', 'Delete Invocation', 'Delete Block', 'Delete If']",28
protected void METHOD_1 ( ) { if ( ( METHOD_2 ( ) ) > 0 ) { remove ( 0 ) ; } },protected void METHOD_1 ( ) { remove ( 0 ) ; },"['Move Invocation', 'Delete Invocation', 'Delete Literal', 'Delete BinaryOperator', 'Delete Block', 'Delete If']",30
public void METHOD_1 ( java.lang.Throwable VAR_1 ) { if ( VAR_1 instanceof TYPE_1 ) { VAR_2 . METHOD_2 ( true ) ; } else { super . METHOD_1 ( VAR_1 ) ; } },public void METHOD_1 ( java.lang.Throwable VAR_1 ) { super . METHOD_1 ( VAR_1 ) ; },"['Move Invocation', 'Delete VariableRead', 'Delete TypeAccess', 'Delete BinaryOperator', 'Delete TypeAccess', 'Delete Literal', 'Delete Invocation', 'Delete Block', 'Delete Block', 'Delete If']",31
"public java.lang.String METHOD_1 ( ) { return java.lang.String.format ( STRING_1 , METHOD_2 ( ) ) . replaceAll ( STRING_2 , STRING_3 ) ; }","public java.lang.String METHOD_1 ( ) { return java.lang.String.format ( STRING_1 , METHOD_2 ( ) ) ; }","['Move Invocation', 'Delete TypeAccess', 'Delete TypeAccess', 'Delete Invocation']",32
"public TYPE_1 METHOD_1 ( ) { if ( ( METHOD_2 ( ) ) || ( METHOD_3 ( ) ) ) return null ; else return VAR_1 . METHOD_4 ( ( ( VAR_2 ) + 1 ) , ( ( VAR_3 ) - 1 ) ) ; }","public TYPE_1 METHOD_1 ( ) { if ( ( METHOD_2 ( ) ) || ( METHOD_3 ( ) ) ) return null ; else return VAR_1 . METHOD_4 ( ( ( VAR_2 ) - 1 ) , ( ( VAR_3 ) + 1 ) ) ; }","['Update BinaryOperator', 'Update BinaryOperator']",33
"public boolean METHOD_1 ( TYPE_1 VAR_1 , TYPE_2 VAR_2 ) { return ( VAR_2 == null ) || ( ( VAR_2 . METHOD_2 ( ) ) == ( VAR_3 ) ) ; }","public boolean METHOD_1 ( TYPE_1 VAR_1 , TYPE_2 VAR_2 ) { return ( VAR_2 . METHOD_2 ( ) ) == ( VAR_3 ) ; }","['Move BinaryOperator', 'Delete VariableRead', 'Delete Literal', 'Delete BinaryOperator', 'Delete BinaryOperator']",34
public static TYPE_1 METHOD_1 ( TYPE_2 VAR_1 ) { return new TYPE_1 ( VAR_1 ) ; },"public static TYPE_1 METHOD_1 ( TYPE_2 VAR_1 ) { return TYPE_1 . METHOD_1 ( VAR_1 , 1 ) ; }","['Insert Invocation', 'Insert TypeAccess', 'Move VariableRead', 'Insert Literal', 'Delete ConstructorCall']",37
public boolean isEmpty ( ) { return VAR_1 . isEmpty ( ) ; },public boolean isEmpty ( ) { return ( VAR_1 . size ( ) ) == 1 ; },"['Insert BinaryOperator', 'Update Invocation', 'Move Invocation', 'Insert Literal']",38
"private void METHOD_1 ( TYPE_1 out ) throws java.io.IOException , java.lang.ClassNotFoundException { VAR_1 = VAR_2 . getClass ( ) . getName ( ) ; if ( METHOD_2 ( ) ) java.lang.System.err.println ( ( STRING_1 + ( VAR_1 ) ) ) ; out . METHOD_3 ( ) ; }","private void METHOD_1 ( TYPE_1 out ) throws java.io.IOException , java.lang.ClassNotFoundException { out . METHOD_3 ( ) ; VAR_1 = VAR_2 . getClass ( ) . getName ( ) ; if ( METHOD_2 ( ) ) java.lang.System.err.println ( ( STRING_1 + ( VAR_1 ) ) ) ; }",['Move Invocation'],39
public static java.lang.String METHOD_1 ( ) { java.lang.String VAR_1 ; if ( TYPE_1 . METHOD_2 ( ) ) { VAR_1 = VAR_2 ; } else { VAR_1 = VAR_3 ; } return ( VAR_4 ) + VAR_1 ; },public static java.lang.String METHOD_1 ( ) { java.lang.String VAR_1 ; if ( TYPE_1 . METHOD_2 ( ) ) { VAR_1 = VAR_2 ; } else { VAR_1 = VAR_3 ; } return VAR_1 + ( VAR_4 ) ; },['Move FieldRead'],40
"public void METHOD_1 ( ) { TYPE_1 . METHOD_2 ( STRING_1 , STRING_2 ) ; VAR_1 . METHOD_3 ( ) ; VAR_2 . METHOD_4 ( ) ; super . METHOD_1 ( ) ; }","public void METHOD_1 ( ) { super . METHOD_1 ( ) ; TYPE_1 . METHOD_2 ( STRING_1 , STRING_2 ) ; VAR_1 . METHOD_3 ( ) ; VAR_2 . METHOD_4 ( ) ; }",['Move Invocation'],41
public void METHOD_1 ( ) { if ( ( this . VAR_1 . size ( ) ) > 0 ) { this . index = - 1 ; } },public void METHOD_1 ( ) { this . index = - 1 ; },"['Move Assignment', 'Delete ThisAccess', 'Delete FieldRead', 'Delete Invocation', 'Delete Literal', 'Delete BinaryOperator', 'Delete Block', 'Delete If']",43
"public TYPE_1 METHOD_1 ( ) { if ( ( VAR_1 ) != null ) return TYPE_2 . METHOD_2 ( VAR_1 , 0 , VAR_2 . length ) ; return null ; }","public TYPE_1 METHOD_1 ( ) { return TYPE_2 . METHOD_2 ( VAR_1 , 0 , VAR_2 . length ) ; }","['Move Return', 'Delete FieldRead', 'Delete Literal', 'Delete BinaryOperator', 'Delete Block', 'Delete If', 'Delete Literal', 'Delete Return']",44
"public java.util.Map < TYPE_1 , TYPE_2 > METHOD_1 ( ) { return new java.util.HashMap ( VAR_1 ) ; }","public java.util.Map < TYPE_1 , TYPE_2 > METHOD_1 ( ) { return VAR_1 ; }","['Move FieldRead', 'Delete ConstructorCall']",45
protected TYPE_1 METHOD_1 ( TYPE_2 VAR_1 ) { return VAR_2 . METHOD_1 ( VAR_1 ) ; },protected void METHOD_1 ( TYPE_2 VAR_1 ) { VAR_2 . METHOD_1 ( VAR_1 ) ; },"['Update TypeReference', 'Move Invocation', 'Delete Return']",46
public double METHOD_1 ( java.lang.String VAR_1 ) { if ( ( TYPE_1 . METHOD_2 ( VAR_1 ) . getString ( STRING_1 ) ) != null ) { return TYPE_1 . METHOD_2 ( VAR_1 ) . METHOD_3 ( STRING_1 ) ; } return 0 ; },public double METHOD_1 ( java.lang.String VAR_1 ) { return TYPE_1 . METHOD_2 ( VAR_1 ) . METHOD_3 ( STRING_1 ) ; },"['Move Return', 'Delete TypeAccess', 'Delete VariableRead', 'Delete Invocation', 'Delete TypeAccess', 'Delete Invocation', 'Delete Literal', 'Delete BinaryOperator', 'Delete Block', 'Delete If', 'Delete Literal', 'Delete Return']",48
private void METHOD_1 ( java.lang.String VAR_1 ) { assert VAR_1 != null ; java.lang.String VAR_2 = METHOD_2 ( VAR_1 ) ; if ( VAR_2 != null ) { VAR_3 . METHOD_3 ( ) . VAR_4 . select ( VAR_2 ) ; VAR_5 . select ( VAR_1 ) ; } },private void METHOD_1 ( java.lang.String VAR_1 ) { assert VAR_1 != null ; java.lang.String VAR_2 = METHOD_2 ( VAR_1 ) ; VAR_3 . METHOD_3 ( ) . VAR_4 . select ( VAR_2 ) ; VAR_5 . select ( VAR_1 ) ; },"['Move Invocation', 'Move Invocation', 'Delete VariableRead', 'Delete Literal', 'Delete BinaryOperator', 'Delete Block', 'Delete If']",49
public java.lang.String METHOD_1 ( ) { return VAR_1 . METHOD_2 ( ) ; },public java.lang.String METHOD_1 ( ) { return VAR_1 . METHOD_2 ( ) . getName ( ) ; },"['Insert Invocation', 'Move Invocation']",50
protected void METHOD_1 ( ) { super . METHOD_1 ( ) ; if ( ( VAR_1 ) != null ) VAR_2 . METHOD_2 ( VAR_1 ) ; },protected void METHOD_1 ( ) { super . METHOD_1 ( ) ; VAR_2 . METHOD_2 ( VAR_1 ) ; },"['Move Invocation', 'Delete FieldRead', 'Delete Literal', 'Delete BinaryOperator', 'Delete Block', 'Delete If']",51
public boolean METHOD_1 ( ) { return ( VAR_1 . equals ( response ) ) && ( ( VAR_2 ) != null ) ; },public boolean METHOD_1 ( ) { return VAR_1 . equals ( response ) ; },"['Move Invocation', 'Delete FieldRead', 'Delete Literal', 'Delete BinaryOperator', 'Delete BinaryOperator']",52
"public java.lang.String METHOD_1 ( java.lang.String VAR_1 , int start , int VAR_2 ) { return java.lang.String.format ( VAR_1 , ( start + VAR_2 ) , start ) ; }","public java.lang.String METHOD_1 ( java.lang.String VAR_1 , int start , int VAR_2 ) { return java.lang.String.format ( VAR_1 , ( ( start + VAR_2 ) - 1 ) , start ) ; }","['Insert BinaryOperator', 'Move BinaryOperator', 'Insert Literal']",53
private void METHOD_1 ( ) { if ( ( ( VAR_1 ) % INT_1 ) == 1 ) { if ( VAR_2 . METHOD_2 ( VAR_3 ) ) { METHOD_3 ( ) ; } else { } } },private void METHOD_1 ( ) { if ( VAR_2 . METHOD_2 ( VAR_3 ) ) { METHOD_3 ( ) ; } else { } },"['Move If', 'Delete FieldRead', 'Delete FieldRead', 'Delete BinaryOperator', 'Delete Literal', 'Delete BinaryOperator', 'Delete Block', 'Delete If']",55
public void METHOD_1 ( TYPE_1 VAR_1 ) { VAR_2 . add ( VAR_1 ) ; VAR_3 . get ( ( ( VAR_1 . METHOD_2 ( ) ) - 1 ) ) . METHOD_3 ( ) ; },public void METHOD_1 ( TYPE_1 VAR_1 ) { VAR_2 . add ( VAR_1 ) ; VAR_3 . get ( VAR_1 . METHOD_2 ( ) ) . METHOD_3 ( ) ; },"['Move Invocation', 'Delete Literal', 'Delete BinaryOperator']",56
"public TYPE_1 METHOD_1 ( java.lang.Integer VAR_1 ) { return new TYPE_1 ( filename , VAR_2 , VAR_1 , method , VAR_3 , className , context , args , VAR_4 ) ; }","public TYPE_1 METHOD_1 ( java.lang.Integer VAR_1 ) { return new TYPE_1 ( filename , VAR_2 , VAR_1 , method , VAR_3 , context , args , VAR_4 ) ; }",['Delete FieldRead'],59
public boolean METHOD_1 ( ) { return ( ( ( type ) == null ) && ( ( VAR_1 ) != null ) ) || ( ( ( type ) != null ) && ( VAR_2 . toLowerCase ( ) . startsWith ( VAR_3 ) ) ) ; },public boolean METHOD_1 ( ) { return ( ( VAR_1 ) != null ) || ( ( ( type ) != null ) && ( VAR_2 . toLowerCase ( ) . startsWith ( VAR_3 ) ) ) ; },"['Update BinaryOperator', 'Move BinaryOperator', 'Move BinaryOperator', 'Delete FieldRead', 'Delete Literal', 'Delete BinaryOperator', 'Delete BinaryOperator']",60
public double METHOD_1 ( ) { return ( VAR_1 . METHOD_2 ( ) ) / ( VAR_2 ) ; },public double METHOD_1 ( ) { return java.lang.Math.abs ( ( ( VAR_1 . METHOD_2 ( ) ) / ( VAR_2 ) ) ) ; },"['Insert Invocation', 'Insert TypeAccess', 'Move BinaryOperator']",61
public java.lang.String METHOD_1 ( ) { return ( ( name ) + STRING_1 ) + ( VAR_1 ) ; },public java.lang.String METHOD_1 ( ) { return VAR_1 ; },"['Move FieldRead', 'Delete FieldRead', 'Delete FieldRead', 'Delete BinaryOperator', 'Delete BinaryOperator']",62
"public void set ( int VAR_1 , TYPE_1 VAR_2 ) { METHOD_1 ( ) ; append ( VAR_1 , VAR_2 ) ; }",public void set ( TYPE_1 VAR_2 ) { METHOD_1 ( ) ; append ( VAR_2 ) ; },"['Delete TypeReference', 'Delete Parameter', 'Delete VariableRead']",63
public boolean isEmpty ( ) { return ( ( ( value ) == null ) || ( ( key ) == null ) ) || ( ( VAR_1 . trim ( ) . length ( ) ) == 0 ) ; },public boolean isEmpty ( ) { return ( ( value ) == null ) || ( ( key ) == null ) ; },"['Move BinaryOperator', 'Delete TypeAccess', 'Delete Invocation', 'Delete Invocation', 'Delete Literal', 'Delete BinaryOperator', 'Delete BinaryOperator']",64
public java.lang.String METHOD_1 ( java.lang.String name ) { return ( METHOD_2 ( name ) ) + STRING_1 ; },public java.lang.String METHOD_1 ( java.lang.String name ) { return METHOD_2 ( name ) ; },"['Move Invocation', 'Delete FieldRead', 'Delete BinaryOperator']",65
"public void METHOD_1 ( android.view.View VAR_1 ) { android.content.Intent intent = new android.content.Intent ( this , VAR_2 class ) ; intent . METHOD_2 ( ""id"" , ( ( VAR_3 . id ) + STRING_1 ) ) ; METHOD_3 ( intent ) ; }","public void METHOD_1 ( android.view.View VAR_1 ) { android.content.Intent intent = new android.content.Intent ( this , VAR_2 class ) ; intent . METHOD_2 ( ""id"" , VAR_3 . id ) ; METHOD_3 ( intent ) ; }","['Move FieldRead', 'Delete FieldRead', 'Delete BinaryOperator']",67
"public void METHOD_1 ( int VAR_1 , int VAR_2 ) { if ( ( VAR_3 ) == ( VAR_4 ) ) { METHOD_2 ( ) ; } else { METHOD_3 ( VAR_1 , VAR_2 ) ; } }","public void METHOD_1 ( int VAR_1 , int VAR_2 ) { METHOD_3 ( VAR_1 , VAR_2 ) ; }","['Move Invocation', 'Delete FieldRead', 'Delete FieldRead', 'Delete BinaryOperator', 'Delete Invocation', 'Delete Block', 'Delete Block', 'Delete If']",69
public void METHOD_1 ( TYPE_1 event ) { TYPE_2 VAR_1 = event . METHOD_2 ( ) ; TYPE_3 VAR_2 = VAR_1 . METHOD_3 ( ) . METHOD_4 ( ) ; if ( ( VAR_3 ) && ( VAR_2 instanceof TYPE_4 ) ) event . METHOD_5 ( true ) ; },public void METHOD_1 ( TYPE_1 event ) { TYPE_2 VAR_1 = event . METHOD_2 ( ) ; TYPE_3 VAR_2 = VAR_1 . METHOD_3 ( ) . METHOD_4 ( ) ; event . METHOD_5 ( true ) ; },"['Move Invocation', 'Delete FieldRead', 'Delete VariableRead', 'Delete TypeAccess', 'Delete BinaryOperator', 'Delete BinaryOperator', 'Delete Block', 'Delete If']",70
"public void METHOD_1 ( ) { METHOD_2 ( VAR_1 , VAR_2 , STRING_1 ) ; METHOD_2 ( VAR_1 , VAR_2 , STRING_2 ) ; METHOD_3 ( VAR_2 , VAR_3 ) ; METHOD_4 ( 1 , VAR_4 ) ; execute ( ) ; METHOD_5 ( VAR_3 , INT_1 ) ; }","public void METHOD_1 ( ) { METHOD_2 ( VAR_1 , VAR_2 , STRING_2 ) ; METHOD_2 ( VAR_1 , VAR_2 , STRING_1 ) ; METHOD_3 ( VAR_2 , VAR_3 ) ; METHOD_4 ( 1 , VAR_4 ) ; execute ( ) ; METHOD_5 ( VAR_3 , INT_1 ) ; }",['Move Invocation'],71
public TYPE_1 < TYPE_2 > METHOD_1 ( TYPE_1 < TYPE_2 > VAR_1 ) { return VAR_1 . METHOD_2 ( new TYPE_3 ( ) ) . METHOD_3 ( ) ; },public TYPE_1 < TYPE_2 > METHOD_1 ( TYPE_1 < TYPE_2 > VAR_1 ) { return VAR_1 . METHOD_2 ( new TYPE_3 ( ) ) ; },"['Move Invocation', 'Delete Invocation']",73
private boolean METHOD_1 ( TYPE_1 VAR_1 ) { return VAR_2 . remove ( VAR_1 ) ; },private boolean METHOD_1 ( TYPE_1 VAR_1 ) { if ( VAR_2 . remove ( VAR_1 ) ) return true ; else return false ; },"['Insert If', 'Move Invocation', 'Insert Block', 'Insert Block', 'Insert Return', 'Insert Return', 'Insert Literal', 'Insert Literal', 'Delete Return']",74
protected void METHOD_1 ( ) { super . METHOD_1 ( ) ; if ( METHOD_2 ( ) ) VAR_1 . METHOD_3 ( ) ; },protected void METHOD_1 ( ) { super . METHOD_1 ( ) ; VAR_1 . METHOD_3 ( ) ; },"['Move Invocation', 'Delete Invocation', 'Delete Block', 'Delete If']",75
"protected void METHOD_1 ( TYPE_1 VAR_1 ) throws java.lang.Exception { if ( ! ( VAR_2 . METHOD_2 ( VAR_3 , VAR_1 , VAR_4 ) . METHOD_3 ( ) ) ) { throw new TYPE_2 ( java.lang.String.format ( STRING_1 , VAR_1 . METHOD_4 ( ) ) ) ; } }","protected void METHOD_1 ( TYPE_1 VAR_1 ) throws java.lang.Exception { if ( ! ( VAR_2 . METHOD_2 ( VAR_3 , VAR_1 , VAR_4 ) . METHOD_3 ( ) ) ) { throw new TYPE_2 ( java.lang.String.format ( STRING_1 , VAR_1 ) ) ; } }","['Move VariableRead', 'Delete Invocation']",76
"public void METHOD_1 ( ) { if ( VAR_1 ) METHOD_2 ( METHOD_3 ( ) , METHOD_4 ( ) ) ; }","public void METHOD_1 ( ) { METHOD_2 ( METHOD_3 ( ) , METHOD_4 ( ) ) ; }","['Move Invocation', 'Delete FieldRead', 'Delete Block', 'Delete If']",78
"private TYPE_1 METHOD_1 ( ) { return new TYPE_2 ( TYPE_3 . METHOD_2 ( STRING_1 , STRING_2 ) , INT_1 ) . build ( ) ; }","private TYPE_1 METHOD_1 ( ) { return new TYPE_2 ( new java.util.HashSet < > ( java.util.Arrays.asList ( STRING_1 , STRING_2 ) ) , INT_1 ) . build ( ) ; }","['Insert ConstructorCall', 'Update ConstructorCall', 'Move ConstructorCall', 'Move FieldRead', 'Update Invocation', 'Update TypeAccess']",79
private double METHOD_1 ( ) { double VAR_1 = ( VAR_2 ) * INT_1 ; double VAR_3 = ( ( VAR_4 ) * ( VAR_4 ) ) * ( ( VAR_5 ) - ( TYPE_1 . METHOD_2 ( VAR_5 ) ) ) ; return VAR_1 / VAR_3 ; },private double METHOD_1 ( ) { double VAR_1 = ( VAR_2 ) * INT_1 ; double VAR_3 = ( VAR_4 ) * ( ( VAR_5 ) - ( TYPE_1 . METHOD_2 ( VAR_5 ) ) ) ; return VAR_1 / VAR_3 ; },"['Move FieldRead', 'Delete FieldRead', 'Delete BinaryOperator']",80
"public static int METHOD_1 ( int [ ] VAR_1 ) { return TYPE_1 . METHOD_1 ( VAR_1 , CHAR_1 ) ; }","public static int METHOD_1 ( int [ ] VAR_1 ) { TYPE_1 . METHOD_1 ( VAR_1 , CHAR_1 ) ; }","['Move Invocation', 'Delete Return']",81
"public void METHOD_1 ( ) { METHOD_2 ( ) ; super . METHOD_1 ( ) ; VAR_1 . METHOD_3 ( STRING_1 , this , VAR_2 ) ; }","public void METHOD_1 ( ) { super . METHOD_1 ( ) ; METHOD_2 ( ) ; VAR_1 . METHOD_3 ( STRING_1 , this , VAR_2 ) ; }",['Move Invocation'],82
public java.util.List < TYPE_1 > METHOD_1 ( ) { if ( METHOD_2 ( ) ) METHOD_3 ( ) ; return VAR_1 ; },public java.util.List < TYPE_1 > METHOD_1 ( ) { return VAR_1 ; },"['Delete Invocation', 'Delete Invocation', 'Delete Block', 'Delete If']",84
public float METHOD_1 ( java.lang.Float VAR_1 ) { return 1.0F / ( ( ( float ) ( TYPE_1 . METHOD_2 ( ( ( - VAR_1 ) + 1 ) ) ) ) + 1 ) ; },public float METHOD_1 ( java.lang.Float VAR_1 ) { return 1.0F / ( ( float ) ( TYPE_1 . METHOD_2 ( ( ( - VAR_1 ) + 1 ) ) ) ) ; },"['Update BinaryOperator', 'Move BinaryOperator', 'Move Literal', 'Delete Literal', 'Delete BinaryOperator']",85
public java.lang.String METHOD_1 ( ) { if ( METHOD_2 ( ) ) { return this . METHOD_3 ( ) . METHOD_1 ( ) ; } return STRING_1 + ( getName ( ) ) ; },public java.lang.String METHOD_1 ( ) { return STRING_1 + ( getName ( ) ) ; },"['Delete Invocation', 'Delete ThisAccess', 'Delete Invocation', 'Delete Invocation', 'Delete Return', 'Delete Block', 'Delete If']",86
protected void METHOD_1 ( java.lang.Void VAR_1 ) { super . METHOD_1 ( VAR_1 ) ; METHOD_2 ( VAR_2 ) ; if ( ( VAR_3 ) != null ) { VAR_3 . METHOD_3 ( VAR_4 ) ; } },protected void METHOD_1 ( java.lang.Void VAR_1 ) { super . METHOD_1 ( VAR_1 ) ; METHOD_2 ( VAR_2 ) ; VAR_3 . METHOD_3 ( VAR_4 ) ; },"['Move Invocation', 'Delete FieldRead', 'Delete Literal', 'Delete BinaryOperator', 'Delete Block', 'Delete If']",87
"private int METHOD_1 ( int number , int VAR_1 ) { int result = ( ( number - 1 ) / ( VAR_2 ) ) - ( VAR_1 / ( VAR_2 ) ) ; return result > 0 ? result : - result ; }","private int METHOD_1 ( int number , int VAR_1 ) { int result = ( number / ( VAR_2 ) ) - ( VAR_1 / ( VAR_2 ) ) ; return result > 0 ? result : - result ; }","['Update BinaryOperator', 'Move BinaryOperator', 'Update BinaryOperator', 'Move BinaryOperator', 'Move FieldRead', 'Delete Literal', 'Delete BinaryOperator']",88
public java.lang.String METHOD_1 ( java.lang.String query ) { return this . VAR_1 . METHOD_2 ( query ) ; },public java.lang.String METHOD_1 ( java.lang.String query ) { return this . VAR_1 . METHOD_2 ( query ) . toString ( ) ; },"['Insert Invocation', 'Move Invocation']",89
